company_name,url,contact_url,区分,検出ワード,source_url
株式会社アイ・エス・アイソフトウェアー,https://www.isi-grp.co.jp/,https://www.isi-grp.co.jp/inquiry/,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：自動車整備業向け顧客・車両管理システム,https://www.isi-grp.co.jp/hi-seibi/
i.s.t.株式会社,https://www.ist.co.jp/,https://www.ist.co.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：自動車整備業向け顧客・車両管理ソフト,https://www.ist.co.jp/
アシストプラン株式会社,https://www.assistplan.jp/,https://www.assistplan.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：整備工場向け業務管理システム,https://www.assistplan.jp/lp/index.html
株式会社アルゴ,https://www.argo-inc.co.jp/,https://www.argo-inc.co.jp/inquiry/index.html,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：自動車整備業向けシステム提供,https://www.jaspa.or.jp/Portals/0/resources/jaspahp/user/publication/pdf/use_permission202502.pdf
アルフォーム株式会社,https://www.alform.co.jp/,https://www.alform.co.jp/contact.php,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：自動車整備業向けシステム提供,https://www.jaspa.or.jp/Portals/0/resources/jaspahp/user/publication/pdf/use_permission202502.pdf
株式会社EBE,https://e-b-e.co.jp/,https://e-b-e.co.jp/Product-inquiry,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：整備・鈑金・レンタカー向けシステム,https://e-b-e.co.jp/
株式会社エールシステム,https://www.ailesys.co.jp/,https://www.ailesys.co.jp/contact,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：自動車整備総合管理システム,https://www.ailesys.co.jp/
麒麟ソフトウェア株式会社,https://www.kirinsoft.jp/,,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：自動車整備業向けソフトウェア,https://www.kirinsoft.jp/
株式会社コムアソート,https://comassort.co.jp/,https://comassort.co.jp/top/contact/,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：自動車整備業ソフト,https://comassort.co.jp/
サンエポック株式会社,https://sunepoch.co.jp/,https://sunepoch.co.jp/inquiry,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：自動車整備業向けシステム提供,https://www.jaspa.or.jp/Portals/0/resources/jaspahp/user/publication/pdf/use_permission202502.pdf
株式会社システムジャパン,https://www.systemjapan.co.jp/,https://www.systemjapan.co.jp/contact.html,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：整備・鈑金業向け経営戦略システム,https://www.systemjapan.co.jp/
