company_name,url,contact_url,decision,reason
キムラ株式会社,https://kimura-co.jp/,https://kimura-co.jp/contact/,exclude,existing_sheet_match
ナショナル株式会社,https://be-national.jp/,https://be-national.jp/contact/,exclude,existing_sheet_match
ミツイコーポレーション株式会社,https://www.mitsui-corp.co.jp/,https://www.mitsui-corp.co.jp/contact/,exclude,existing_sheet_match
株式会社きくや美粧堂,https://www.kikuya-bisyodo.co.jp/,https://www.kikuya-bisyodo.co.jp/inquiry/,exclude,existing_sheet_match
株式会社エスケイビューティーサプライ,https://www.sk-beauty-supply.com/,https://www.sk-beauty-supply.com/contact,exclude,existing_sheet_match
株式会社オークボ,https://www.ohkubo.net/,https://www.ohkubo.net/contact/,exclude,existing_sheet_match
株式会社ガモウ,https://www.gamo.co.jp/,https://gamo.co.jp/contacts/,exclude,existing_sheet_match
株式会社ガモウ広島,https://gamo-w.jp/,https://gamo-w.jp/news/,exclude,existing_sheet_match
株式会社ガモウ関西,https://gamo-kansai.jp/,https://gamo-kansai.jp/cp/inq/,exclude,existing_sheet_match
株式会社コスモアークコーポレーション,http://cosmoarc.com/,http://cosmoarc.com/contact/,exclude,existing_sheet_match
株式会社コマツ商会,http://comatsu.jp/,http://comatsu.jp/contact/,exclude,existing_sheet_match
株式会社センビホールディングス,http://www.senbi-beauty.com/,http://www.senbi-beauty.com/contact/,exclude,existing_sheet_match
株式会社タガミ・サンビューティー,https://tagami-sunbeauty.co.jp/,https://tagami-sunbeauty.co.jp/contact,exclude,existing_sheet_match
株式会社タチカワ,https://www.jbl-tachikawa.co.jp/,https://www.jbl-tachikawa.co.jp/contact/,exclude,existing_sheet_match
株式会社パシオンハマダ,https://www.pasionhamada.com/,https://www.pasionhamada.com/contact/,exclude,existing_sheet_match
株式会社フジシン,https://fujishin.co.jp/,https://fujishin.co.jp/form/,exclude,existing_sheet_match
株式会社モリタ,https://b-morita.com/,https://b-morita.com/information/,exclude,existing_sheet_match
株式会社リーディアル,https://ledeal.co.jp/,https://ledeal.co.jp/inquiry/,exclude,existing_sheet_match
株式会社光美容化学,http://www.hikari-b.co.jp/,http://www.hikari-b.co.jp/contact/,exclude,existing_sheet_match
株式会社彦田,https://www.hikota.com/,https://www.hikota.com/contact/,exclude,existing_sheet_match
株式会社早川美容商事,https://hayakawa-cosme.com/,https://hayakawa-cosme.com/contact/,exclude,existing_sheet_match
株式会社東和,https://www.towa22.co.jp/,https://www.towa22.co.jp/contact/,exclude,existing_sheet_match
株式会社菊地,https://www.kikuchi-produce.co.jp/,https://www.kikuchi-produce.co.jp/contact/,exclude,existing_sheet_match
株式会社谷商会,https://www.kobe-tani.com/,https://www.kobe-tani.com/contact/,exclude,existing_sheet_match
株式会社TRUST,https://trust-doctor.co.jp/,https://trust-doctor.co.jp/contact.html,exclude,existing_sheet_match
株式会社シンフォニカル,https://www.symfonical.co.jp/,https://www.symfonical.co.jp/contact/,exclude,existing_sheet_match
株式会社ブレイン・ジャパン,https://brain-j.com/,https://brain-j.com/contact,exclude,existing_sheet_match
株式会社メディカルアドバンス,https://www.medical-advance.com/,https://www.medical-advance.com/service/knowhow/performance_simulation/,exclude,existing_sheet_match
株式会社タクサム,https://www.taksam.jp/,https://www.taksam.jp/contact/,exclude,existing_sheet_match
株式会社ルフト,https://project-luft.com/company,https://project-luft.com/contact,exclude,existing_sheet_match
FPサービス株式会社,https://www.doctorsupportnet.jp/business/clinic_homepage_production/,https://www.doctorsupportnet.jp/contact/form_doctor/,exclude,existing_sheet_match
Webクラフトマン合同会社,https://laollc.com/,https://laollc.com/contact/,exclude,existing_sheet_match
matoka株式会社,https://matoka.co.jp/,https://matoka.co.jp/information,exclude,existing_sheet_match
アルサーガパートナーズ株式会社,https://dental-web.jp/,https://dental-web.jp/contact/,accept,no_live_or_master_match
スラッシュ株式会社,https://reblo.jp/,https://reblo.jp/contact/,exclude,existing_sheet_match
チリョーマ株式会社,https://chiryo-ma.co.jp/service-hp/,https://chiryo-ma.co.jp/,accept,no_live_or_master_match
データライズ株式会社,https://www.datalyze.co.jp/project/website/pagepro/,https://www.datalyze.co.jp/inquiry/,exclude,existing_sheet_match
ユーザビリティパートナーズ株式会社,https://www.easy-juku.com/,https://www.easy-juku.com/contact/,exclude,existing_sheet_match
リセラ株式会社,https://www.nakachi.net/index.html,https://www.nakachi.net/request/index.html,exclude,existing_sheet_match
不動くん株式会社,https://www.fudoukun.jp/,https://www.fudoukun.jp/contact/,accept,no_live_or_master_match
合同会社QOL,https://kaigo-qol.com/,https://kaigo-qol.com/otoiawase/,exclude,existing_sheet_match
地域健康サポート株式会社,https://seikotu-hp.com/,https://seikotu-hp.com/contact.html,exclude,existing_sheet_match
宿サポート株式会社,https://hotelbusiness.info/,https://hotelbusiness.info/,exclude,existing_sheet_match
小川精機株式会社,https://healthwebcreations.com/,https://healthwebcreations.com/contact,accept,no_live_or_master_match
愛知県名古屋市東区の株式会社,https://www.iplus-web.co.jp/,https://www.iplus-web.co.jp/contact,exclude,existing_sheet_match
日本国内でメトロノーム株式会社,https://gymcloud.jp/webstudio/,https://gymcloud.jp/webstudio/,accept,no_live_or_master_match
株式会社ADGRAPHY,https://www.adgraphy.jp/,https://www.adgraphy.jp/,exclude,existing_sheet_match
株式会社HSK,https://www.honepage.com/,https://www.honepage.com/contact/index.html,exclude,existing_sheet_match
株式会社IOS,https://www.i-o-s.co.jp/,https://www.i-o-s.co.jp/cgi-bin/contact.cgi,exclude,existing_sheet_match
株式会社WEBRIES,https://shika-pro.jp/hp-seisaku,https://shika-pro.jp/hp-seisaku,exclude,existing_sheet_match
株式会社WEBマーケティング総合研究所,https://shigyou.jp/,https://shigyou.jp/form/,exclude,existing_sheet_match
株式会社YsLink,https://ys-link.co.jp/,https://ys-link.co.jp/business-performance/,exclude,existing_sheet_match
株式会社cantik,https://cantik.co.jp/seitai/,https://cantik.co.jp/contact/,exclude,existing_sheet_match
株式会社fluke,https://fluke-inc.jp/fluke-gourmet-for-shop/,https://fluke-inc.jp/fluke-gourmet-for-shop/,exclude,existing_sheet_match
株式会社style,https://www.dental-styleinc.com/,https://www.dental-styleinc.com/,exclude,existing_sheet_match
株式会社イーウェッジ,https://en-hoiku.com/,https://en-hoiku.com/contact/,exclude,existing_sheet_match
株式会社グットアップ,https://good-up.co.jp/,https://good-up.co.jp/contact/,exclude,existing_sheet_match
株式会社ココデザイン,https://lp-hp.koko-design.com/,https://lp-hp.koko-design.com/,exclude,existing_sheet_match
株式会社ツウィール,https://cp-dental.cp-cms.com/,https://cp-dental.cp-cms.com/inquiry/,exclude,existing_sheet_match
株式会社ディープ,https://www.deep-deep.jp/,https://www.deep-deep.jp/form/contact/,exclude,existing_sheet_match
株式会社プロフェッションネットワーク様,https://www.pagepro.jp/,https://www.pagepro.jp/inquiry.html,accept,no_live_or_master_match
株式会社宿楽,https://www.yadoraku.co.jp/,https://www.yadoraku.co.jp/contact/,exclude,existing_sheet_match
株式会社畠山企画,https://hatakeyama-kikaku.co.jp/,https://hatakeyama-kikaku.co.jp/contact,exclude,existing_sheet_match
確認画面へ株式会社,https://www.j-s-p.com/,https://www.j-s-p.com/contact_form/,accept,no_live_or_master_match
株式会社grits,https://medical-grits.jp/,https://medical-grits.jp/contact/,exclude,existing_sheet_match
株式会社創希,https://www.souki-inc.co.jp/hp/dental/,https://www.souki-inc.co.jp/contact,exclude,existing_sheet_match
株式会社graciauto,https://graciauto.jp/services/salon-hp/,https://graciauto.jp/contact/,exclude,existing_sheet_match
株式会社WEBマーケティング総合研究所,https://salone-web.com/,https://salone-web.com/form,exclude,existing_sheet_match
株式会社MATSURI,https://bau-marketing.jp/,https://bau-marketing.jp/contact,exclude,existing_sheet_match
アールプロセス株式会社,https://r-pro.co.jp/,https://r-pro.co.jp/contact/,exclude,existing_sheet_match
イエズミ印刷株式会社,https://www.iezumi.co.jp/,https://www.iezumi.co.jp/contact/contact.php,exclude,existing_sheet_match
エクセルアート株式会社,https://www.excelart.co.jp/,https://www.excelart.co.jp/inquiry/formmail.php,accept,no_live_or_master_match
カワセ印刷株式会社,https://kawase-p.co.jp/,https://kawase-p.co.jp/contact/,exclude,existing_sheet_match
セキセイ株式会社,https://www.sedia.co.jp/,https://www.sedia.co.jp/inquiry,exclude,existing_sheet_match
セントラル印刷株式会社,https://www.central-p.net/,https://www.central-p.net/お問合せ,exclude,existing_sheet_match
一信堂印刷株式会社,https://isshindo-p.co.jp/,https://isshindo-p.co.jp/contact,exclude,existing_sheet_match
三松堂株式会社,https://sanshodo.co.jp/,https://sanshodo.co.jp/inquiry/,exclude,existing_sheet_match
上毛印刷株式会社,https://www.jomo-p.co.jp/,https://jomo-p.co.jp/contact/,exclude,existing_sheet_match
不二オフセット株式会社,https://fuji-offset.jp/,https://fuji-offset.jp/contact/,exclude,existing_sheet_match
大和印刷株式会社,https://daiwa-i.jp/,https://daiwa-i.jp/renewal2026/contact,exclude,existing_sheet_match
大成印刷株式会社,https://www.taisei-printing.co.jp/,https://www.taisei-printing.co.jp/contact/,exclude,existing_sheet_match
大日本ピーアール株式会社,https://dainihonpr.co.jp/,https://dainihonpr.co.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,exclude,existing_sheet_match
富沢印刷株式会社,https://10330.co.jp/,https://10330.co.jp/contact/,accept,no_live_or_master_match
岩岡印刷工業株式会社,https://www.iwaoka.co.jp/,https://www.iwaoka.co.jp/contact/,exclude,existing_sheet_match
広研印刷株式会社,https://www.kohken-l-p.co.jp/,https://www.kohken-l-p.co.jp/contact/,exclude,existing_sheet_match
文唱堂印刷株式会社,https://www.b-p.co.jp/,https://b-p.co.jp/?page_id=2669,exclude,existing_sheet_match
新灯印刷株式会社,https://shinto-printing.co.jp/,https://shinto-printing.co.jp/about/,accept,no_live_or_master_match
旺成印刷紙工有限会社,https://ousei-prt.com/,https://ousei-prt.com/contact.html,exclude,existing_sheet_match
明和印刷株式会社,https://meiwaprinting.co.jp/,https://meiwaprinting.co.jp/contact/,exclude,existing_sheet_match
有限会社ぱっくす考房,https://packs-kobo.co.jp/,https://packs-kobo.co.jp/contact.php,exclude,existing_sheet_match
有限会社ゑびす堂,https://www.ebisudo.co.jp/,https://www.ebisudo.co.jp/,exclude,existing_sheet_match
有限会社ヒマル,https://himaru-pri.shopinfo.jp/,https://himaru-pri.shopinfo.jp/posts/58001554,exclude,existing_sheet_match
有限会社ヤマオー事務機,https://www.yamaoh.com/,https://www.yamaoh.com/category/1465984.html,exclude,existing_sheet_match
有限会社川口プロセス社,https://kpj1.com/,https://kpj1.com/contact-us/,exclude,existing_sheet_match
有限会社石黒製本,https://ishiguro-s.jp/,https://ishiguro-s.jp/inquiry/,exclude,existing_sheet_match
有限会社遠藤印刷,https://eqp.jp/,https://eqp.jp/seminar-materials-urgent-printing-tokyo/,exclude,existing_sheet_match
有限会社鈴木商店,https://suzukisyouten103608.com/,https://suzukisyouten103608.com/,exclude,existing_sheet_match
東京ビジネス株式会社,https://www.tbp.co.jp/,https://www.tbp.co.jp/inquiry/,exclude,existing_sheet_match
東京平版株式会社,https://tokyoheihan.co.jp/,https://tokyoheihan.co.jp/contact/,exclude,existing_sheet_match
東洋社印刷株式会社,https://toyosha.jp/,https://toyosha.jp/contact/,exclude,existing_sheet_match
東洋美術印刷株式会社,https://www.toyobijutsu-prt.co.jp/,https://www.toyobijutsu-prt.co.jp/service/mktg-large-format,accept,no_live_or_master_match
株式会社TONEGAWA,https://www.tonegawa.co.jp/,https://www.tonegawa.co.jp/contact.html,exclude,existing_sheet_match
株式会社アーチ･イメージング,http://www.arch-img.co.jp/,http://www.arch-img.co.jp/contact/,exclude,existing_sheet_match
株式会社エコー,https://echoinc.net/,https://echoinc.net/,exclude,existing_sheet_match
株式会社ケイジェンド・プロダクツ,https://www.insatu.co.jp/,https://www.insatu.co.jp/case-study/document-and-samples-delivery/send-materials-daily-to-those-who-request-information-from-the-website/,exclude,existing_sheet_match
株式会社ショウビ,https://www.shobi.co.jp/,https://www.shobi.co.jp/contact/,exclude,existing_sheet_match
株式会社セブンクリエイト,https://www.sevencreate.co.jp/,https://www.sevencreate.co.jp/contact,accept,no_live_or_master_match
株式会社セントラルプロフィックス,https://www.central-p.co.jp/,https://www.central-p.co.jp/お問い合わせ/,exclude,existing_sheet_match
株式会社ソウブン・ドットコム,https://www.soubun.com/,https://www.soubun.com/soubun_contact_l/,exclude,existing_sheet_match
株式会社ソウマ,https://www.souma.co.jp/,https://www.souma.co.jp/contact/,exclude,existing_sheet_match
株式会社ディグ,https://www.dig-inc.co.jp/,https://www.dig-inc.co.jp/contact/,exclude,existing_sheet_match
株式会社ニットク,https://2109.jp/,https://2109.jp/contact/,exclude,existing_sheet_match
株式会社ポスター印刷,https://www.poster-prt.com/,https://www.poster-prt.com/information/,accept,no_live_or_master_match
株式会社ミニカラー,https://www.minicolor.co.jp/,https://www.minicolor.co.jp/contact/,exclude,existing_sheet_match
