address,business_description,company_name,decision,hub_evidence,maps_url,phone,reason,recurring_evidence,source_url,status,url
,定額のホームページ制作プランおよび社内システムの提供を行って言う愛媛県の制作会社。Webサービスのプロトタイプ作成も請け負っており、短納期・少額でビジネスアイデアの事業化の可能性を検証するサポートを行う。,株式会社エムページ,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/m-page,MEOハブ候補,https://www.m-page.jp/
,愛知県名古屋市に拠点を置くWeb制作会社。楽天市場、Yahoo!ショッピングなどモール型EC、EC CUBEなどのECサイトの制作を行う。また、自社でECサイトも運営しておりノウハウをクライアントに提供することが可能。モール型ECではキーワード対策等も行う。同社は、大規模な機能カスタマイズやデザインカスタマイズまで幅広いカスタマイズが可能。独自のマーケティング手法を元に、3C分析やSWOT分析を用いた提案をしている,株式会社フロンティア,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/frontier-web,MEOハブ候補,https://www.frontier-web.co.jp/works/
,"Web制作会社に勤務していた経験を生かし「責任感」と「コミュニケーション」を大切にお仕事させていただきます。

「レスポンスの早さ」を大切にし、お互いに納得のいく成果物を納品できるよう努力いたします。

また、最初の打ち合わせだけではなく、作業中も密にコミュニケーションを取ることでお客様との認識の相違を減らし、納品まで責任を持って対応いたします。

ご興味を持っていただけましたら、お気軽にご連絡ください。

Willfully
代表　大西 彌",Willfully,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/studiowill,MEOハブ候補,https://www.growhome.co.jp/
,"はじめまして、コーボー株式会社です。

東京を拠点に大手からスタートアップまで幅広い規模感の案件に携わっています。
デザイナー、エンジニアともに第一線で活動しているメンバーで構成したチームで高品質のサービスを提供いたします。

まずはお気軽にご相談ください！",コーボー株式会社,keep,Web制作会社プロフィール,,,,,https://web-kanji.com/companies/co-bo,MEOハブ候補,https://co-bo.tech
,企画からデザイン、実装、運用まで対応することができ、web制作界隈では珍しい漫画のシナリオからの制作が可能です。他にもyoutube動画や、物撮り、マーケティングツールの運用まで幅広く対応することが可能です。新規事業開発についてもご相談を受け付けております。,株式会社mob,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/mob-inc,MEOハブ候補,https://mob-inc.jp/
,"日本エンタープライズグループは、
加速度的に変化し続けるお客様のニーズに応え、新たな価値の創出を目指します。
クライアント様に寄り添い、企画・デザイン・マークアップ・リリース後のアクセス解析など、トータルでのサポートを得意としています。",日本エンタープライズ株式会社,keep,Web制作会社プロフィール,,,,,https://web-kanji.com/companies/nihon-e,MEOハブ候補,https://www.nihon-e.co.jp/
,「たぴデザイン事務所」は東京都調布市にあるホームページ制作専門の個人事務所です。調布市を拠点に全国のお店・自営業者・中小企業さま対象としています。ホームページ制作〜作成後の更新修正、保守管理もOK。フリーランスWebデザイナーのため、打合せ〜納品後まですべて同じ担当者。スマホ・タブレット対応、SEO対策、WordPressのオリジナルテーマ作成も可能です。,たぴデザイン事務所,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/tapi-design,MEOハブ候補,https://tapi-design.com/portfolio
,"ご覧頂きありがとうございます。

弊社はクオリティの高い制作は勿論のこと、
長期的に運用、保守なども含めてマーケティングやコンサルティングもご提案させて頂きます。

多岐にわたる分野でお役立ち出来るとは思います。

お気軽にお問い合わせください。
無料お見積もりやカウンセリング受付中。

・web制作
・デザイン制作
・HP／LP／ECサイト制作
・映像制作／動画制作
・SNS／webマーケティング
・ブランディング／インフルエンサーマーケティング
・集客／webコンサルティング",合同会社Ambitious,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/webnode,MEOハブ候補,http://35.75.77.149/
,ホームページ制作は勿論、WEB広告やサイト更新・リニューアル・サーバー管理に至るまで、WEBに関することを幅広く対応している。,株式会社ワールドエージェント,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/worldagent,MEOハブ候補,https://worldagent.jp/works/
,"株式会社フォアキャスト・コミュニケーションズは、東京都港区に本社を構える、ファンコミュニケーション・プラットフォーム「フェイブコネクト」を提供している会社。
CMSを構築する際には、サイトの型となるテンプレートを活用するため、低コストで利用できる。低価格でありながら運用を一括で任せられる点も魅力。",株式会社フォアキャスト・コミュニケーションズ,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/faveconnect,MEOハブ候補,https://faveconnect.com/
,"LCK cloudは大阪府に拠点を置く、主に会員制サイトのプラットフォームを提供しているWebサイト制作会社。1,800を超えるサイトを制作している実績あり。
50名以内の会員数であれば無料版を利用可能。",LCK cloud,drop,Web制作会社プロフィール,,,existing_or_duplicate,,https://web-kanji.com/companies/lck-cloud,MEOハブ候補,https://www.lck-cloud.jp/koe.html
