address,business_description,company_name,decision,maps_url,phone,reason,source_url,status,url
,,株式会社アイドマ・ホールディングス,drop,,,non_provider_company_type,https://db.grip.website/detail/6013301031269,,https://www.aidma-hd.jp/
,マルチリンガルCRM事業 セールスアウトソーシング事業 所在地: 東京都新宿区 所在地: 東京都台東区 所在地: 東京都品川区 所在地: 東京都目黒区 所在地: 東京都港区芝４丁目５番１０号ＡＣＮ田町ビル１０階,株式会社インバウンドテック,drop,,,weak_provider_evidence,https://db.grip.website/detail/4011101072956,,https://www.inboundtech.co.jp/
5300057 大阪府,企業の営業活動やマーケティングを支援するBPO（ビジネス・プロセス・アウトソーシング）事業を展開しています。コンタクトセンター（コールセンター）の運営を軸に、新規顧客の獲得、カスタマーサポート、さらにはWebマーケティングやデジタル広告の運用までをワンストップで提供。豊富なオペレーターの人材育成力と、データ分析に基づいた効果的なプロモーション戦略に強みを持ち、通信、金融、インフラなど多様な業界の企業の売上拡大に貢献しています。 所在地: 大阪府大阪市北区 所在地: 大阪府大阪市北区 所在地: 大阪府大阪市北区 所在地: 大阪府 所在地: 大阪府大阪市中央区,株式会社ダイレクトマーケティングミックス,drop,,代表者名 代表執行役社長ＣＥＯ 植 原 大 祐,existing_name,https://db.grip.website/detail/7010001185502,MEOハブ候補,https://dmix.co.jp/
1540004 東京都世田谷区太子堂４丁目１番１号,ブリッジインターナショナル株式会社は、2002年1月に設立されたB2B企業向け営業・マーケティング支援会社である。2025年10月に持株会社体制へ移行し、現在はブリッジインターナショナルグループ株式会社として事業を展開する。インサイドセールス・マーケティング・カスタマーサクセスのアウトソーシング、レベニュープロセス設計・コンサルティング、AIや最先端テクノロジーを活用した収益化プロセスの最適化支援などを提供する。グループにはアイ・ラーニング、ブリッジプロセステクノロジーなどが含まれ、2018年10月に東証マザーズ（現グロース市場）へ上場。 所在地: 東京都品川区 所在地: 東京都港区 所在地: 東京都中野区 所在地: 東京都大田区 所在地: 東京都,ブリッジインターナショナルグループ株式会社,drop,,03-5787-3030,existing_name,https://db.grip.website/detail/2010901015622,MEOハブ候補,https://bridge-g.com/
1600023 東京都,株式会社ネオキャリアは、2000年創業の総合人材サービス会社です。採用支援（新卒・中途・アルバイト・派遣・採用代行）、就労支援（転職・就職活動サポート）、業務支援（営業代行・コールセンター代行・システム開発・飲食店集客支援）の3領域を展開するほか、保育所・学童・介護施設の運営にも取り組んでいます。「人と本気で向き合い、未来を切り拓く」をスローガンに多数のグループ会社を擁し、多彩なソリューションで企業と求職者をつなぐ総合人材グループです。 所在地: 東京都港区 所在地: 東京都 所在地: 東京都港区 所在地: 東京都八王子市 所在地: 東京都港区,株式会社ネオキャリア,drop,,代表者名 代表取締役 西澤 亮一,existing_name,https://db.grip.website/detail/4011101062271,MEOハブ候補,https://www.neo-career.co.jp/
1110052 東京都,人的サポートを含む営業支援、販売促進業務代行 IT関連支援及びインストラクション業務請負 販促支援システム、ソフト開発及び情報提供サービス イベント、デモンストレーション企画、実施、運営 広告、宣伝ツールの企画、制作 所在地: 東京都目黒区 所在地: 東京都渋谷区渋谷２丁目１５番１号 所在地: 東京都千代田区 所在地: 東京都豊島区 所在地: 東京都新宿区,フィクスジャパン株式会社,drop,,代表者名 代表取締役社長 森 晋一,existing_name,https://db.grip.website/detail/1010501039741,MEOハブ候補,https://www.fiks.co.jp/
1030002 東京都,人的サポートを含む営業支援、販売促進業務代行 IT関連支援及びインストラクション業務請負 販促支援システム、ソフト開発及び情報提供サービス イベント、デモンストレーション企画、実施、運営 広告、宣伝ツールの企画、制作 所在地: 東京都中央区 所在地: 東京都中央区 所在地: 東京都新宿区 所在地: 東京都中央区 所在地: 東京都目黒区,フィクスコミュニケーションズ株式会社,drop,,代表者名 代表取締役社長 森 晋一,existing_domain,https://db.grip.website/detail/3010401177516,MEOハブ候補,https://www.fiks.co.jp/company/fiks_communications/
,,株式会社ダイブ,drop,,,official_unreachable,https://db.grip.website/detail/1010601033297,,-
2510042 神奈川県藤沢市辻堂新町１丁目１番２号クロスポイント湘南５Ｆ,ITソリューション事業 営業代行事業 イベント企画、運営 教育事業 コンサルタント事業 ソフトウェア/システム開発 受託事業 所在地: 神奈川県横浜市西区 所在地: 神奈川県横浜市神奈川区 所在地: 神奈川県横浜市西区 所在地: 神奈川県川崎市幸区 所在地: 神奈川県川崎市高津区,合同会社ＰＬＵＳ　ＵＬＴＲＡ,keep,,代表者名 川合 慎也,,https://db.grip.website/detail/1021003012954,MEOハブ候補,https://plus-ultra.tech/
5320011 大阪府,■通信事業 ■営業コンサルティング事業 ■Webコンサルティング事業 ■セールスプロモーション事業 ■HR事業 ■不動産事業 所在地: 大阪府大阪市中央区 所在地: 大阪府 所在地: 大阪府大阪市北区 所在地: 大阪府大阪市中央区 所在地: 大阪府大阪市中央区,株式会社ベクタライズ,drop,,代表者名 代表取締役 高橋 史人,existing_name,https://db.grip.website/detail/2120001191989,MEOハブ候補,https://vectorize.co.jp/
2430016 神奈川県厚木市田村町２番２０号三橋ビルアネックス３階,営業代行サービス 販売促進業務の受託 CATVの加入促進及び営業の受託 各種事務(受付/秘書/通訳/電話交換/文書作成等)の受託業務 LED照明販売・施工 所在地: 神奈川県相模原市中央区 所在地: 神奈川県横浜市緑区 所在地: 神奈川県横浜市西区 所在地: 神奈川県横浜市港南区 所在地: 神奈川県座間市,アイディル株式会社,keep,,代表者名 代表取締役／田代 剛章,,https://db.grip.website/detail/8020001113353,MEOハブ候補,https://www.aidyl.co.jp/
1120012 東京都,営業代行業務全般 企業の営業組織再編および活性化に関するコンサルティング 企業の営業人材育成に関する教育および研修プログラムの実施ならびに提供 所在地: 東京都千代田区 所在地: 東京都中野区 所在地: 東京都大田区 所在地: 東京都港区 所在地: 東京都,株式会社プルーセル,keep,,-,,https://db.grip.website/detail/8010001215381,MEOハブ候補,https://proosel.co.jp/
