address,business_description,company_name,decision,hub_evidence,maps_url,phone,reason,recurring_evidence,source_url,status,store_evidence,url
〒104-0061 東京都中央区銀座1-22-11 銀座大竹ビジデンス2階,Web制作事業 ・ホームページ制作 ・Webサイトの保守管理・運用 ・ランディングページ制作 ・ECサイト制作 ・動画・映像制作 Webマーケティング事業 ・MEO対策 ・LINE公式構築・運用 ・Web広告運用 ・Web集客・販促支援コンサルティング,合同会社GROXIA,drop,MEO / Webマーケティング / webマーケティング / 集客 / 販促 / 広告運用 / LINE公式 / 保守管理,,,existing_domain,運用 / 保守 / 管理 / サポート / コンサルティング,https://yuryoweb.com/company_info/groxia/,MEOハブ候補,店舗 / 美容室 / サロン / ホテル / 旅館 / 不動産 / 士業 / 地域,https://groxia-webpartner.com/
〒100-6213 東京都千代田区丸の内1-11-1 パシフィックセンチュリープレイス丸の内13階,ホームページ制作 経営コンサルティング WEBコンサルティング 採用コンサルティング SNS運用支援 広告運用 DTP（パンフレット・ホワイトペーパー）デザイン,株式会社Acsport,drop,Webマーケティング / webマーケティング / 集客 / 広告運用 / SNS運用 / コンサルティング / ブランディング,,,existing_domain,運用 / 管理 / 代行 / コンサルティング,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%beacsport/,MEOハブ候補,病院 / ホテル / 旅館 / 不動産 / 地域,https://acsport.net/
,,株式会社コスパ・テクノロジーズ,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%b3%e3%82%b9%e3%83%91%e3%83%bb%e3%83%86%e3%82%af%e3%83%8e%e3%83%ad%e3%82%b8%e3%83%bc%e3%82%ba/,,,
,,株式会社エムハンド,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%a8%e3%83%a0%e3%83%8f%e3%83%b3%e3%83%89/,,,
,,後藤ブランド株式会社,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e5%be%8c%e8%97%a4%e3%83%96%e3%83%a9%e3%83%b3%e3%83%89%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be/,,,
,,株式会社クライマークス,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%af%e3%83%a9%e3%82%a4%e3%83%9e%e3%83%bc%e3%82%af%e3%82%b9/,,,
〒812-0004 福岡県福岡市博多区榎田1丁目3番23号,Webプロモーション、動画制作、ダイレクトマーケティング、印刷・プロモーション、プランニング・クリエイティブ、印刷・加工、メーリング事業、物流,アド印刷株式会社,drop,Webマーケティング / webマーケティング / 集客 / ブランディング,,092-472-4736,weak_relationship_evidence,,https://yuryoweb.com/company_info/%e3%82%a2%e3%83%89%e5%8d%b0%e5%88%b7%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be/,MEOハブ候補,,https://ad-printing.co.jp/
,,株式会社あさぴか,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%81%82%e3%81%95%e3%81%b4%e3%81%8b/,,,
,,株式会社KOP,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%bekop/,,,
〒860-0016 熊本県熊本市中央区山崎町5クラージュ辛島公園7F,インターネット等を利用したコミュニケーションサービスの提供及び運営 インターネット等による情報提供、映像配信、広告及び通信販売 パソコン及びその他周辺機器の開発、製造及び販売 上記各号に関するコンサルティング,株式会社CUBIC PLANNING,drop,コンサルティング,,096-245-6361,required_missing,サポート / コンサルティング,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%becubic-planning/,MEOハブ候補,地域,
,,CROSSLINE,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/crossline/,,,
