address,business_description,company_name,decision,hub_evidence,maps_url,phone,reason,recurring_evidence,source_url,status,url
東京都羽村市神明台４丁目９番１２号,"ジャパンプリント株式会社 ジャパンプリント 40年以上の経験を誇る総合印刷会社で、小売業向けに特化した企画・デザイン・印刷を提供。全国9拠点で迅速なサポート。 製造業(パルプ・紙) 広告業界 東京都羽村市神明台４丁目９番１２号 更新日：2026年08月21日 業界分類 業績 評判 求人・採用 ジャパンプリント株式会社はどんな会社 印刷関連業ジャパンプリント株式会社の特徴は、40年以上の歴史を持つ総合印刷会社で、小売・流通業界向けの販促物の企画、デザイン、印刷をトータルに提供しています。100人以上の専門スタッフが参加し、小売業のニーズに応えたソリューションを展開。サービスは企画、WEBデザイン、グラフィックデザイン、写真・動画制作から印刷まで多岐にわたります。全国9拠点のネットワークを活用し、お客様と密にコミュニケーションを図りながら迅速に対応しています。経営理念として「良い品・良いサービスに徹し、お客様に満足と潤いを提供すること」を掲げ、社会貢献や環境への配慮にも力を入れる企業です。常に新たな挑戦を続け、活力ある企業を目指しています。 業種は、総合印刷業, デザイン制作, WEB制作, マーケティング。ジャパンプリント株式会社の資本金は、5000万円 です。 このページに掲載されている内容は、2026年08月21日に更新された情報です。 全国法人検索は現在α版です。掲載されているデータについて一切の保証をしておりませんので、予めご了承の上ご利用ください🙇 ジャパンプリント株式会社の企業情報 法人番号 1013101000635 企業名（法人名） ジャパンプリント株式会社 読み方 ジャパンプリント 業種・業界 業務内容 印刷関連業 郵便番号 〒205-0023 本社住所 東京都羽村市神明台４丁目９番１２号 アクセス方法をGoogleMapで見る 証券コード 未上場 社長/代表取締役 非表示中 ホームページ https://www.***** 電話番号 042-506***** FAX番号 042-530***** 設立年 1994年 法人番号指定日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 最終登記更新日 2016年11月22日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 ※会社名・所在地・法人番号は 国税庁法人番号公表サイト の公表データです。電話番号・ホームページ・FAX番号は当サイトが独自に収集したもので、国税庁の公表項目ではありません。各項目の収集元・取得日は 電話番号 ・ ホームページ ・ FAX番号 の各ページでご確認いただけます。詳しくは データの出典について をご覧ください。 ジャパンプリント株式会社のイン",ジャパンプリント株式会社,keep,Web制作 / WEB制作 / 販促,,,,支援 / サポート,https://houjin.goo.to/corporations/1013101000635,MEOハブ候補,https://www.japanprint.co.jp/
"社愛知県名古屋市天白区・広告業界・資本金2,000万円・従業員120名 広告業界 愛知県名古屋市天白区植田南２丁目８０５番地","株式会社ＢｅＢｌｏｃｋ ビブロック 本社愛知県名古屋市天白区・広告業界・資本金2,000万円・従業員120名 広告業界 愛知県名古屋市天白区植田南２丁目８０５番地 更新日：2023年01月30日 業界分類 業績 評判 求人・採用 株式会社ＢｅＢｌｏｃｋはどんな会社 業種は、プリントビジネス, SPツール制作, 販売促進。株式会社ＢｅＢｌｏｃｋの資本金は、2000万円 です。 このページに掲載されている内容は、2023年01月30日に更新された情報です。 全国法人検索は現在α版です。掲載されているデータについて一切の保証をしておりませんので、予めご了承の上ご利用ください🙇 株式会社ＢｅＢｌｏｃｋの企業情報 法人番号 1180001051643 企業名（法人名） 株式会社ＢｅＢｌｏｃｋ 読み方 ビブロック 業種・業界 業務内容 郵便番号 〒468-0053 本社住所 愛知県名古屋市天白区植田南２丁目８０５番地 アクセス方法をGoogleMapで見る 証券コード 未上場 社長/代表取締役 非表示中 ホームページ https://www.***** 電話番号 052-446***** FAX番号 052-446***** 設立年 2002年 法人番号指定日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 最終登記更新日 2023年01月04日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 ※会社名・所在地・法人番号は 国税庁法人番号公表サイト の公表データです。電話番号・ホームページ・FAX番号は当サイトが独自に収集したもので、国税庁の公表項目ではありません。各項目の収集元・取得日は 電話番号 ・ ホームページ ・ FAX番号 の各ページでご確認いただけます。詳しくは データの出典について をご覧ください。 株式会社ＢｅＢｌｏｃｋのインボイス番号 インボイス番号 T1180001051643 適格請求書発行事業者登録番号 T1180001051643 適格請求書発行事業者登録日 2023年10月01日 適格請求書発行事業者情報更新日 2023年02月01日 ※インボイス制度(適格請求書発行事業者)とは、消費税の仕入税額控除のために、売手と買手がインボイスという書類やデータを交換する制度です。 本社エリアの不動産相場 愛知県天白区 2024年 詳細を見る → 用途 ㎡単価 中央値 前年比 中古マンション 266,667 円/㎡ +0.0% 宅地・土地 180,000 円/㎡ +0.0% 出典: 国土交通省 不動産情報ライブラリを加工 / houjin.goo.to 本社所在地の災害リスク 愛知県天白区 詳細を見る → 地震(震度6弱+・30",株式会社ＢｅＢｌｏｃｋ,keep,販売促進,,,,支援,https://houjin.goo.to/corporations/1180001051643,MEOハブ候補,https://beblock.co.jp/
埼玉県朝霞市岡２丁目２番２３号,"株式会社彩プロダクツ 地域の一人ひとりとお寺をつなぐ架け橋として、葬儀やお墓、相続に関する多様なサポートを提供している企業で、地域の文化や伝統を守りながら新たな価値を創造することを目指しています。 コンサルティング・経営支援業界 埼玉県朝霞市岡２丁目２番２３号 更新日：2026年07月14日 業界分類 業績 評判 求人・採用 株式会社彩プロダクツはどんな会社 ＊お寺の清掃、管理業務全般 ＊寺院事務サポート ＊ホームページ制作 ＊檀家管理システム運営・管理 ＊寺院・霊園等のグランドデザイン提案 ＊境内開発整備事業株式会社彩プロダクツの特徴は、地域社会とお寺を結ぶ役割を果たし、葬儀、相続、お墓に関するサポートを行っている企業は、「創造と再生」をテーマに地域の文化や伝統を重視しています。終活サポートや各種葬儀の実施、寺院向けの墓地区画整備や永代供養墓の企画など、広範なサービスを展開しています。また、地域の歴史や自然に基づいたデザインを提供し、地域とお寺の絆を深める活動にも力を入れています。広報支援や地域貢献を通じて、地域の一員としての使命を果たし、人生のエンディングに関する尊い仕事を推進しています。人材の育成にも注力し、チーム全体がやりがいを持って取り組む環境を整えています。 業種は、サービス業, 地域振興, 文化事業。株式会社彩プロダクツの資本金は、1000万円 です。 このページに掲載されている内容は、2026年07月14日に更新された情報です。 全国法人検索は現在α版です。掲載されているデータについて一切の保証をしておりませんので、予めご了承の上ご利用ください🙇 株式会社彩プロダクツの企業情報 法人番号 9030001047640 企業名（法人名） 株式会社彩プロダクツ 読み方 業種・業界 業務内容 ＊お寺の清掃、管理業務全般 ＊寺院事務サポート ＊ホームページ制作 ＊檀家管理システム運営・管理 ＊寺院・霊園等のグランドデザイン提案 ＊境内開発整備事業 郵便番号 〒351-0007 本社住所 埼玉県朝霞市岡２丁目２番２３号 アクセス方法をGoogleMapで見る 証券コード 未上場 社長/代表取締役 非表示中 ホームページ https://www.***** 電話番号 048-465***** FAX番号 048-464***** 設立年 1979年 法人番号指定日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 最終登記更新日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 ※会社名・所在地・法人番号は 国税庁法人番号公表サイト の公表データです。電話番号・ホームページ・FAX番号は当サイトが独自に収集した",株式会社彩プロダクツ,keep,ホームページ制作,,,,管理 / 支援 / コンサルティング / サポート,https://houjin.goo.to/corporations/9030001047640,MEOハブ候補,https://saiproducts.co.jp/
群馬県前橋市西片貝町４丁目１６番地１８,"株式会社オーティーシー オーティーシー 経費削減をサポートするコンサルティング企業で、通信機器やセキュリティ関連サービスなど多彩なソリューションを展開し、業務効率化を実現します。 コンサルティング・経営支援業界 群馬県前橋市西片貝町４丁目１６番地１８ 更新日：2025年11月01日 業界分類 業績 評判 求人・採用 株式会社オーティーシーはどんな会社 法人向け大手通信会社の通信サービスをお客様の状況に応じた形で の提案営業を行っています。企業のコスト削減につながる商品・サ ービスなので、大変喜んでいただける仕事です。株式会社オーティーシーの特徴は、経費削減コンサルティングを主軸とする企業で、オフィスの機器やサービスに関する幅広い相談に応じています。提供する製品はビジネスホン、複合機、PC、UTM機器、LED設備、携帯電話など多岐にわたり、ユーザーのニーズに最適なプランを提案しています。また、業務効率化や情報セキュリティ向上を図るため、ホームページ制作、VPNサービス、ホスティングサービスを通じたソリューションも提供しています。さらに、電話・LAN工事やPCネットワーク保守などのサポートも行い、お客様のビジネスニーズに応じたトータルソリューションを実現しています。国税庁に登録された請求書発行事業者として、インボイス制度への対応にも注力しています。 業種は、コンサルティング, 情報通信, ITサービス。株式会社オーティーシーの資本金は、500万円 です。 このページに掲載されている内容は、2025年11月01日に更新された情報です。 全国法人検索は現在α版です。掲載されているデータについて一切の保証をしておりませんので、予めご了承の上ご利用ください🙇 株式会社オーティーシーの企業情報 法人番号 2070001005766 企業名（法人名） 株式会社オーティーシー 読み方 オーティーシー 業種・業界 業務内容 法人向け大手通信会社の通信サービスをお客様の状況に応じた形で の提案営業を行っています。企業のコスト削減につながる商品・サ ービスなので、大変喜んでいただける仕事です。 郵便番号 〒371-0013 本社住所 群馬県前橋市西片貝町４丁目１６番地１８ アクセス方法をGoogleMapで見る 証券コード 未上場 社長/代表取締役 非表示中 ホームページ https://www.***** 電話番号 027-260***** FAX番号 設立年 2008年 法人番号指定日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 最終登記更新日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 ※会社名・所在地・法人番号は 国",株式会社オーティーシー,keep,ホームページ制作,,,,保守 / 支援 / コンサルティング / サポート,https://houjin.goo.to/corporations/2070001005766,MEOハブ候補,https://www.otc-biz.jp/index.php
東京都豊島区駒込１丁目２１番１４号,株式会社イーステージ イーステージ 幅広いクリエイティブ分野でプロジェクトを展開し、印刷業や先端デジタル技術を駆使した高品質な制作物を提供している。 製造業(パルプ・紙) 広告業界 東京都豊島区駒込１丁目２１番１４号 更新日：2026年07月02日 業界分類 業績 評判 求人・採用 株式会社イーステージはどんな会社 株式会社イーステージの特徴は、各種イベントの企画運営、広告宣伝物の制作、独自の出版物の発行など、幅広いジャンルでクリエイティブなサービスを展開している。特に、リアルな体験を重視し、グラフィックデザインやWebデザイン、映像制作を通じて企業のブランディングや活動の向上を支援している。印刷業で培った制作力と、最新のデジタルテクノロジーを活用することで、高品質なアウトプットを実現。また、ギャラリーでのアート展示やトークショーを企画し、才能の発掘にも力を入れている。さまざまなニーズに応えるため、各部門が連携し、一貫したサービスを提供することが特徴である。 業種は、広告・イベント・出版。株式会社イーステージの資本金は、1000万円 です。 このページに掲載されている内容は、2026年07月02日に更新された情報です。 全国法人検索は現在α版です。掲載されているデータについて一切の保証をしておりませんので、予めご了承の上ご利用ください🙇 株式会社イーステージの企業情報 法人番号 9013301000964 企業名（法人名） 株式会社イーステージ 読み方 イーステージ 業種・業界 業務内容 郵便番号 〒170-0003 本社住所 東京都豊島区駒込１丁目２１番１４号 アクセス方法をGoogleMapで見る 証券コード 未上場 社長/代表取締役 非表示中 ホームページ https://www.e***** 電話番号 03-5692***** FAX番号 設立年 1991年 法人番号指定日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 最終登記更新日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 ※会社名・所在地・法人番号は 国税庁法人番号公表サイト の公表データです。電話番号・ホームページ・FAX番号は当サイトが独自に収集したもので、国税庁の公表項目ではありません。各項目の収集元・取得日は 電話番号 ・ ホームページ ・ FAX番号 の各ページでご確認いただけます。詳しくは データの出典について をご覧ください。 株式会社イーステージのインボイス番号 インボイス番号 T9013301000964 適格請求書発行事業者登録番号 T9013301000964 適格請求書発行事業者登録日 2023年10月01日 適格,株式会社イーステージ,keep,ブランディング,,,,支援,https://houjin.goo.to/corporations/9013301000964,MEOハブ候補,https://www.eastage.co.jp/
島根県松江市大正町４３０番地,"株式会社コムマップ・ジャパン コムマップジャパン 地域密着型の通信コンサルティングと事務機器サービスを展開し、セキュリティやWeb制作も手掛ける企業。約800社の中小法人向けに総合的な提案を行う。 通信業界 島根県松江市大正町４３０番地 更新日：2026年08月11日 業界分類 業績 評判 求人・採用 株式会社コムマップ・ジャパンはどんな会社 株式会社コムマップ・ジャパンの特徴は、地域に根ざした通信コンサルティングや事務機器の提案を行っており、特に島根県東部と鳥取県西部における中小法人に対して約800社に上る顧客基盤を持つ。NTTグループの商品を扱う代理店への卸業務を強化しており、防犯・監視カメラやセキュリティ事業においても多様なネットワーク構築や提案を実施。さらに、Webサイト制作やホスティングサービスも提供し、顧客ニーズに応じた多彩な付帯業務を展開。技術進化に合わせて常にサービスの質を向上させ、お客様に安心・安全な通信環境を提供することに努めている。 業種は、ICT, 通信コンサルティング, セキュリティ。株式会社コムマップ・ジャパンの資本金は、1000万円 です。 このページに掲載されている内容は、2026年08月11日に更新された情報です。 全国法人検索は現在α版です。掲載されているデータについて一切の保証をしておりませんので、予めご了承の上ご利用ください🙇 株式会社コムマップ・ジャパンの企業情報 法人番号 1280001001002 企業名（法人名） 株式会社コムマップ・ジャパン 読み方 コムマップジャパン 業種・業界 業務内容 郵便番号 〒690-0002 本社住所 島根県松江市大正町４３０番地 アクセス方法をGoogleMapで見る 証券コード 未上場 社長/代表取締役 非表示中 ホームページ https://www.c***** 電話番号 0852-20***** FAX番号 設立年 2000年 法人番号指定日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 最終登記更新日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 ※会社名・所在地・法人番号は 国税庁法人番号公表サイト の公表データです。電話番号・ホームページ・FAX番号は当サイトが独自に収集したもので、国税庁の公表項目ではありません。各項目の収集元・取得日は 電話番号 ・ ホームページ ・ FAX番号 の各ページでご確認いただけます。詳しくは データの出典について をご覧ください。 株式会社コムマップ・ジャパンのインボイス番号 インボイス番号 T1280001001002 適格請求書発行事業者登録番号 T1280001001002 適",株式会社コムマップ・ジャパン,keep,Web制作 / WEB制作,,,,支援 / コンサルティング,https://houjin.goo.to/corporations/1280001001002,MEOハブ候補,https://www.commap.co.jp/
大阪府大阪市西区土佐堀１丁目１番２１号マキセビル５階,"株式会社シスパル シスパル 販売促進をサポートする制作集団で、WebやITを活用したツール開発やWebサイト制作を手掛け、信頼関係を重視したサービスを提供しています。 サービス業界（その他） 大阪府大阪市西区土佐堀１丁目１番２１号マキセビル５階 更新日：2023年01月30日 業界分類 業績 評判 求人・採用 株式会社シスパルはどんな会社 株式会社シスパルの特徴は、販売促進を支援する制作集団であり、創業から一貫してWebやITを活用したシステムを提供しています。多岐にわたるプロジェクトに取り組み、特にWebキャンペーン運営やデジタルサイネージ、ソフトウェア開発に注力しています。具体的には、Webシステム構築やスマートフォンアプリの開発を行い、お客様のビジネスを促進します。また、Webサイト制作においては、企画からデザイン、管理までトータルでサポートし、さらに多言語展開を可能にする高品質のネイティブ翻訳サービスも提供しています。常に顧客との信頼関係を大切にしており、最新のテクノロジーを駆使しながら最善のサービスを提案しています。 業種は、ITサービス, Web制作, ソフトウェア開発, デジタルマーケティング。株式会社シスパルの資本金は、1000万円 です。 このページに掲載されている内容は、2023年01月30日に更新された情報です。 全国法人検索は現在α版です。掲載されているデータについて一切の保証をしておりませんので、予めご了承の上ご利用ください🙇 株式会社シスパルの企業情報 法人番号 1120001133694 企業名（法人名） 株式会社シスパル 読み方 シスパル 業種・業界 業務内容 郵便番号 〒550-0001 本社住所 大阪府大阪市西区土佐堀１丁目１番２１号マキセビル５階 アクセス方法をGoogleMapで見る 証券コード 未上場 社長/代表取締役 非表示中 ホームページ https://www.s***** 電話番号 06-6446***** FAX番号 設立年 2008年 法人番号指定日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 最終登記更新日 2016年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 ※会社名・所在地・法人番号は 国税庁法人番号公表サイト の公表データです。電話番号・ホームページ・FAX番号は当サイトが独自に収集したもので、国税庁の公表項目ではありません。各項目の収集元・取得日は 電話番号 ・ ホームページ ・ FAX番号 の各ページでご確認いただけます。詳しくは データの出典について をご覧ください。 株式会社シスパルのインボイス番号 インボイス番号 T112000113369",株式会社シスパル,keep,Web制作 / WEB制作 / デジタルマーケティング / 販売促進,,,,管理 / 支援 / サポート,https://houjin.goo.to/corporations/1120001133694,MEOハブ候補,https://www.syspal.co.jp/
三重県四日市市浜田町５番１２号第２加藤ビル３階,株式会社アド三愛 アドサンアイ 求人広告やテレビCMを中心に、企業と求職者を結ぶサービスを展開する広告代理店。研修制度も充実しており、未経験者や若手社員が活躍できる環境が整っている。 広告業界 三重県四日市市浜田町５番１２号第２加藤ビル３階 更新日：2026年06月02日 業界分類 業績 評判 求人・採用 株式会社アド三愛はどんな会社 求人広告アドサンアイ（桑名、四日市、鈴鹿、津、松阪、伊勢）イ ンターネットサイト、新聞、ラジオ、テレビ、チラシその他広告に 関する一切の業務を行っています。株式会社アド三愛の特徴は、求人広告や新聞・テレビCMの企画・制作を行う総合広告代理店は、地域に密着したサービスを提供することで企業と求職者を効果的につなげています。特に人材にお困りの企業に対しては、個別の悩みに応じた的確な提案を行い、最適な解決策を提供しています。研修制度が整っているため、未経験者や第二新卒の方々にも安心してキャリアをスタートする機会を与えています。また、若い社員が多く活躍する職場環境が特徴で、20代や30代の若手が中心となり、活気ある雰囲気を醸し出しています。地域支援にも注力し、信頼される存在としての役割を果たしており、企業の成長をサポートしています。 業種は、総合広告代理店。株式会社アド三愛の資本金は、1000万円 です。 このページに掲載されている内容は、2026年06月02日に更新された情報です。 全国法人検索は現在α版です。掲載されているデータについて一切の保証をしておりませんので、予めご了承の上ご利用ください🙇 株式会社アド三愛の企業情報 法人番号 2190001014219 企業名（法人名） 株式会社アド三愛 読み方 アドサンアイ 業種・業界 業務内容 求人広告アドサンアイ（桑名、四日市、鈴鹿、津、松阪、伊勢）イ ンターネットサイト、新聞、ラジオ、テレビ、チラシその他広告に 関する一切の業務を行っています。 郵便番号 〒510-0067 本社住所 三重県四日市市浜田町５番１２号第２加藤ビル３階 アクセス方法をGoogleMapで見る 証券コード 未上場 社長/代表取締役 非表示中 ホームページ https://www.***** 電話番号 059-351***** FAX番号 設立年 1967年 法人番号指定日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 最終登記更新日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 ※会社名・所在地・法人番号は 国税庁法人番号公表サイト の公表データです。電話番号・ホームページ・FAX番号は当サイトが独自に収集したもので、国税庁の公表項目ではありません。各,株式会社アド三愛,keep,広告代理店,,,,支援 / サポート,https://houjin.goo.to/corporations/2190001014219,MEOハブ候補,https://www.ad-sanai.co.jp/
愛知県名古屋市中区栄４丁目１７番１８号,"株式会社イングカワモト イングカワモト デジタルソリューションを中心に、Web制作や印刷サービスを提供。顧客満足を最優先にし、信頼関係を築くことで、お客様のビジネス発展をサポートしています。 サービス業界（その他） 愛知県名古屋市中区栄４丁目１７番１８号 更新日：2023年01月30日 業界分類 業績 評判 求人・採用 株式会社イングカワモトはどんな会社 株式会社イングカワモトの特徴は、1925年に創業した企業は、デジタルソリューションを基盤に多様なサービスを展開しています。主な事業には、Web制作やグラフィックデザイン、ネイルシール・タトゥーシール事業、広告デザイン、印刷・製版などがあり、お客様のニーズに応じた文書管理システムやセールスプロモーションの支援を行っています。特に、クリエイティブな提案力と信頼性の高いサービスを強みとしており、顧客満足を最優先する経営理念のもと、個人情報の適切な管理にも注力しています。これにより、お客様のビジネス成功を支援し、地域での信頼を築いています。 業種は、デジタルソリューション, Web制作, グラフィックデザイン, 印刷/製版, 広告デザイン, ネイルシール事業, タトゥーシール事業, セールスプロモーション。株式会社イングカワモトの資本金は、1000万円 です。 このページに掲載されている内容は、2023年01月30日に更新された情報です。 全国法人検索は現在α版です。掲載されているデータについて一切の保証をしておりませんので、予めご了承の上ご利用ください🙇 株式会社イングカワモトの企業情報 法人番号 1180001034094 企業名（法人名） 株式会社イングカワモト 読み方 イングカワモト 業種・業界 業務内容 郵便番号 〒460-0008 本社住所 愛知県名古屋市中区栄４丁目１７番１８号 アクセス方法をGoogleMapで見る 証券コード 未上場 社長/代表取締役 非表示中 ホームページ https://www.i***** 電話番号 052-241***** FAX番号 法人番号指定日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 最終登記更新日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 ※会社名・所在地・法人番号は 国税庁法人番号公表サイト の公表データです。電話番号・ホームページ・FAX番号は当サイトが独自に収集したもので、国税庁の公表項目ではありません。各項目の収集元・取得日は 電話番号 ・ ホームページ ・ FAX番号 の各ページでご確認いただけます。詳しくは データの出典について をご覧ください。 株式会社イングカワモトのインボイス番号 イン",株式会社イングカワモト,keep,Web制作 / WEB制作,,,,管理 / 支援 / サポート,https://houjin.goo.to/corporations/1180001034094,MEOハブ候補,https://ingk.jp/
東京都渋谷区渋谷１丁目８番地５号,"株式会社グレイド グレイド 幅広い事業を展開する総合コンサルティング会社で、特にマーケティングや営業支援に強みを持ち、太陽光発電事業や中小企業向けの事業再生支援も行っている。 コンサルティング・経営支援業界 東京都渋谷区渋谷１丁目８番地５号 更新日：2023年01月30日 業界分類 業績 評判 求人・採用 株式会社グレイドはどんな会社 株式会社グレイドの特徴は、総合コンサルティング会社として、マーケティングやセールスのコンサルティングを得意とし、飲食業やウェブ制作、広告代理、リユース事業においても幅広くサービスを提供。特に太陽光発電事業では、専門のコンサルタントが売上向上のためのサポートを行い、土地の仕入れや電力会社への申請代行など多岐にわたるサービスを展開しています。中小企業やベンチャー企業に対する事業展開や事業再生の支援も行い、完全成果報酬型のコンサルティングスタイルを採用。企業理念に基づき、お客様との信頼関係を大切にしながら、持続的な成長を目指して全力を尽くしています。 業種は、コンサルティング, マーケティング, 飲食業, ウェブ制作, 広告代理, コールセンター, リユース, 海外ビジネス, 補助金コンサルティング, 太陽光発電。株式会社グレイドの資本金は、1000万円 です。 このページに掲載されている内容は、2023年01月30日に更新された情報です。 全国法人検索は現在α版です。掲載されているデータについて一切の保証をしておりませんので、予めご了承の上ご利用ください🙇 株式会社グレイドの企業情報 法人番号 8020001102298 企業名（法人名） 株式会社グレイド 読み方 グレイド 業種・業界 業務内容 郵便番号 〒150-0002 本社住所 東京都渋谷区渋谷１丁目８番地５号 アクセス方法をGoogleMapで見る 証券コード 未上場 社長/代表取締役 非表示中 ホームページ https://glade***** 電話番号 03-5468***** FAX番号 法人番号指定日 2015年10月05日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 最終登記更新日 2020年05月13日 ※2015年10月5日より前に設立された場合、一律で 2015年10月05日 に指定されています。 ※会社名・所在地・法人番号は 国税庁法人番号公表サイト の公表データです。電話番号・ホームページ・FAX番号は当サイトが独自に収集したもので、国税庁の公表項目ではありません。各項目の収集元・取得日は 電話番号 ・ ホームページ ・ FAX番号 の各ページでご確認いただけます。詳しくは データの出典について をご覧ください。 株式会社グレイドのインボイス番号 インボイス番号 T8020001102298 適格",株式会社グレイド,keep,ウェブ制作,,,,代行 / 支援 / コンサルティング / サポート,https://houjin.goo.to/corporations/8020001102298,MEOハブ候補,https://glade.co.jp/
