address,business_description,company_name,decision,detail_url,hub_evidence,list_text,maps_url,phone,reason,recurring_evidence,source_url,status,url
,,,drop,page:0,,,,,list_error:HTTPError,,,,
,,,drop,page:1,,,,,list_error:HTTPError,,,,
,,,drop,page:2,,,,,list_error:HTTPError,,,,
,,,drop,page:3,,,,,list_error:HTTPError,,,,
,,,drop,page:4,,,,,list_error:HTTPError,,,,
,,,drop,page:5,,,,,list_error:HTTPError,,,,
,,,drop,page:6,,,,,list_error:HTTPError,,,,
,,,drop,page:7,,,,,list_error:HTTPError,,,,
,,,drop,page:8,,,,,list_error:HTTPError,,,,
,,,drop,page:9,,,,,list_error:HTTPError,,,,
,,,drop,page:10,,,,,list_error:HTTPError,,,,
愛知県名古屋市中区大須１丁目３４番１３号,,株式会社アックス,drop,https://houjin.goo.to/corporations/6180001069920,,株式会社アックス ホームページ制作、運営代行・更新・管理 サービス業界（その他） 愛知県名古屋市中区大須１丁目３４番１３号 更新日：2023年01月30日,,,existing_name,,,,
愛知県瀬戸市新郷町７５番地の２,,アイ・スリー・システム株式会社,drop,https://houjin.goo.to/corporations/6180001080316,,アイ・スリー・システム株式会社 アイスリーシステム 主にアプリ開発、ウェブサイト構築、システム開発を手掛けるIT企業で、スマートフォン向けアプリやデザイン重視のサイトを提供。お客様のニーズを重要視し、価値あるサービスを提供しています。 IT業界 愛知県瀬戸市新郷町７５番地の２ 更新日：2023年01月30日,,,existing_name,,,,
社愛知県一宮市・IT業界・資本金500万円 IT業界 愛知県一宮市花池３丁目２９番１号,,株式会社メディカルスカウト,drop,https://houjin.goo.to/corporations/7180001087145,,株式会社メディカルスカウト メディカルスカウト 本社愛知県一宮市・IT業界・資本金500万円 IT業界 愛知県一宮市花池３丁目２９番１号 更新日：2026年06月09日,,,existing_name,,,,
社愛知県名古屋市中区・コンサルティング・経営支援業界・資本金600万円 コンサルティング・経営支援業界 愛知県名古屋市中区丸の内２丁目１７番１３号ＮＫ丸の内ビル２階,,株式会社アイビジョン,drop,https://houjin.goo.to/corporations/7180001088762,,株式会社アイビジョン アイビジョン 本社愛知県名古屋市中区・コンサルティング・経営支援業界・資本金600万円 コンサルティング・経営支援業界 愛知県名古屋市中区丸の内２丁目１７番１３号ＮＫ丸の内ビル２階 更新日：2023年01月30日,,,existing_name,,,,
愛知県名古屋市中区栄５丁目２６−３６ＧＳ栄ＩＩビル７Ｆ,,株式会社トライアングル,drop,https://houjin.goo.to/corporations/7180001125796,,株式会社トライアングル 常に新しいことに挑戦し続ける企業で、Web制作やコンサルティングなど多岐にわたるサービスを提供し、最高のおもてなしを使命とする。 サービス業界（その他） 愛知県名古屋市中区栄５丁目２６−３６ＧＳ栄ＩＩビル７Ｆ 更新日：2026年08月21日,,,existing_name,,,,
愛知県名古屋市中区錦１丁目１７番１３号名興ビル３Ｆ,,有限会社キューブリック,drop,https://houjin.goo.to/corporations/6180002058410,,有限会社キューブリック シンプルでわかりやすいデザインを重視し、ホームページや印刷物の企画・制作・運用を行う。全国対応のサービスを提供。 サービス業界（その他） 愛知県名古屋市中区錦１丁目１７番１３号名興ビル３Ｆ 更新日：2023年01月30日,,,existing_name,,,,
愛知県名古屋市中区丸の内３丁目５番３３号名古屋有楽ビル７Ｆ,,有限会社マダインターナショナル,drop,https://houjin.goo.to/corporations/6190002004883,,有限会社マダインターナショナル マダインターナショナル 複数の事業部を持つ企業は、ECサイト運営のサポートやデザイン、広告戦略を通じて、顧客ニーズに応えるさまざまなサービスを提供しています。 広告業界 愛知県名古屋市中区丸の内３丁目５番３３号名古屋有楽ビル７Ｆ 更新日：2023年01月30日,,,existing_name,,,,
