company_name,url,address,phone,maps_url,status,source_url,business_description,hub_evidence,recurring_evidence
株式会社ジモティー,https://jmty.co.jp/,1410031 東京都品川区西五反田１丁目２番１０号,代表者名 代表取締役社長 加藤 貴博,,MEOハブ候補,https://db.grip.website/detail/3011001068337,最終更新日時： 2026/08/06 11:32 法人番号 3011001068337 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ジモティー ジモティー 株式会社ジモティー の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン インターネットサービスの企画、設計、開発、運営、販売、販売代理及び提供 インターネットを利用した各種情報提供サービス ,,
スターシーズ株式会社,https://starseeds.co.jp/,1050004 東京都,03-6721-5891,,MEOハブ候補,https://db.grip.website/detail/6010001072528,最終更新日時： 2026/04/28 21:36 法人番号 6010001072528 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 スターシーズ株式会社 スターシーズ スターシーズ株式会社 の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン スターシーズ株式会社は、1989年3月1日に設立され、東京都港区新橋に本社を置く上場企業である。AIサーバー・クラウドインフラの販売（GPUサーバーおよびトランシーバー関連商品）、アパレル事業（ファッションブランド運営）、蓄電・エネルギー事業（系統用蓄電所の土地・設備・電力接続権の取得・売却）の3事業を主軸に展開している。「革新性・誠実さ・持続可能性」を企業の中核価値に掲げ、AIインフラと再生可能エネルギーという成長分野への参入を積極的に推進している点が特徴である。 ,,
メディア総研株式会社,https://mediasouken.co.jp/,8100041 福岡県福岡市中央区大名２丁目８番１号,代表者名 田中 浩二,,MEOハブ候補,https://db.grip.website/detail/2290001005793,最終更新日時： 2026/04/11 11:21 法人番号 2290001005793 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 メディア総研株式会社 メディアソウケン メディア総研株式会社 の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン 就職関連事業の企画・運営・実施等 ,,
ＢＲＡＮＵ株式会社,https://branu.jp/,1060032 東京都,代表者名 名富 達哉,,MEOハブ候補,https://db.grip.website/detail/6010401083620,最終更新日時： 2026/07/04 10:07 法人番号 6010401083620 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 ＢＲＡＮＵ株式会社 ブラニュー ＢＲＡＮＵ株式会社 の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン デジタルソリューション事業 インテグレーション事業 トレーディングデスク事業 デジタルトランスフォーメーション事業 ,,
株式会社サウンドテクニカ,https://www.s-tech.co.jp/,2520804 神奈川県藤沢市湘南台７丁目１２番８号,代表者名 代表取締役 高橋 仲美,,MEOハブ候補,https://db.grip.website/detail/7021001000749,最終更新日時： 2026/08/24 17:11 法人番号 7021001000749 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社サウンドテクニカ サウンドテクニカ 株式会社サウンドテクニカ の制作実績・料金を 「ホームページ制作会社データベース」で見る → 機械・産業装置業界 Web・デジタルマーケティング業界 電機・電子・精密機器業界 機械・産業装置業界 / 工作機械・精密測定器 機械・産業装置業界 / 建設・鉱山・農業用機械 Web・デジタルマーケティング業界 / Webサイト制作・デザイン 電機・電子・精密機器業界 / 電子部品・デバイス・半導体素子 大手家電メーカー修理代行店、 認定店での家庭用電化製品の修理専業会社 【主な取引先】 ヤマダデンキ、ヨドバシカメラ、 ノジマ等の大手家電量販店 パナソニック、日立、シャープ、 富士通、東芝、三菱、SONY等の 大手家電メーカー(※略称・順不同) ,,
株式会社アイスタンダード,https://www.i-standard.jp:443/,1410031 東京都,代表者名 代表取締役 河崎 雄太,,MEOハブ候補,https://db.grip.website/detail/5020001099190,最終更新日時： 2026/08/24 17:15 法人番号 5020001099190 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社アイスタンダード アイスタンダード 株式会社アイスタンダード の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 人材業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン Web・デジタルマーケティング業界 / Webシステム開発・アプリ開発 人材業界 / 人材紹介 人材業界 / 人材派遣 人材業界 / 業務請負(アウトソーシング) ■IoT/WEB/ネイティブアプリの受託開発 ■フリーランス支援事業『アットエンジニア』運営 ,,
ニフティ株式会社,https://www.nifty.co.jp/,1080075 東京都港区港南２丁目１５番３号,代表者名 林 丈博,,MEOハブ候補,https://db.grip.website/detail/7011101079619,最終更新日時： 2026/08/24 17:16 法人番号 7011101079619 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 ニフティ株式会社 ニフティ ニフティ株式会社 の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 その他の業界 通信業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン Web・デジタルマーケティング業界 / Web広告運用・コンサル その他の業界 / その他 通信業界 / 移動体通信(キャリア) 通信業界 / ISP(プロバイダ) 通信業界 / データセンター 1.ISP事業 2.Webサービス事業 ,,
株式会社ラプラス・システム,https://www.lapsys.co.jp/,6128083 京都府京都市伏見区京町１丁目２４５番地,代表者名 代表取締役社長 堀井 雅行,,MEOハブ候補,https://db.grip.website/detail/5130001038914,最終更新日時： 2026/08/24 17:16 法人番号 5130001038914 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ラプラス・システム ラプラスシステム 株式会社ラプラス・システム の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 エネルギー業界 電機・電子・精密機器業界 廃棄物収集・運搬業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン Web・デジタルマーケティング業界 / Web広告運用・コンサル 電機・電子・精密機器業界 / 計測・分析・制御機器 科学技術系ソフトウェアの開発・販売 ,,
株式会社ヒガシトゥエンティワン,https://www.e-higashi.co.jp/,5400013 大阪府大阪市中央区内久宝寺町３丁目１番９号,代表者名 代表取締役 児島 一裕,,MEOハブ候補,https://db.grip.website/detail/5120001268479,最終更新日時： 2026/08/24 17:17 法人番号 5120001268479 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ヒガシトゥエンティワン ヒガシトゥエンティワン 株式会社ヒガシトゥエンティワン の制作実績・料金を 「ホームページ制作会社データベース」で見る → 運輸・物流業界 Web・デジタルマーケティング業界 金融業界 航空機・宇宙産業業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン Web・デジタルマーケティング業界 / Web広告運用・コンサル ・3PL事業 ・輸送事業 ・倉庫保管事業 ・ドキュメントサービス事業 ・物流加工事業 ・事業所移転引越事業 ・IT関連事業 ・ビル内デリバリー事業 ・介護福祉関連事業 ・駐車場運営事業 ・オフィス関連サービス事業 ・機密文書リサイクル事業 ・産業廃棄物管理事業 ,,
ＳＢモバイルサービス株式会社,https://ms-webcreative.com/,1050022 東京都港区海岸１丁目７番１号,代表者名 代表取締役 高洲 史弥,,MEOハブ候補,https://db.grip.website/detail/7010401110076,最終更新日時： 2026/04/11 11:21 法人番号 7010401110076 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 ＳＢモバイルサービス株式会社 エスビーモバイルサービス ＳＢモバイルサービス株式会社 の制作実績・料金を 「ホームページ制作会社データベース」で見る → Web・デジタルマーケティング業界 Web・デジタルマーケティング業界 / Webサイト制作・デザイン Web・デジタルマーケティング業界 / デジタルコンテンツ制作 通信・インターネット ,,
