address,business_description,company_name,decision,detail_url,hub_evidence,list_text,maps_url,phone,reason,recurring_evidence,source_url,status,url
大阪府大阪市東成区深江北１丁目１５番３２号,,株式会社大伸社,drop,https://houjin.goo.to/corporations/7120001012785,,株式会社大伸社 ダイシンシャ 知見に基づくインサイトの発見により、顧客体験デザインを提供する企業であり、Webサイトやアプリ、空間デザインでの多様なニーズに応えています。 製造業(パルプ・紙) コンサルティング・経営支援業界 大阪府大阪市東成区深江北１丁目１５番３２号 更新日：2025年09月30日,,,existing_name,,,,
大阪府大阪市西区新町１丁目４番２６号,,アリスタソリューション株式会社,drop,https://houjin.goo.to/corporations/1120001170770,,アリスタソリューション株式会社 アリスタソリューション 物流業務のDX・自動化推進を行い、効率型業務運営をサポート。3Dシミュレーションを駆使し、持続可能な物流基盤を構築するシステム開発会社です。 IT業界 大阪府大阪市西区新町１丁目４番２６号 更新日：2026年08月11日,,,existing_name,,,,
大阪府大阪市西区江戸堀１丁目２２番１７号,,リタワークス株式会社,drop,https://houjin.goo.to/corporations/1120001131112,,リタワークス株式会社 リタワークス 社会的インパクトを重視したサービスで病院・NPO向けに特化しており、WEBサイト制作やプロジェクト管理ツールを提供。ソーシャルビジネスに挑み、社会課題解決に貢献。 情報・通信業 サービス業界（その他） 大阪府大阪市西区江戸堀１丁目２２番１７号 更新日：2026年08月21日,,,existing_name,,,,
大阪府大阪市福島区福島６丁目２０番１０号,,大信印刷株式会社,drop,https://houjin.goo.to/corporations/2120001066514,,大信印刷株式会社 ダイシンインサツ 印刷業に60年以上の経験を持ち、幅広い印刷物を手掛ける企業。お客様の多様なニーズに迅速かつ丁寧に対応し、高品質なサービスを提供。 広告業界 大阪府大阪市福島区福島６丁目２０番１０号 更新日：2026年08月19日,,,existing_name,,,,
大阪府大阪市中央区南船場１丁目１８番１７号,,株式会社エスエヌシー,drop,https://houjin.goo.to/corporations/2120001075465,,株式会社エスエヌシー エスエヌシー IT技術を駆使し、リユースからWeb開発、ITマネージメントまで幅広いサービスを提供。顧客の資産効率化や業務改善を実現するパートナーを目指す。 情報・通信業 小売業界 大阪府大阪市中央区南船場１丁目１８番１７号 更新日：2025年11月04日,,,existing_name,,,,
大阪府大阪市北区・サービス業界（その他） サービス業界（その他） 大阪府大阪市北区菅原町１１番１０号,,株式会社リースエンタープライズ,drop,https://houjin.goo.to/corporations/2120001180686,,株式会社リースエンタープライズ 本社大阪府大阪市北区・サービス業界（その他） サービス業界（その他） 大阪府大阪市北区菅原町１１番１０号 更新日：2023年01月30日,,,existing_name,,,,
大阪府大阪市西成区・サービス業界（その他）・資本金100万円・従業員4名 サービス業界（その他） 大阪府大阪市西成区太子１丁目１−１８ワカバビル４階,,ハイ・パートナーズ株式会社,drop,https://houjin.goo.to/corporations/1120001140377,,ハイ・パートナーズ株式会社 ハイパートナーズ 本社大阪府大阪市西成区・サービス業界（その他）・資本金100万円・従業員4名 サービス業界（その他） 大阪府大阪市西成区太子１丁目１−１８ワカバビル４階 更新日：2023年01月30日,,,existing_name,,,,
大阪府大阪市中央区北浜２丁目６番１１号,,株式会社アンサー,drop,https://houjin.goo.to/corporations/8120001014244,,株式会社アンサー アンサー 提供するソリューションは、ニーズに基づくコンピューターシステムやWebアプリケーションの開発にフォーカスしており、ビジネスの成功をサポートします。 サービス業界（その他） 大阪府大阪市中央区北浜２丁目６番１１号 更新日：2026年04月07日,,,existing_name,,,,
"大阪府大阪市北区・製造業(パルプ・紙)・資本金9,100万円・従業員375名 製造業(パルプ・紙) 広告業界 大阪府大阪市北区梅田３丁目４番５号",,株式会社高速オフセット,drop,https://houjin.goo.to/corporations/9120001063629,,"株式会社高速オフセット コウソクオフセット 本社大阪府大阪市北区・製造業(パルプ・紙)・資本金9,100万円・従業員375名 製造業(パルプ・紙) 広告業界 大阪府大阪市北区梅田３丁目４番５号 更新日：2026年08月21日",,,existing_name,,,,
大阪府茨木市西駅前町１４番１９号,,株式会社サイバーインジェクション,drop,https://houjin.goo.to/corporations/1120901016569,,株式会社サイバーインジェクション サイバーインジェクション スマートフォンアクセサリーを中心に、プリントや卸事業を展開。オリジナルデザイン商品を自社開発し、迅速な対応で高品質なサービスを提供。顧客のニーズに応じた多彩な事業を手がけている。 サービス業界（その他） 大阪府茨木市西駅前町１４番１９号 更新日：2023年01月30日,,,existing_name,,,,
"大阪府大阪市北区・情報・通信業・資本金35,467万円・従業員516名 情報・通信業 IT業界 大阪府大阪市北区大深町３番１号",,株式会社アイル,drop,https://houjin.goo.to/corporations/2120001034108,,"株式会社アイル アイル 証券番号 3854 東証プライム 本社大阪府大阪市北区・情報・通信業・資本金35,467万円・従業員516名 情報・通信業 IT業界 大阪府大阪市北区大深町３番１号 更新日：2026年06月22日",,,existing_name,,,,
大阪府大阪市中央区常盤町１丁目２番１３号,,大興印刷株式会社,drop,https://houjin.goo.to/corporations/9120001017989,,大興印刷株式会社 ダイコウインサツ 印刷技術を駆使し、想いを伝える「コト」を提供する企業で、イベント出展を通じて新しい技術やサービスの紹介に努めています。 広告業界 大阪府大阪市中央区常盤町１丁目２番１３号 更新日：2023年01月30日,,,existing_name,,,,
大阪府大阪市北区堂山町３−３日本生命梅田ビル７Ｆ,,株式会社ディーエス,drop,https://houjin.goo.to/corporations/9120001195422,,株式会社ディーエス ディーエス さまざまなデジタルソリューションを通じて、新しい価値を創造する企業で、WEB制作やモバイルゲーム、コンサルティング業務を展開しています。 サービス業界（その他） 大阪府大阪市北区堂山町３−３日本生命梅田ビル７Ｆ 更新日：2023年01月30日,,,existing_name,,,,
大阪府東大阪市横沼町１丁目８番６号,,株式会社デジタルクリエーション,drop,https://houjin.goo.to/corporations/9122001032002,,株式会社デジタルクリエーション デジタルクリエーション 専門性の高いスタッフによる社内制作を通じて、高品質なホームページを提供。ニッチな技術や独自性のある案件にも対応し、幅広いCMSや最新技術を活用したサービスを展開。 サービス業界（その他） 大阪府東大阪市横沼町１丁目８番６号 更新日：2026年08月18日,,,existing_name,,,,
大阪府大阪市中央区船越町１丁目２番１号,,株式会社クリエイターズユニオン,drop,https://houjin.goo.to/corporations/1120001078551,,株式会社クリエイターズユニオン クリエイターズユニオン クリエイティブな活動を支援する企業で、クリエイターが自身の才能を活かし、アイデアを形にする環境を提供している。プロジェクトの企画や運営にも関与し、社会に新たな価値を生み出すことを目指す。 マスコミ・メディア業界 大阪府大阪市中央区船越町１丁目２番１号 更新日：2023年01月30日,,,existing_name,,,,
大阪府大阪市北区中崎西３丁目１番２号,,株式会社アプリス,drop,https://houjin.goo.to/corporations/1120001112005,,株式会社アプリス アプリス 多様な事業を展開し、広告や学内予備校、語学教育、飲食事業を通じて地域社会に貢献。顧客満足度向上を目指す企業。 サービス業界（その他） 大阪府大阪市北区中崎西３丁目１番２号 更新日：2023年01月30日,,,existing_name,,,,
