address,business_description,company_name,decision,maps_url,phone,reason,source_url,status,url
,エージェンシー事業（派遣・紹介） プロデュース事業（請負・アウトソーシング） ライツマネジメント事業（知的財産） 教育事業 所在地: 東京都品川区 所在地: 東京都中央区 所在地: 東京都文京区 所在地: 東京都千代田区 所在地: 東京都港区赤坂７丁目１番１号,株式会社クリーク・アンド・リバー社,drop,,,weak_provider_evidence,https://db.grip.website/detail/1010001101101,,http://www.cri.co.jp/
,東京都渋谷区に本社を置く、2000年設立（東証プライム上場）の独立系SaaS（クラウドサービス）のリーディングカンパニーです。「ITサービスで企業の成長を継続的に支援します」をミッションに掲げ、中小企業の生産性向上に直結するバックオフィス支援サービスを多角的に展開しています。主な事業内容は、国内累計導入社数No.1の経費精算システム「楽楽精算」をはじめ、電子請求書発行システム「楽楽明細」、メール共有・管理システム「メールディーラー」、販売管理システム「楽楽販売」など、「楽楽（らくらく）シリーズ」を中心としたクラウド事業、およびITエンジニアの派遣・開発支援事業です。最大の特徴は、現場の担当者が使いやすい直感的な操作性と、法改正（電子帳簿保存法やインボイス制度）への迅速な対応力にあります。創業以来、四半世紀にわたり増収を続ける高い成長性と安定した経営基盤を誇り、デジタル化が遅れがちなバックオフィス業務のDX（デジタルトランスフォーメーション）を強力に推進し、日本企業の競争力強化を支え続けるプロフェッショナル集団です。 所在地: 大阪府大阪市北区 所在地: 大阪府豊中市 所在地: 大阪府高槻市 所在地: 大阪府大阪市北区 所在地: 大阪府大阪市中央区,株式会社ラクス,drop,,,weak_provider_evidence,https://db.grip.website/detail/9120001097305,,https://www.rakus.co.jp
,クラウドサービス・データセンターサービスを中心とし、人事・給与・会計パッケージソリューションの展開とＢＰＯ（ビジネスプロセス・アウトソーシング）、およびＩＴコンサルティング・ＩＴシステム構築・ＩＴインフラ構築などのシステム構築業務全般 所在地: 東京都千代田区 所在地: 東京都中央区 所在地: 東京都新宿区 所在地: 東京都 所在地: 東京都千代田区,鈴与シンワート株式会社,drop,,,weak_provider_evidence,https://db.grip.website/detail/3010401014925,,http://www.shinwart.co.jp/
,人材紹介事業 所在地: 東京都中央区 所在地: 東京都港区 所在地: 東京都 所在地: 東京都千代田区 所在地: 東京都中央区,株式会社ジェイエイシーリクルートメント,drop,,,weak_provider_evidence,https://db.grip.website/detail/1010001019483,,https://corp.jac-recruitment.jp/
,システナは、モバイル通信、金融系システム開発、IT関連の各種商材の販売、システム運用サービス及びOAアシスタント・ヘルプデスク業務等を展開する総合SIベンダーです。 所在地: 東京都港区 所在地: 東京都千代田区 所在地: 東京都中央区 所在地: 東京都杉並区 所在地: 東京都渋谷区渋谷２丁目１５番１号,株式会社システナ,drop,,,weak_provider_evidence,https://db.grip.website/detail/6010401088867,,http://www.systena.co.jp/
,コンサルティング事業 所在地: 東京都港区 所在地: 東京都 所在地: 東京都大田区 所在地: 東京都中央区 所在地: 東京都八王子市,株式会社青山財産ネットワークス,drop,,,weak_provider_evidence,https://db.grip.website/detail/4010401087540,,https://www.azn.co.jp/
,【医療関連事業】 医療機関・調剤薬局における医事業務の受託、医療事務スタッフの派遣サービス、医事コンサルティング、医療事務講座の提供等。 【介護事業】 介護保険等、制度下における在宅系介護サービス、居住系介護サービス、障がい福祉サービス、介護職員養成講座、ヘルスケア商品等の提供。 【保育事業】 認可・認可外保育園、企業主導型保育園、事業所内保育所の運営等。 【ヘルスケア事業】 家事代行サービスの提供。 所在地: 東京都板橋区 所在地: 東京都港区 所在地: 東京都千代田区 所在地: 東京都豊島区 所在地: 東京都大田区,株式会社ニチイ学館,drop,,,weak_provider_evidence,https://db.grip.website/detail/3010001025868,,https://www.nichiigakkan.co.jp/
,,株式会社パン・パシフィック・インターナショナルホールディングス,drop,,,non_provider_company_type,https://db.grip.website/detail/7013201016303,,https://ppih.co.jp
,新規事業コンサルティング事業 海外進出コンサルティング事業 戦略コンサルティング事業 業務改革コンサルティング事業 ITコンサルティング事業 所在地: 東京都千代田区 所在地: 東京都渋谷区 所在地: 東京都 所在地: 東京都 所在地: 東京都中央区,株式会社ライズ・コンサルティング・グループ,drop,,,weak_provider_evidence,https://db.grip.website/detail/5010401156815,,http://www.rise-cg.co.jp/
1500011 東京都渋谷区東１丁目２番２０号,東京都渋谷区に本社を置く、1985年設立（創業1966年・東証プライム上場）のグローバルなITアウトソーシング・リーディングカンパニーです。「People & Technology」をグループの原点とし、企業のコスト削減と売上拡大をデジタル変革（DX）によって同時に支援しています。主な事業内容は、アジア最大級の規模を誇るコンタクトセンターサービスをはじめ、デジタルマーケティング支援、ECワンストップサービス、およびビジネス・プロセス・アウトソーシング（BPO）など多岐にわたります。最大の特徴は、世界30カ国以上に広がる拠点網と、独自のIT技術に専門性の高い「人」の力を融合させたオペレーショナル・エクセレンスにあります。SNSやチャット、AIを活用した最新のカスタマー・エクスペリエンス（CX）設計に強みを持ち、官公庁からグローバルブランドまで幅広いクライアントのビジネスプロセスを最適化。多様なデータの活用を通じて、複雑化する社会において新たな価値創造を支え続ける、包括的なBPO・DXソリューションプロバイダーです。 所在地: 東京都品川区 所在地: 東京都北区 所在地: 東京都文京区 所在地: 東京都港区 所在地: 東京都千代田区,トランス・コスモス株式会社,keep,,050-1751-7700,,https://db.grip.website/detail/3011001041302,MEOハブ候補,https://www.trans-cosmos.co.jp:443/
,インターネット総合ビジネス支援 所在地: 東京都千代田区 所在地: 東京都品川区 所在地: 東京都港区 所在地: 東京都中央区 所在地: 東京都国分寺市,株式会社セラク,drop,,,weak_provider_evidence,https://db.grip.website/detail/1011101032087,,https://www.seraku.co.jp/
,技術者派遣事業、設計開発請負事業 所在地: 大阪府大阪市中央区 所在地: 大阪府大阪市中央区 所在地: 大阪府大阪市西区 所在地: 大阪府大阪市北区 所在地: 大阪府大阪市北区,株式会社アルトナー,drop,,,weak_provider_evidence,https://db.grip.website/detail/6140001047590,,https://www.artner.co.jp/
,ソラストは、地域社会と一人ひとりの生活に 密着したサービスを提供しています。 １．医療関連受託サービス ◆業務委託・人材派遣 □医療療事務関連業務 受付業務、会計業務、診療報酬請求業務、外来・入院算定 入力業務、宿日直業務、諸法請求業務 □医事周辺業務 医師事務作業補助業務、クラーク業務、地域連携室業務、 看護補助業務 □疾病統計・病歴管理業務 診療情報管理業務、医事統計資料作成業務、コーディング業務 □物品・物流管理業務 物流関連コンサルティング、院内物流業務 ◆病院経営支援サービス □経営支援サービス 経営分析・診断、医事管理職派遣、各種講演会・研修、 レセプト精度調査　等 □地域連携サービス 医療・介護連携の支援と推進、地域の方への勉強会の運営 企画　等 □ＩＴ支援サービス 医療情報システムの活用支援、データやシステムを活かした 資料の提供や分析等 □診療情報管理サービス 診療情報管理士※1の環境づくりや能力開発、自社開発ソフト でのＤＰＣ請求等 ２．介護サービス ?http://solasto-kaigo.com/ 首都圏、関西圏、名古屋地区の3大都市圏で、「自立支援とトータルケア」の理念に基づき、ご利用者の個別性と接遇を重視したケアを行っています。在宅系サービスは、訪問介護、通所介護、居宅介護支援、短期入所等の複合サービス拠点を中心に地域に密着した サービスを展開しています。 ○訪問介護　　○通所介護　　○居宅介護支援　○ショートステイ ○福祉用具レンタル・販売　○小規模多機能型居宅介護 ○グループホーム　○介護付有料老人ホーム　○住宅型有料老人ホーム ○サービス付高齢者向け住宅  　○家事代行サービス ３．保育サービス ?http://solasto-hoiku.com/ 東京都内では認証保育所及び病後児保育施設、千葉県内で 認可保育所を運営しています。 ４．教育サービス ?http://solasto-learning.com/ ○講座・トレーニング 医療事務・医科、医療事務・歯科、調剤薬局事務、 DPC基礎、在宅医療・介護事務、医師事務作業補助、 ホスピタルコンシェルジュ?、 実務者研修、看護助手、介護職員初任者研修、介護事務、 福祉用具専門相談員、ヘルスケアカウンセリング初級 ○受験対策セミナー 診療報酬請求事務能力認定試験、受験対策セミナー、 介護福祉士国家試験受験対策セミナー 等 ○研修支援 医療事務関連業務、介護技術等の研修・トレーニング支援 ○出版 医療事務講座関連・介護関連テキストの制作・販売 所在地: 東京都港区 所在地: 東京都品川区 所在地: 東京都渋谷区 所在地: 東京都港区 所在地: 東京都港区,株式会社ソラスト,drop,,,weak_provider_evidence,https://db.grip.website/detail/3010001032864,,https://www.solasto.co.jp/index.html
,日総工産株式会社は、製造業を中心に、エンジニア派遣、製造派遣、人材紹介、製造請負などの人材サービスを提供しています。また、企業向けに研修受託、eラーニングツール、製造業AIソリューション、ITソリューション、BPO（労務管理支援・コンサルティング）なども展開しています。主要ターゲット顧客は、製造業の人材不足やDX推進に課題を持つ企業です。 所在地: 神奈川県平塚市 所在地: 神奈川県横浜市戸塚区 所在地: 神奈川県横浜市港北区 所在地: 神奈川県横浜市金沢区 所在地: 神奈川県伊勢原市,日総工産株式会社,drop,,,weak_provider_evidence,https://db.grip.website/detail/6020001030402,,https://www.nisso.co.jp/company/overview/
,"株式会社スポーツフィールドは、2010年1月に設立された東京都新宿区市谷本村町に本社を置く、アスリートと企業をつなぐ総合人材支援企業。体育会学生・アスリートを中心とした新卒就職支援イベントの企画・運営、人財紹介サービス、スポーツ業界専門の求人・転職サイト運営を主軸とする。採用コンサルティングも手がけ、スポーツで培った経験・精神力を持つ人材の活躍を企業と共に推進する。連結従業員数は335名（2025年12月末時点）、資本金は約9,374万円。厚生労働大臣許可の有料職業紹介事業者および労働者派遣事業者として認可を受けている。 所在地: 東京都中野区 所在地: 東京都港区 所在地: 東京都国分寺市 所在地: 東京都港区 所在地: 東京都八王子市",株式会社スポーツフィールド,drop,,,weak_provider_evidence,https://db.grip.website/detail/2011001063479,,https://www.sports-f.co.jp/company/overview/
