address,business_description,company_name,decision,hub_evidence,maps_url,phone,reason,recurring_evidence,source_url,status,store_evidence,url
,,株式会社ウェブおかやま,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%a6%e3%82%a7%e3%83%96%e3%81%8a%e3%81%8b%e3%82%84%e3%81%be/,,,
,,株式会社ズームコーポレーション,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%ba%e3%83%bc%e3%83%a0%e3%82%b3%e3%83%bc%e3%83%9d%e3%83%ac%e3%83%bc%e3%82%b7%e3%83%a7%e3%83%b3/,,,
,,株式会社クラビズ,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%af%e3%83%a9%e3%83%93%e3%82%ba/,,,
〒700-0975 岡山県岡山市北区今8-2-19 プラザ富士,CMやPV等の映像・広告等のグラフィック・ホームページやWEBシステムの企画・制作,株式会社357,keep,集客 / コンサルティング,,086-243-4054,,代行 / コンサルティング,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be357/,MEOハブ候補,クリニック / 不動産,https://www.sangonana.jp/
,,AEDI株式会社,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/aedi%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be/,,,
,,アイ・ラポール株式会社,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e3%82%a2%e3%82%a4%e3%83%bb%e3%83%a9%e3%83%9d%e3%83%bc%e3%83%ab%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be/,,,
,,C-designoffice,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/c-designoffice/,,,
,,株式会社Cherip,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%becherip/,,,
神奈川県横浜市都筑区,ホームページ制作全般。ウェブデザイン・XHTML+CSSコーディング。FLASHやJavascript、jqueryを使用した動きのあるコンテンツ制作。WordpressやNucleusなどのCMSシステム使用した動的なウェブサイト制作。EC-CUBE・カラーミーなどを使用したショッピングサイト制作。メールフォーム制作。スマートフォンサイト。携帯サイト制作。バナー制作、画像加工。また、ロゴデザイン、チラシデザイン・制作などの各種グラフィックなども可能。,EnhanceOffice,drop,集客,,090-4968-5050,not_legal_entity,,https://yuryoweb.com/company_info/enhanceoffice/,MEOハブ候補,飲食店 / レストラン / 病院,http://www.enhance-office.com/
,,株式会社クリックオン,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%af%e3%83%aa%e3%83%83%e3%82%af%e3%82%aa%e3%83%b3/,,,
〒231-0058 神奈川県横浜市中区弥生町2丁目15−1 スト-クタワ-大通り公園3 502C,プログラミング・システム開発 人工知能 IT化支援 プログラミング教室 ホームページ制作,株式会社 アーバイ,keep,集客 / コンサルティング,,045-308-8691,,コンサルティング,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be-%e3%82%a2%e3%83%bc%e3%83%90%e3%82%a4/,MEOハブ候補,飲食店 / レストラン / 美容室 / サロン / 学習塾 / 不動産,https://a-by.jp/
,,株式会社横浜デザイン,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e6%a8%aa%e6%b5%9c%e3%83%87%e3%82%b6%e3%82%a4%e3%83%b3/,,,
,,株式会社アーバン企画,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%a2%e3%83%bc%e3%83%90%e3%83%b3%e4%bc%81%e7%94%bb/,,,
〒905-0000 沖縄県名護市,ホームページ制作、ロゴデザイン、広告制作 沖縄県のおすすめ制作会社 名護市のホームページ制作会社 浦添市のホームページ制作会社 南城市のホームページ制作会社 沖縄県のホームページ制作会社 石垣市のホームページ制作会社 沖縄県の制作会社一覧 那覇市 宜野湾市 石垣市 浦添市 名護市 糸満市 沖縄市 豊見城市 うるま市 宮古島市 南城市 国頭郡 中頭郡 北谷町 島尻郡 西原町,オックスクリエイティブ,drop,集客,,090-6865-1988,not_legal_entity,,https://yuryoweb.com/company_info/%e3%82%aa%e3%83%83%e3%82%af%e3%82%b9%e3%82%af%e3%83%aa%e3%82%a8%e3%82%a4%e3%83%86%e3%82%a3%e3%83%96/,MEOハブ候補,飲食店 / レストラン / サロン / ホテル / 旅館 / 地域,https://oxx-cr.com/
,,株式会社カラハイ,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%ab%e3%83%a9%e3%83%8f%e3%82%a4/,,,
〒900-0003 沖縄県那覇市安謝1-7-23,Webサイトの企画・制作・運営 Webサイトのコンサルティング メディアの企画・制作・運営 Web広告マーケティングコンサルティング ブランドコンサルティング,ダーウィン,drop,集客 / コンサルティング,,098-862-3006,not_legal_entity,運用 / コンサルティング,https://yuryoweb.com/company_info/%e3%83%80%e3%83%bc%e3%82%a6%e3%82%a3%e3%83%b3/,MEOハブ候補,飲食店 / レストラン / ホテル / 旅館 / 不動産 / 地域,https://www.dar-win.jp/
〒635-0143 奈良県高市郡高取町車木215,プリンティング事業 プロモーション事業 システム開発事業 アーカイブ事業,岡村印刷工業株式会社,keep,Webマーケティング / webマーケティング / 集客 / コンサルティング / ブランディング,,0745-62-2701,,運用 / 代行 / コンサルティング,https://yuryoweb.com/company_info/%e5%b2%a1%e6%9d%91%e5%8d%b0%e5%88%b7%e5%b7%a5%e6%a5%ad%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be/,MEOハブ候補,,https://www.okamura-pic.co.jp/
,,株式会社ニューステラ,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%83%8b%e3%83%a5%e3%83%bc%e3%82%b9%e3%83%86%e3%83%a9/,,,
〒710-0803 岡山県倉敷市中島2355-156,ホームページ制作 / 映像制作 / WEBシステム開発 / 不動産紹介サイト運営,株式会社アイシステム,keep,集客 / SNS運用 / コンサルティング / ブランディング,,086-460-3310,,運用 / コンサルティング,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%a2%e3%82%a4%e3%82%b7%e3%82%b9%e3%83%86%e3%83%a0/,MEOハブ候補,飲食店 / レストラン / クリニック / 病院 / 不動産,https://www.isystem-gr.com/
,,株式会社クリエ・ココ,drop,,,,existing_name_listing,,https://yuryoweb.com/company_info/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e3%82%af%e3%83%aa%e3%82%a8%e3%83%bb%e3%82%b3%e3%82%b3/,,,
