company_name,url,contact_url,区分,検出ワード,source_url
アートム株式会社,https://www.artme.co.jp/,https://www.artme.co.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：スポーツ施設メディア・Web制作・スクール申込決済,https://fia.or.jp/support/s29893/
株式会社アイ・エス・アイソフトウェアー,https://www.isi-grp.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：スポーツジム向け総合会員管理システム,https://fia.or.jp/support/s11877/
株式会社アイサイト,https://www.i-site.co.jp/,https://www.i-site.co.jp/solutionbusiness/solution/inquiry/,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：運動施設向け会員管理・運動処方システム,https://fia.or.jp/support/s17002/
株式会社ASK,http://cs-ask.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：施設向け映像・ネットワーク設備支援,https://fia.or.jp/support/s20027/
株式会社WizWe,https://wizwe.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：会員継続・習慣化プラットフォーム,https://fia.or.jp/support/s23103/
株式会社Nwith,https://n-with.com/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：ジム向け管理栄養士食事管理サービス,https://fia.or.jp/support/s29324/
株式会社MJカンパニー,https://www.mj-company.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：施術機器・施設運営セミナー支援,https://fia.or.jp/support/s39511/
株式会社エースロジジャパン,https://harikaeou.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：フィットネス機器販売・設置・保守,https://fia.or.jp/support/s38765/
株式会社オーエルシージャパン,https://olcjapan.com/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：スポーツ施設建築・インテリア設計,https://fia.or.jp/support/s11893/
株式会社OptFit,https://optfit.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：AIジム運営DXシステム,https://fia.or.jp/support/s20055/
株式会社ガウラ,https://www.gaura.jp/,https://www.gaura.jp/,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：施設向け水素水サーバー導入支援,https://fia.or.jp/support/s16938/
株式会社クラブビジネスジャパン,https://www.fitnessclub.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：業界経営メディア・求人サービス,https://fia.or.jp/support/s11899/
株式会社グリスタ,https://idensil.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：施設向け遺伝子分析サービス,https://fia.or.jp/support/s38335/
株式会社啓文社,http://www.keibun-sha.com/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：施設販促物・印刷支援,https://fia.or.jp/support/s11900/
ゲルブ・ジャパン株式会社,https://ja.gerb.com/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：施設振動・防振コンサルティング,https://fia.or.jp/support/s40628/
株式会社Sapeet,https://sapeet.com/,https://sapeet.com/contact,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：AI姿勢分析・顧客カルテ・集客支援,https://fia.or.jp/support/s25827/
株式会社サラインテリアシステム,https://salainterior.com/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：施設ロッカー・インテリア設計,https://fia.or.jp/support/s11904/
株式会社シーディアイ,https://www.cdi.jpn.com/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：スポーツ体験機器・サイネージ支援,https://fia.or.jp/support/s38745/
株式会社ショウエイ,https://www.shoei-roka.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：プール・浴槽設備と省エネ支援,https://fia.or.jp/support/s18645/
株式会社ジムガレージ,https://www.gymgarage.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：ジム機器・開業・経営サポート,https://fia.or.jp/support/s21558/
株式会社ステージゴルフアカデミー,http://www.sga.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：スポーツスクール運営受託,https://fia.or.jp/support/s11916/
株式会社Sportip,https://www.sportip.jp/,https://www.sportip.jp/contact,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：AI姿勢・動作分析アプリ,https://fia.or.jp/support/s37838/
株式会社大幸,http://taiko-inc.co.jp/,http://taiko-inc.co.jp/,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：施設販促物・Web制作支援,https://fia.or.jp/support/s11919/
一般社団法人ダンス教育振興連盟JDAC,https://www.jdac.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：ダンス指導研修・スクールFC・人材派遣,https://fia.or.jp/support/s20822/
鶴亀温水器工業株式会社,http://www.tsuru-kame.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：プール・浴場ろ過設備,https://fia.or.jp/support/s11921/
株式会社Tailor App,https://www.tailorapp.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：デジタルマーケティング・広告支援,https://fia.or.jp/support/s38802/
株式会社DEECH,https://deech.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：商圏分析・Web広告・エリア集客支援,https://fia.or.jp/support/s20823/
有限会社東洋電子システム,https://www.tdsystem.co.jp/,https://www.tdsystem.co.jp/,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：スポーツ施設設備時計保守,https://fia.or.jp/support/s11926/
株式会社トラストワン,https://trust-one.biz/,https://trust-one.biz/contact,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：タンニング設備販売・保守,https://fia.or.jp/support/s11931/
株式会社ニッコン,http://www.nicconpool.com/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：プール・温浴施設企画設計施工,https://fia.or.jp/support/s11934/
特定非営利活動法人日本トレーニング指導者協会,https://jati.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：トレーニング指導者資格・教育,https://fia.or.jp/support/s11935/
株式会社ネスティ,https://www.nesty-g.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：会員管理・Web業務システム開発,https://fia.or.jp/support/s11936/
株式会社博栄開発,https://hakueikaihatsu.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：クラブ店舗開発・内装・経営支援,https://fia.or.jp/support/s11938/
株式会社ハヤブサ技研,https://hayabusa-g.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：施設向け脱水機・計測機器,https://fia.or.jp/support/s11939/
ヒサモト産業株式会社,http://www.hisamotosangyo.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：プール設備・運動用具販売保守,https://fia.or.jp/support/s11940/
有限会社ヒロテック,https://www.hirotec.biz/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：ジム床材・マシン販売・修理,https://fia.or.jp/support/s19169/
株式会社FitX,https://fitx.co.jp/,,S｜業界特化Web制作・店舗支援ハブ,フィットネス業界特化支援：トレーナー教育・施設シェアリング基盤,https://fia.or.jp/support/s37994/
