company_name,url,address,phone,maps_url,contact_url
SO MEDICAL DESIGN合同会社,https://somedical.co.jp/,,,,https://somedical.co.jp/consultation/
株式会社仙拓,https://sen-taku.co.jp/,,0562-57-1118,,
株式会社エルゴゲイン,https://www.houkanweb.com/,,090-5575-0467,,
合同会社wevet,https://web.wevet.co.jp/,,,,
株式会社リバティーフェローシップ,https://tahlab.net/,,,,
株式会社QOLサービス,https://nukumorink.com/,,084-948-0439,,
株式会社CARESPACE,https://www.caresite.jp/,,,,
株式会社ウイッツジャパン,https://www.fukushi-pr.com/,,,,
株式会社メックコミュニケーションズ,https://kaigosite.com/,,,,
株式会社メディケアネット,https://mc-net.jp/,,,,
株式会社ブレイブメディカ,https://website.yous.co.jp/,,,,
