company_name,url,contact_url,区分,検出ワード,source_url
株式会社10X,https://10x.co.jp/,https://10x.co.jp/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：10Xは小売業のDXを支えるプラットフォーム「Stailer」を提供している。ネットスーパーやAI発注、AIプライシングなどスーパーの経営課題に直結するプロダクト群を展開している ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24892/
ClipLine株式会社,https://service.clipline.com/,https://service.clipline.com/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：店舗間の「バラつき」や人手不足という課題について、「ABILI」は、動画教育による実行支援に加え、スキル評価やランクアップ管理までをワンストップで提供。さらに経営データ分析と顧客の声を統合し、納得感のある評価と効率的なマネジメントを実現。人,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24536/
GROWIT株式会社,https://www.growit.jp/,https://www.growit.jp/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：カスタマイズ可能なBOSTEC製券売機、卓上型blayn製券売機を提案・展示。また小売業に特化したMDシステム「Unicage Retail」は、大量データの高速処理が可能。また、連携するiPadPOSレジは、レンタルにて必要機材を揃えるこ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25159/
株式会社J＆J,https://j-taxfree.jp:443/,https://j-taxfree.jp:443/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：「J-TaxFreeシステム」は免税手続きを端末1台で完結し、2026年11月の免税制度改正にも一気通貫対応するシステムである。「Beaver Delivery」は購入品を国外へ迅速配送し、訪日客の手ぶら観光を実現する。両サービスとも店舗業,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24936/
Lazuli株式会社,https://lazuli.ninja/,https://lazuli.ninja/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：Lazuliは、生成AIを活用した商品データ基盤「Lazuli PDP」を提供する。PDFや画像、バラバラな形式のExcelなど「非構造化データ」の自動構造化を実現する。高度なAIが商品情報を瞬時に解析・名寄せし、特徴タグを付与することで、,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25835/
株式会社エムジェイワイコンサルタント,https://mjy-consult.com/,https://mjy-consult.com/guide,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：駅ビル・ショッピングモールなど商業施設に特化した、店舗出店・リーシングのリーディングカンパニーが手がけるビッグデータを活用した出店サポート ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25083/
Recustomer株式会社,https://recustomer.me/,https://recustomer.me/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：ECプラットフォームの返品・交換・注文キャンセル対応をシステム化することで、顧客体験の向上と業務効率化を実現する購入体験プラットフォーム”Recustomer ”についてデモや導入事例をご紹介 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25551/
株式会社SJC,https://www.sjc-sendai.co.jp/,https://www.sjc-sendai.co.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：・「iSYS」は様々な業態に対応可能な小売店様向けの基幹システム AIを活用した自動発注の取り組みもご紹介。 ・「NEXT」は食品製造業様向けの販売管理システム EDI連携実績も多くあり、製造原価管理機能や需要予測機能もご提供可能。 ,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/24320/
株式会社TIプランニング,https://paymentnavi.com/,https://paymentnavi.com/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：当社ではカード情報ポータルサイト「payment navi(ペイメントナビ)」を運営している。本展示会では、冊子「決済・金融・流通サービスの強化書2026」(新刊)を配布する。また、プレミアム情報「Paymentnavi Pro2024」、,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25008/
ベスカ株式会社,https://www.vesca.co.jp/,https://www.vesca.co.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：マルチ決済プラットフォーム「Ark」とマーケティングプラットフォーム「Seeds」を提供するVesca。米国Verifoneの新Android決済端末を展示するとともに、生体認証などAndroid OS搭載の決済端末で実現できる先進技術を公,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25066/
