company_name,url,contact_url,区分,検出ワード,source_url
Paintnote株式会社,https://saposuke.jp/,https://saposuke.jp/contact,A｜清掃・設備・店舗運営支援,ビルメンフェア：サポスケは、現場仕事向けのスケジュール管理クラウドです。Excelやホワイトボードなどで行なっている現場とスタッフのスケジュール管理・共有を、シンプルな操作で大きく効率化。ビルメンテナンス、清掃、専門工事、警備、訪問看護・介護など多くの業種,https://www.bmfairtokyo.net/exhibitors/
アシオット株式会社,https://asmart.ai/,https://asmart.ai/request/,A｜清掃・設備・店舗運営支援,ビルメンフェア：A Smart（エースマート）は、メーター検針および点検業務の無人化で最大90％の業務負荷を削減する、スマートメーターに替わる選択肢です。 ・ 電気、ガス、水道といったあらゆるメーカーのメーターに ・ 検針および点検から請求書自動作成までを,https://www.bmfairtokyo.net/exhibitors/
インテックスソリューション株式会社,https://intexsolution.jp/,https://intexsolution.jp/asking/,A｜清掃・設備・店舗運営支援,ビルメンフェア：「清潔は人と社会、そして未来を豊かにする」を理念に、ビルメンテナンス現場の課題解決に取り組むインテックスソリューション株式会社です。 今回の展示会では、3つの新製品・新サービスをご紹介します。「TIONEX」は、チタン膜コーティングにより清,https://www.bmfairtokyo.net/exhibitors/
シーバイエス株式会社,https://cxs.co.jp/,https://cxs.co.jp/contact/,A｜清掃・設備・店舗運営支援,ビルメンフェア：“私たちの仕事は、地球上のすべての人に向けられています。 赤ちゃんからお年寄りまで、人の大切な日常空間を、きれい・安全・安心に保つことが仕事です。 決して表に出ることはありませんが、私たちはその仕事に誇りを感じています。 人が暮らす場に潤い,https://www.bmfairtokyo.net/exhibitors/
ミッケル化学株式会社,https://miccheal.co.jp/,https://miccheal.co.jp/contact,A｜清掃・設備・店舗運営支援,ビルメンフェア：人と環境にやさしい製品で、日常作業から定期管理まで、作業される方の視点に立ち負担軽減や省力化・効率化を実現する製品をご提案いたします。,https://www.bmfairtokyo.net/exhibitors/
株式会社湖南商会,https://konan-shokai.co.jp/,https://konan-shokai.co.jp/inquiry.html,A｜清掃・設備・店舗運営支援,ビルメンフェア：あったらイイなを形に。現場に合わせたオリジナル什器のご提案いたします。ロッカー・書庫はもちろんキーボックスなど様々な商品を多数ご用意いたしております。また、リニューアル商品、粉末洗剤『ZEROコンパクト』を始め湖南商会オリジナル商品も多数ご,https://www.bmfairtokyo.net/exhibitors/
株式会社つやげん,https://www.tsuyagen.co.jp/,https://www.tsuyagen.co.jp/contact.html,A｜清掃・設備・店舗運営支援,ビルメンフェア：新製品の帯電防止剤配合樹脂ワックス「NEWサテライトNEO」18L、壁掛けエアコンに大変お薦めの洗浄剤「アルミフィンクリーナーマイルド」20㎏/4㎏×4本、新たに取り扱いを開始したタオルペーパー、DOTダスタークロス等の低価格紙製品、その他,https://www.bmfairtokyo.net/exhibitors/
株式会社アイデム,https://www.aidem.co.jp/,https://www.aidem.co.jp/contact/index.html,A｜清掃・設備・店舗運営支援,"ビルメンフェア：ビルメンテナンス業界の取引実績全国5,809社！慢性的な人手不足や現場人材の高齢化、有資格者・経験者の採用難といった業界特有の課題に向き合ってきたのが株式会社アイデムです。採用ホームページや企業ホームページの構築・運用、採用管理システム、求",https://www.bmfairtokyo.net/exhibitors/
株式会社アムテック,https://www.ameni-tec.co.jp/,https://www.ameni-tec.co.jp/inquiry/,A｜清掃・設備・店舗運営支援,ビルメンフェア：今使っている洗剤、正しく使用出来ていますか？どれだけ性能の高い洗剤でも、希釈や取り扱いにばらつきがあれば、本来の品質は発揮されません。現場ごとの運用差、作業者ごとの習熟差、補充や管理の負担。こうした“見えにくい課題”が、洗浄品質の不安定さや,https://www.bmfairtokyo.net/exhibitors/
株式会社エイコー,https://www.eicoh.com/,https://www.eicoh.com/contact,A｜清掃・設備・店舗運営支援,ビルメンフェア：エイコーブースでは、皆様のオフィスや現場における業務効率化・経費削減に役立つ、以下の５つの製品・サービスをご紹介いたします。 ・法人向け生成AIエージェント「ナレナビ」 ※安心して使えるセキュリティ対策と手厚いサポート ・セキュリティ対策評,https://www.bmfairtokyo.net/exhibitors/
