_row,company_name,url,contact_url,message,status,error_reason
151,株式会社フィールビー,https://www.bravo-web.com/,https://bravo-web.com/contact,,,
152,スパイスファクトリー株式会社,http://spice-factory.co.jp/,https://spice-factory.co.jp/contact/,,,
153,株式会社 X SIGHT,https://xsight.co.jp/,https://xsight.co.jp/contact/,,,
154,株式会社グットアップ,https://good-up.co.jp/works/,https://good-up.co.jp/page-3356/,,,
155,株式会社スタジオカレン,https://www.studiokaren.co.jp,https://www.studiokaren.co.jp/contact/,,,
156,kokuu株式会社,https://kokuu.co.jp/,https://kokuu.co.jp/contact/,,,
157,株式会社メタフェイズ,https://www.metaphase.co.jp/,https://www.metaphase.co.jp/information/,,,
158,株式会社ShareDan,https://www.sharedan.co.jp/works/web-site,https://www.sharedan.co.jp/contact/,,,
159,株式会社アイ・エス・シー,http://www.isc-tokyo.co.jp/,http://www.isc-tokyo.co.jp/contact/index.html,,,
160,Create4合同会社,https://create4.pro,https://create4.pro/contact/,,,
161,株式会社クリード,https://cread.biz/works/,https://cread.biz/contact/,,,
162,株式会社 フーラ クリエイティブ ジャパン,https://fori.io/KIRIFUDA,https://foriio.channel.io/support-bots/53311,,,
163,プライムナンバーズ株式会社,https://primenumbers.co.jp/casestudy/,https://primenumbers.co.jp/contact/,,,
164,有限会社Bit Beans,https://bitbeans.com/works/,https://bitbeans.com/whats/faq/,,,
165,株式会社Lead,https://ad-lead.jp/category/outcome/,https://ad-lead.jp/category/news/youtube/,,,
166,スパイクリオ合同会社,https://espicurio.com/,https://espicurio.com/aichat/,,,
167,株式会社クロスデザインカンパニー,http://crossdesign-company.co.jp/,http://crossdesign-company.co.jp/#contact,,,
168,株式会社DILLACT,https://dillact.com/works/,https://dillact.com/contact/,,,
169,株式会社TSTL,https://tstl.jp/,https://tstl.jp/#contact,,,
170,有限会社メルシー,https://merci-design.co.jp/portfolio/,https://merci-design.co.jp/inquiry/,,,
171,株式会社リーフラット,https://re-flat.jp/works/,https://re-flat.jp/contact/,,,
172,株式会社オルトデザインオフィス｜Alt design office,https://www.alt-design.tech,https://www.alt-design.tech#contact,,,
173,株式会社beard,http://beard-works.com/,https://beard-works.com/contact/,,,
174,crage株式会社(クラゲ),https://crage.co.jp/works/,https://crage.co.jp/contact_document/,,,
175,株式会社アイ・エス・アイ,https://www.e-isi.com/,https://www.e-isi.com/contact/,,,
176,株式会社アドバンスワークス,http://advns.co.jp/,https://advns.co.jp/contact/,,,
177,PJ-T&C合同会社,https://pj-tc.com/category/voice/,https://pj-tc.com/contactform/,,,
178,株式会社アルクコト,https://arukukoto.co.jp/,https://conan.live/web-trouble/,,,
179,株式会社光洋通信,https://www.koyo-ad.jp/,https://www.koyo-ad.jp/contact/,,,
180,クラウドサーカス株式会社,https://bluemonkey.jp/,https://bluemonkey.jp/needs/cv/,,,
181,株式会社トライクアル,https://tri-equal.com/,https://tri-equal.com/contact,,,
182,アイ・ドリームフューチャー株式会社,https://i-df.jp/hp/,https://i-df.jp/hp/#form,,,
183,有限会社グラム・デザイン,https://www.gram.co.jp/works/,https://www.gram.co.jp/information.html,,,
184,株式会社ＳＴＳ,https://sts-grp.co.jp/?cat=2,https://sts-grp.co.jp/?page_id=30,,,
185,株式会社Ruska,https://ruska.co.jp/,https://ruska.co.jp/information,,,
186,株式会社Maliddy,https://maliddy.com/,https://maliddy.com/contact,,,
187,株式会社エーウイング,https://www.a-wing.biz/works/,https://www.a-wing.biz/contact/,,,
188,株式会社Elenish,https://elenish.jp/works,https://elenish.jp/contact,,,
189,株式会社URFEET,https://ur-feet.com/,https://ur-feet.com/contact_form,,,
190,株式会社ケイツー・インタラクティブ,https://www.k2-interactive.co.jp/guide/performance.php,https://www.k2-interactive.co.jp/guide/performance.php,,,
191,Duo Partner Design（デュオパートナーデザイン）合同会社,https://dpd.co.jp/category/work/,https://dpd.co.jp/free/,,,
192,株式会社ディー・スタイルクリエイト,http://dstyle-design.com/open-jisseki/,https://dstyle-design.com/contact/,,,
193,株式会社ナップ,https://knap.jp/works/,https://knap.jp/contact/,,,
194,リンクタイズデジタル株式会社,https://linkties-digital.com/works/,https://linkties-digital.com/contact,,,
195,株式会社ucai（ゆかい）,https://ucai.co.jp/,https://ucai.co.jp/contact,,,
196,株式会社P.I.T.S,https://www.p-its.com/case/,https://www.p-its.com/contact/,,,
197,エファタ株式会社,https://www.effata.jp/,https://www.effata.co.jp/contact,,,
198,"シカタ株式会社 | CICATA, Inc.",https://cicata.jp/,https://cicata.jp/#mail,,,
199,株式会社デジタルドロップ,https://www.digitaldrop.co.jp/portfolio-category/web-creation/,https://www.digitaldrop.co.jp/contact,,,
200,株式会社リグロス,https://reglos.net/,https://reglos.net/contact/,,,
