company_name,url,contact_url,message,status,error_reason
株式会社プロフェッサ,https://www.pro-s.co.jp/,https://www.pro-s.co.jp/contactp/,,,
株式会社SAL,https://www.sal.ne.jp/works/#production,https://www.sal.ne.jp/contact/,,,
有限会社フードページ,https://food-page.com/?page_id=7903,https://food-page.com/contact-recruitment/,,,
有限会社玉屋,https://www.hamamatu.co.jp/,https://www.hamamatu.co.jp/contact,,,
株式会社ITVちば,https://itv-chiba.com/website/,https://itv-chiba.com/contact/,,,
株式会社ヒカリノアトリエ,https://jr-youth-navi.com/football-website-design/,https://jr-youth-navi.com/football-website-design/#contact,,,
株式会社スクラップデザイン,https://scrap-design.co.jp/,https://scrap-design.co.jp/contact/,,,
株式会社エス・ピー・シー,https://www.kk-spc.co.jp/,https://www.kk-spc.co.jp/inquiry,,,
有限会社エムジーエム,https://www.mgm-design.jp/web-works,https://www.mgm-design.jp/contact/,,,
ルカデザイン合同会社,https://lucadesign.jp/,https://docs.google.com/forms/d/e/1FAIpQLScrKvznsw4834W5x1TT1O_HzpAmJ5QyHNnQCVvJRDgN23JcmQ/viewform,,,
Resta株式会社,https://resta-r.com,https://resta-r.com/form,,,
穂の国エンジニアリング株式会社,https://honokuni-design.com/,https://honokuni-design.com/contact/,,,
株式会社エーピーアイ,https://api-print.com/,https://api-print.com/contact/,,,
株式会社Regalonico,https://regalonico.com/,https://regalonico.com/contact,,,
株式会社富士,https://kabufuji.com/,https://kabufuji.com/contact/,,,
株式会社のびのび色,https://nbnb.jp/,https://nbnb.jp/contact/,,,
UiD合同会社,http://www.uid.co.jp/,http://www.uid.co.jp/#front-contact,,,
株式会社ゼンリン東海,https://zenrin-tokai.co.jp/,https://zenrin-tokai.co.jp/contact/,,,
株式会社LEAPH（リーフ）,https://leaph.co.jp/,https://leaph.co.jp/contact,,,
株式会社カボス,https://kabosu.net,https://kabosu.net/contact/,,,
株式会社オフィスグルー,http://www.gluee.jp/,https://www.gluee.jp/contact,,,
株式会社アドテクニカ,https://www.adtechnica.co.jp/,https://www.adtechnica.co.jp/contact/,,,
株式会社リバティー,https://liberty-system.co.jp/,https://liberty-system.co.jp/contact/,,,
株式会社アドウィル,http://www.adwill.co.jp/,http://www.adwill.co.jp/inquiry/,,,
株式会社エムデザイン,https://www.emdesign.jp/,https://www.emdesign.jp/contact/,,,
株式会社ハートカンパニー,https://heartco.co.jp/,https://heartco.co.jp/contact/,,,
合同会社TEAM GLOBE,https://team-globe.com/,https://team-globe.com/contact/,,,
株式会社キノスラ,https://www.cnsr.jp/,https://www.cnsr.jp/contact/,,,
株式会社YOrisoU,https://yorisou.co.jp/,https://yorisou.co.jp/#front_contact,,,
エリアネット株式会社,https://areanet.ne.jp/,https://areanet.ne.jp/contact/,,,
ワンジーテクノロジーズ株式会社,http://www.wangji.jp/,https://www.wangji.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,,,
有限会社システムエイド,https://ejan.tv/,https://ejan.tv/contact/,,,
株式会社アドシップ,https://adcip.com/,https://adcip.com/contact/,,,
アルテバレーノ株式会社,https://artebaleno.co.jp/,https://artebaleno.co.jp/contact/,,,
株式会社INFOSTAR,https://infostar.jp/,https://infostar.jp/contact,,,
有限会社アド・ネット,https://www.adnet.co.jp/,https://www.adnet.co.jp/contact.php,,,
リセラ株式会社,https://riselor.jp/,https://riselor.jp/inquiry/index.html,,,
有限会社アルメニ,https://www.rmany.co.jp/,https://www.rmany.co.jp/contact/,,,
株式会社データサービスセンター,https://www.dataeast.co.jp/,https://www.dataeast.co.jp/contact_us/contact_us.html,,,
株式会社共立アイコム,https://www.kpnet.co.jp/,https://www.kpnet.co.jp/contact/,,,
株式会社クロスデバイス,http://www.crossdevice.co.jp/index.html,http://www.crossdevice.co.jp/contact/,,,
株式会社インフォスター,https://infostar.jp,https://infostar.jp/contact,,,
システムブレイン株式会社　WEB事業部,http://sysb-web.jp/,http://sysb-web.jp/inquiry/,,,
株式会社ハイズスタジオ,https://hy-z.com/,https://hy-z.com/contact,,,
株式会社つなぎて,http://tsunagite.co.jp/,https://tsunagite.co.jp/contact/,,,
株式会社建設システム（KENTEM）,https://tsunaguweb.kentem.jp/,https://tsunaguweb.kentem.jp/contact.html,,,
モアフィールド株式会社,https://more-field.co.jp/,https://more-field.co.jp/contact/,,,
株式会社インスピレーション,https://insp.cc/,https://insp.cc/contact/,,,
有限会社メルシー,https://merci-design.co.jp/,https://merci-design.co.jp/inquiry/,,,
株式会社anytools,https://www.anytools.app/,https://www.anytools.app/contact,,,
