company_name,url,contact_url,message,status,error_reason
冨士オフセット印刷株式会社,https://www.fuji-offset.co.jp/,https://www.fuji-offset.co.jp/contact,,,
合同会社むすび,https://llc-musubi.com/,https://test/,,,
合同会社NEXT,https://onizawa-ryuhei.com/,https://onizawa-ryuhei.com/comtact/,,,
株式会社ITS,https://its-mito.com/,https://forms.gle/6Youk8YNoNby3nJx6,,,
株式会社常創,http://joso.cc/,https://ssl40.heteml.jp/joso/inquiry/index.html,,,
株式会社ディーカム,https://dcome.co.jp/,https://dcome.co.jp/inquiry/,,,
合同会社リード,https://web-kuruma.com/,https://web-kuruma.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b,,,
株式会社オンズ,https://on-ze.com/,https://on-ze.com/contact,,,
サイエンスウェブ株式会社,https://www.science-web.co.jp/,https://www.science-web.co.jp/inquiry.html,,,
ティ・エス・ネットワークス株式会社,http://www.tsn.co.jp/web/,http://www.tsn.co.jp/web/contact/,,,
株式会社アクセスクリエイト,https://www.access-create.co.jp/jp_tokushima.html,https://access-create.co.jp/contact/,,,
株式会社メディアクロス水戸,https://www.mx310.jp/,https://www.mx310.jp/contents/form.html,,,
有限会社エム・プラネット,http://www.m-planet.co.jp/,http://www.m-planet.co.jp/contact/index.html,,,
株式会社　茨城電通,https://www.ibarakidentsu.co.jp/,https://www.ibarakidentsu.co.jp/contact/,,,
株式会社パワーコンピュータ,https://www.pwcom.co.jp/,https://www.pwcom.co.jp/contact/index.html,,,
エム・プラネット有限会社,https://www.mp-webdesign.com/,https://www.mp-webdesign.com/mailform/postmail.html,,,
株式会社SELECT-ONE,https://select-tokai.com/,https://select-tokai.com/contact,,,
有限会社伽藍堂,https://www.garan.ne.jp/,https://www.garan.ne.jp/#cta,,,
株式会社スキル・バンク,https://skillbank.co.jp/,https://skillbank.co.jp/entry/,,,
株式会社 JaMtek（ジャムテック）,https://www.jamtek.jp/index.html,https://www.jamtek.jp/contact.html,,,
株式会社フォーエバーシステム,https://forever-system.com/,https://forever-system.com/contact-form,,,
株式会社コームラ,https://www.kohmura.co.jp/,https://www.kohmura.co.jp/contact/,,,
株式会社アクトビューロー,http://www.actbureau.co.jp/,https://www.actbureau.co.jp/contact/,,,
株式会社リーピー,https://leapy.jp/,https://leapy.jp/contact,,,
株式会社GROW,https://grow4happy.com/,https://grow4happy.com/contact,,,
WebHERO合同会社,https://web-hero-japan.com/,https://web-hero-japan.com/contact/,,,
RunLand株式会社,https://web.runland.co.jp/,https://web.runland.co.jp/contact/,,,
クリップ株式会社,https://doclip.net/,https://doclip.net/contact,,,
株式会社HubOne（ハブワン）,https://www.hubone.co.jp/,https://cta-service-cms2.hubspot.com/web-interactives/public/v1/track/click?encryptedPayload=AVxigLJlaDNBcKEj1Q8PIfIMBsTslMAP6vIwo5SubWMSzKLtOr5sHwcdIP928bfOJ4bQ08o9Hd2Ee8Ox1zR6MY%2BPK89aX4bLdnBpEfOzfpCw0MdfvKUQvGfuw5Xd1hyKUKTilpPfPljzk4A0nNw8kfOOoC1vpTltmYwvLSYdoCkFVANF2OA%3D&portalId=43901071,,,
株式会社Blook,https://www.blook.co.jp/,https://blook.co.jp/contact/,,,
株式会社エフライド.,https://f-ryde.com/,https://f-ryde.com?password-protected=login&redirect_to=https%3A%2F%2Ff-ryde.com%2Fcontact,,,
株式会社キャディッシュ,http://www.cadish.co.jp/,https://works.cadish.co.jp/contact/,,,
株式会社ちらし屋ドットコム,https://www.chirashiya.com/,https://www.chirashiya.com/contact,,,
株式会社ラボーナ,https://rabona.jp/,https://rabona.jp/contact/,,,
株式会社LinkStory,https://linkstory.co.jp/,https://linkstory.co.jp/contact,,,
株式会社ピアチェーレ,https://minmika.com/,https://minmika.com/contact,,,
Man to Man Animo株式会社,http://www.animo-web.jp/,https://www.animo-web.jp/contact/,,,
株式会社 Blook（ブルック）,https://blook.co.jp/,https://blook.co.jp/contact/,,,
株式会社NEXT岐阜,https://next-gifu.jp/,https://next-gifu.jp/contact,,,
株式会社タクミコーポレーション,https://web-zero.jp/,https://web-zero.jp/contact.html,,,
株式会社ダイキュー,http://www.daiq-pri.co.jp/,https://daiq-pri.co.jp/contact/,,,
株式会社SMC-POWER,https://smc-power.jp/,https://smc-power.jp/contact,,,
株式会社 FLAG,http://flag-design.co.jp/,https://flag-design.co.jp/contact/,,,
日本印刷株式会社,https://www.n-print.co.jp/,https://www.n-print.co.jp/inquiry/,,,
株式会社アクリアクト,https://acreact.jp/,https://acreact.jp/inquiry/,,,
株式会社インデックス,http://www.index-media.jp/,http://www.index-media.jp/#contact,,,
有限会社シースリー,http://www.c-3.jp/,https://www.c-3.jp/contact,,,
アフロシステム株式会社,http://afrosystem.com/,http://afrosystem.com/contact.html,,,
株式会社トランジット,http://www.transit-web.jp/,http://www.transit-web.jp/contact/index.html,,,
有限会社インビジョン,http://www.invision.co.jp,http://www.invision.co.jp/#contact,,,
