company_name,url,contact_url,message,status,error_reason
株式会社シンプルワークス,https://irohodo.jp/,https://irohodo.jp/contact/,,,
株式会社ライブノット,http://www.liveknott.co.jp/,https://liveknott.co.jp/inquiry/,,,
インクレイブ株式会社,https://incrave.co.jp/,https://incrave.co.jp/customer/contact,,,
株式会社Long Town,https://long-town.co.jp,https://long-town.co.jp/contact,,,
株式会社 夢工房,https://dream-factory.xyz/,https://dream-factory.xyz/contact,,,
株式会社チョコチップ,https://www.chocochip.co.jp/,https://www.chocochip.co.jp/contact/,,,
株式会社エクスマインド,https://www.xws.jp/,https://www.xws.jp/contact/,,,
株式会社IOS,https://www.i-o-s.co.jp/,https://www.i-o-s.co.jp/cgi-bin/contact.cgi,,,
株式会社スマートメディア,https://www.smart-media.co.jp/,https://smart-media.co.jp/contact/,,,
株式会社ASA,https://asadigital.net/jp/,https://contact.asadigital.co.jp/,,,
気仙沼デザイン株式会社,https://kesennuma-design.jp/,https://kesennuma-design.jp/contact,,,
合同会社オフィスウイル,https://officewill.net/,https://officewill.net/contact/,,,
株式会社リード・サイン,https://rede-sign.jp/,https://rede-sign.jp/contact/index.html,,,
有限会社プランニングセンター,https://www.netpc.co.jp/,https://www.netpc.co.jp/contact.html,,,
株式会社ウェブワン仙台,https://www.webone-sendai.co.jp/,https://webone-sendai.co.jp/contact/,,,
株式会社マスタープラン,https://www.master-plan.co.jp/index.html,https://master-plan.co.jp/contact/,,,
シーツー株式会社,https://cybc.jp/,https://cybc.jp/10800100/?page_id=19,,,
株式会社マジカルリミックス,http://www.magical-remix.co.jp/,https://www.magical-remix.co.jp/contact,,,
有限会社グローブ,http://globe-web.jp/,http://globe-web.jp/menu/contact.html,,,
株式会社ユニグラフィック,https://www.unigraphic.co.jp/,https://www.unigraphic.co.jp/contact,,,
メディアテック株式会社,http://www.media-tek.co.jp/index.html,https://www.media-tek.co.jp/inquiry/,,,
株式会社アクトジャパン,https://www.act-jpn.co.jp/,https://act-jpn.co.jp/inquiry,,,
株式会社イメージパーク,http://www.imagepark.co.jp/cms/,http://www.imagepark.co.jp/content/?page_id=26,,,
東日本チェスコム株式会社,http://www.e-ches.com/powersite/,http://www.e-ches.com/powersite/inquiry.html,,,
ロビン株式会社,https://www.robin-web.com/,https://www.robin-web.com/company/contact.html,,,
アイズウェブデザイン 株式会社,http://is-web.jp/,https://is-web.jp/form/toiawase/index.html,,,
アンカー・グループ株式会社,https://www.anchor-gr.jp/,https://www.anchor-gr.jp/cgi-bin/contact.cgi,,,
株式会社ソラフネ・クラウド,https://cloud.sorafune.co.jp/,https://cloud.sorafune.co.jp/contact.html,,,
株式会社ルナスピリッツ,http://www.web-luna.jp/,http://www.web-luna.jp/contents/contact.html,,,
株式会社NIXE,http://nixe-inc.com/,http://nixe-inc.com/contact,,,
株式会社応援ドットコム,http://www.ouencom.co.jp/,https://www.ouencom.co.jp/?page_id=15,,,
株式会社ブレイド,http://www.blades.co.jp/,http://www.blades.co.jp/inquiry/,,,
株式会社サンフィールドクリエーション,http://www.sun-fc.net,http://www.sun-fc.net/#contact,,,
株式会社ラナエクストラクティブ,https://www.ranaextractive.com/,https://www.ranaextractive.com/contact/,,,
株式会社ウェヴァード,https://web-ad.co.jp/,https://web-ad.co.jp/contact,,,
株式会社アビリブ,https://www.ab-net.co.jp/,https://www.ab-net.co.jp/contact/,,,
株式会社yell,https://r-yell.co.jp/company/index.html,https://r-yell.co.jp/contact/index.html,,,
株式会社ジーアイテック,https://www.gitec.co.jp/web/,https://www.gitec.co.jp/company/contact/,,,
株式会社ベルティス,https://www.vertice.jp/,https://www.vertice.jp/contact/,,,
株式会社ショージック,https://shogic.jp/,https://shogic.jp/#CONTACT,,,
株式会社フィーリスト,https://feelist.co.jp/,https://feelist.co.jp/inquiry/,,,
株式会社ステップアップコミュニケーションズ,https://step-up.co.jp/,https://step-up.co.jp/contact,,,
有限会社ジョイパル,http://www.joypal.jp/,https://joypal.jp/contact/,,,
株式会社アサヒマーケティング,http://www.y-asahi.com/,https://www.y-asahi.com/contact/,,,
ピセ株式会社,http://www.pise.co.jp/,http://www.pise.co.jp/recruit/contact/,,,
株式会社ニゴロデザイン,http://www.256design.co.jp/,https://www.256design.co.jp/contact-us/,,,
株式会社フルゲイン,http://www.fullgain.co.jp/,http://www.fullgain.co.jp/#contact,,,
株式会社ロシナンテ,http://www.russinante.jp/,https://russinante.jp/contact/,,,
株式会社アイテックプラス,https://www.itec-plus.jp,https://www.itec-plus.jp/contact/index.html,,,
株式会社華匠,https://kasho-net.com/,https://kasho-net.com/contact,,,
