_row,company_name,url,contact_url,message,status,error_reason
989,株式会社UR,https://urinc1.com,https://urinc1.com/contact,,,
990,株式会社フロンティアダイレクト,https://frontier-di.co.jp,https://www.frontier-di.co.jp/contact/,,,
991,株式会社Wakku,https://wakku.co.jp,https://wakku.co.jp/contact,,,
992,株式会社どえらザウルス,https://doerasaurus.co.jp,https://doerasaurus.co.jp/contact/,,,
993,株式会社a-time,https://a-time.co.jp,https://a-time.co.jp/contact#contact,,,
994,株式会社RISEコミュニケーションズ,https://rise-co.co.jp,https://rise-co.co.jp/contact,,,
995,株式会社トマリギ,https://tomari-gi.co.jp/,https://tomari-gi.co.jp/index.php/contact/,,,
996,EC-Consulting Japan株式会社,https://ec-consultingjapan.co.jp/,https://ec-consultingjapan.co.jp/contact/,,,
997,株式会社アド・プラス,https://www.ad-plus.co.jp/,https://www.ad-plus.co.jp/contact/,,,
998,株式会社ハレオトコ,https://www.hareotoko.jp,https://www.hareotoko.jp/,,,
999,株式会社ビー・ブレーブ,https://bebrave.co.jp,https://bebrave.co.jp/contact/,,,
1000,有限会社アドセンターパル,https://www.adpal.jp,https://www.adpal.jp/mail/,,,
1001,株式会社ウイングITソリューションズ,https://wingits.co.jp,https://wingits.co.jp/contact/,,,
1002,株式会社JAMROCK,https://jamrock.co.jp/,https://jamrock.co.jp/contact,,,
1003,株式会社文化メディアワークス,https://b-mediaworks.com/,https://b-mediaworks.com/form/,,,
1004,株式会社メディアコミュニケーションズ,https://www.medcom-jam.com/,https://www.medcom-jam.com/contact.html,,,
1005,グローバルデザイン株式会社,https://www.glode.co.jp,https://www.glode.co.jp/contact.html,,,
1006,株式会社ティ・シー・シー,https://www.tcc.works,https://www.tcc.works/contact-input,,,
1007,株式会社富士広告社,https://www.ad-fuji.ne.jp,https://www.ad-fuji.ne.jp/contact,,,
1008,株式会社ガイアプロモーション,https://www.gaia-pro.co.jp,https://www.gaia-pro.co.jp/contact/,,,
1009,ステッチ株式会社,https://www.stitch-pro.jp,https://www.stitch-pro.jp/inquiry,,,
1010,株式会社トップ広告社,http://www.top-ad.co.jp/,http://www.top-ad.co.jp/contact/,,,
1011,株式会社ピーアンドピービューロゥ,https://www.pp-web.net,https://www.pp-web.net/contact/,,,
1012,(株)ケーアンドリサーチデータ,https://www.k-and-rd.co.jp/,https://www.k-and-rd.co.jp/form/k-and-rd/contact,,,
1013,(株)マーケッティング・サービス,http://www.marketingservice.co.jp,https://marketingservice.co.jp/contact/,,,
1014,(株)ショッパーファースト,https://www.shopper-first.com,https://shopper-first.com/contact/,,,
1015,(株)市場開発研究所,https://www.mdr-j.co.jp,https://www.mdr-j.co.jp/contact/,,,
1016,(株)アーキテクト,https://www.architect.co.jp/,https://www.architect.co.jp/contact/,,,
1017,(株)コンシュマーズ・リサーチ,https://www.consumer.co.jp,https://www.consumer.co.jp/contact,,,
1018,株式会社カブタケデザイン,https://kabutakedesign.com,https://kabutakedesign.com/contact/,,,
1019,株式会社スパイスコミニケーションズ,http://www.spice-japan.com,http://www.spice-japan.com/contact.html,,,
1020,株式会社DST planning,https://dstplanning.co.jp/,https://dstplanning.co.jp/0000-2/,,,
1021,えびふらいレコーズ株式会社,https://ebifly-records.co.jp,https://ebifly-records.co.jp/#contact,,,
1022,株式会社 クライド,https://www.craid-inc.com/,https://craid-inc.com/contact/,,,
1023,株式会社オックス,http://www.oxox.co.jp,https://www.oxox.co.jp/contact/,,,
1024,株式会社スパイス,http://www.spice-group.jp/,http://www.spice-group.jp/contact/,,,
1025,株式会社センシュウ・アド・クリエーターズ,http://www.senshu-ad.co.jp,http://www.senshu-ad.co.jp/contact/,,,
1026,有限会社バウ広告事務所,http://www.bau-ad.co.jp,https://bau-ad.co.jp/contact,,,
1027,株式会社東美,https://www.toubi.co.jp/,https://www.toubi.co.jp/contact,,,
1028,株式会社二葉企画,http://futaba-dd.jp/,https://futaba-dd.jp/contact,,,
1029,株式会社DMC沖縄,http://www.dmc-okinawa.co.jp/,https://www.dmc-okinawa.co.jp/contact.html,,,
1030,株式会社アド・ビューロー岩泉,http://www.iwaizumi.co.jp/,http://www.iwaizumi.co.jp/inquiry/,,,
1031,株式会社ピーアールセンター,http://www.prc.ne.jp,https://www.prc.ne.jp/contact,,,
1032,有限会社オフィスブレーン,https://officebrain.me,https://officebrain.me/contact/form.html,,,
1033,㈱アズクリエイション,https://azcre.jp,https://azcre.jp/contact/,,,
1034,株式会社アール・エー・ビーサービス,https://rab-service.co.jp,https://rab-service.co.jp/contact.html,,,
1035,株式会社ヒューマンクリエイティブ,https://www.human-c.jp,https://www.human-c.jp/contact/,,,
1036,㈱サキガケアドバ,https://www.s-adv.co.jp,https://www.s-adv.co.jp/contact/,,,
1037,株式会社山新広告社,http://koukokusya-np.co.jp,http://koukokusya-np.co.jp/contact.html,,,
1038,株式会社ホワイトインタラクティブ,https://www.white-interactive.co.jp,https://www.white-interactive.co.jp/contact,,,
