_row,company_name,url,contact_url,message,status,error_reason
1039,オンド株式会社 ONDO inc.,https://ondo-inc.com,https://ondo-inc.com/contact/,,,
1040,株式会社コルガプレイス,https://corugaplace.com,https://corugaplace.com/contact/,,,
1041,株式会社インクルード,https://include-jp.com,https://include-jp.com/contact/,,,
1042,株式会社ながのアド・ビューロ,https://www.adbureau.co.jp,https://www.adbureau.co.jp/contact,,,
1043,株式会社shanti(シャンティ),https://www.shanti-i.com,https://www.shanti-i.com/contact/,,,
1044,株式会社BREAKTHROUGH,https://www.break-through.website,https://www.break-through.website/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,,,
1045,株式会社オオバクリエイティブ,https://ohba-cr.co.jp,https://ohba-cr.co.jp/contact/,,,
1046,株式会社セントラル広告,https://www.ad-central.co.jp,https://www.ad-central.co.jp/contact.html,,,
1047,株式会社ウィルプラン,https://www.will-plan.com,https://www.will-plan.com/contact,,,
1048,株式会社mikasa,https://mikasa-inc.com,https://mikasa-inc.com/?page_id=8,,,
1049,マーケティングミックス株式会社 久留米オフィス,https://www.marketingmix.co.jp,https://www.marketingmix.co.jp/contact,,,
1050,CROSSB株式会社,https://www.crossb.jp,https://www.crossb.jp/contact/,,,
1051,CONDENSE Inc.,https://condense.jp,https://condense.jp/contact/,,,
1052,株式会社クロスマート,https://www.xmart.jp,https://www.xmart.jp/#inquiry,,,
1053,株式会社シーク,https://seek.vc,https://seek.vc/contact/,,,
1054,合同会社シェスター,https://chez-star.com,https://chez-star.com/#cs-contact,,,
1055,ポイント・フォワード株式会社,https://point-forward.jp,https://point-forward.jp/?page_id=12,,,
1056,キャリカク一宮駅前（就労継続支援B型）｜㈱キャリカク,https://kyarikaku.jp/lp-aichi-ichinomiya,https://kyarikaku.jp/lp-aichi-ichinomiya#form-start,,,
1057,株式会社ギャザーリンク,https://gatherlink.com,https://gatherlink.com/contact/,,,
1058,㈱オー･プラン,https://o-plan.com,https://o-plan.com/contact/,,,
1059,㈱NORTH CREATIVE,https://www.northcreative.jp,https://www.northcreative.jp/contact/,,,
1060,有限会社ザ・タイムリー,http://the-timely.jp,https://the-timely.jp/contact/,,,
1061,株式会社グローバルアセットモーションズ,https://www.glam.ne.jp,https://www.glam.ne.jp/contact/index.html,,,
1062,株式会社キャップ広告制作事務所,https://cap-d.co.jp,https://cap-d.co.jp/#contact,,,
1063,株式会社間島宣伝事務所,https://msjsenden.com,https://msjsenden.com/contact/,,,
1064,㈱ブリング･バランス,https://b-balance.co.jp,https://b-balance.co.jp/contact/,,,
1065,M&T Corporation,https://mtry.net,http://mtry.net/#contact,,,
1066,株式会社エブリッジ,https://www.evridge.co.jp,https://www.evridge.co.jp/contact,,,
1067,株式会社アド広研,https://www.adkohken.co.jp,https://www.adkohken.co.jp/contact,,,
1068,東京印刷株式会社,https://tokyop.com,https://tokyop.com/toiawase/index.html,,,
1069,株式会社アイシーエム,http://icm-web.jp,http://icm-web.jp/contact.html,,,
1070,今谷コミュニケーションズ株式会社,https://imatani.co.jp,https://imatani.co.jp/contact,,,
1071,ダイワ印刷株式会社,https://daiwainsatsu.jp,https://daiwainsatsu.jp/contact/,,,
1072,株式会社ライズワン（飯塚市｜WEB制作・葬儀備品販売）,https://rise1-web.jp,https://rise1-web.jp/#,,,
1073,株式会社 green circle｜グリーンサークル,https://greencircle.jp,https://greencircle.jp/contact/,,,
1074,㈱フジプロ 帯広オフィス,https://www.fujipro-inc.com,https://www.fujipro-inc.com/contact/,,,
1075,日本海広告株式会社,https://nihonkai-ad.jp,https://nihonkai-ad.jp/contact,,,
1076,株式会社LEAD（リード） 鳥取営業所,https://lead-net.co.jp,https://lead-net.co.jp/contact/,,,
1077,株式会社アドリンク クリエイティブエージェンシー,https://adlink-jp.com,https://adlink-jp.com/contact,,,
1078,株式会社Ａ－ＳＴＹＬＥ,https://a.style-kagawa.com,https://a.style-kagawa.com/#contact,,,
1079,株式会社Ｍ広告,https://m-koukoku.com,https://m-koukoku.com/news,,,
1080,株式会社Daisou,http://daisoucorp.com,https://daisoucorp.com/#contact,,,
1081,株式会社 桐朋,https://www.toholink.com,https://www.toholink.com/request.html,,,
1082,株式会社アンネイムド 尾道事務所,https://unnamed.co.jp,https://unnamed.co.jp/#contactus,,,
1083,株式会社ジェイ・エスト ShizuokaBASE,https://www.j-est.net,https://www.j-est.net/contact,,,
1084,株式会社エフオーアール,https://for-i.com,https://for-i.com/contact/,,,
1085,株式会社スリーエイト,https://www.888inc.jp,https://www.888inc.jp/contacts/,,,
1086,株式会社LINER広告社 船橋支社,http://www.liner-chiba.com/company.html,http://www.liner-chiba.com/contact.html,,,
1087,株式会社サイラン,https://www.sairan.co.jp,https://www.sairan.co.jp/contact,,,
1088,クリックマーク株式会社 (ホームページ制作),https://www.clickmark.co.jp,https://www.clickmark.co.jp/contact/,,,
