_row,company_name,url,contact_url,message,status,error_reason
1089,株式会社マス・ブレーン,http://www.mass-b.co.jp,http://www.mass-b.co.jp/contacts/index.html,,,
1090,株式会社フロコン,https://frocon.jp,https://frocon.jp/contact/,,,
1091,アスタスク株式会社 佐賀営業所,https://astask.co.jp,https://astask.co.jp/contact/,,,
1092,株式会社あふれる,https://afureru.jp,https://afureru.jp/contact,,,
1093,MS企画株式会社 宮崎オフィス,https://mspad.jp,https://mspad.jp/contact,,,
1094,株式会社プロモーションアトラクト,https://prom-at.com,https://prom-at.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,,,
1095,ゼルプロモーション㈱,https://zele-pro.com,https://zele-pro.com/contact/,,,
1096,株式会社ライトワークコミュニケーション,https://lightworkcom.jp,https://lightworkcom.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,,,
1097,有限会社 智巧社,https://wz-art.co.jp,https://wz-art.co.jp/contact,,,
1098,株式会社マース,https://marss.art,https://marss.art/contact/,,,
1099,ワタナベメディアプロダクツ㈱,https://www.protos21.com,https://www.protos21.com/contact/,,,
1100,有限会社MARIBON,http://maribon.co.jp,http://maribon.co.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,,,
1101,株式会社翔栄プロダクション,https://shoei.pro,https://shoei.pro/contact.html,,,
1102,株式会社メッセージ,https://message-ado.co.jp,https://message-ado.co.jp/contact/,,,
1103,株式会社オフィス・サプリ,https://office-supple.info,https://office-supple.info/contact/,,,
1104,㈱デジコンキューブ,https://www.dc3.jp,https://dc3.jp/contact/,,,
1105,デジタルクリエイションーフジワラ株式会社,http://dc-f.net,http://dc-f.net/#contact,,,
1106,株式会社コーエィ・エージェンシー,https://koei-agency.com,https://koei-agency.com/contact,,,
1107,スカイクルーズ株式会社 ポスティング千葉支社,https://sky-crews.com/lp01,https://sky-crews.com/lp01#contact,,,
1108,株式会社ライドウェーブ 船橋営業所,https://www.ridewave.co.jp,https://www.ridewave.co.jp/contact/,,,
1109,デジタルブレンド株式会社 柏OFFICE,https://digitalblend-j.com,https://digitalblend-j.com/contact/,,,
1110,株式会社Recopa岐阜支店,https://recopa.jp,https://recopa.jp/contactus.html,,,
1111,中央広告株式会社,https://www.tyuokoukoku.co.jp,https://www.tyuokoukoku.co.jp/inquiry,,,
1112,ニコ株式会社,https://ni-ko.com,https://ni-ko.com/form/index.html,,,
1113,YBS株式会社,https://ybs-inc.biz/contact,https://ybs-inc.biz/contact/,,,
1114,株式会社ネットウェーブ,https://www.k-netwave.co.jp,https://www.k-netwave.co.jp/netwave/wp-content/themes/netwave/contact/,,,
1115,"㈱NEW｜NEW,Inc.",https://new-design.jp,https://new-design.jp/contact,,,
1116,㈱トンチ 函館営業所,https://tonch.jp,https://tonch.jp/contact,,,
1117,株式会社タニデザイン,http://tani-design.com,https://tani-design.com/contact/,,,
1118,株式会社TERRA works,https://www.terra-works.net,https://www.terra-works.net/contact,,,
1119,株式会社R,https://reach-d.net/works,https://reach-d.net/contact/,,,
1120,株式会社アースリーラフ,https://athreelaugh.co.jp,https://athreelaugh.co.jp/contact,,,
1121,株式会社キャンバス,http://canvas-tsukuba.jp,https://canvas-tsukuba.jp/contact/,,,
1122,株式会社プラスト,https://www.plust.jp,https://www.plust.jp/contact/,,,
1123,ストラマネジメントデザイン株式会社,http://stramd.com,http://stramd.com/Contact.html,,,
1124,合同会社 ユアブランディング,https://yourbd.biz,https://yourbd.biz/otoiawase/,,,
1125,株式会社ジーン,https://jeandesign.co.jp,https://jeandesign.co.jp/#sec07,,,
1126,デザイン事務所UFO INC.,https://www.ufoinc.jp,https://www.ufoinc.jp/#contact,,,
1127,株式会社フォービー,https://www.fourb.co.jp,https://www.fourb.co.jp/#form,,,
1128,株式会社OH.inc,https://ohdot.jp,https://ohdot.jp/contact/,,,
1129,有限会社ブロス BROSS-PLANNING,http://www.bross.co.jp,http://www.bross.co.jp/contactus/,,,
1130,株式会社グロースデザイン,https://www.growth-d.co.jp,https://www.growth-d.co.jp/contact/,,,
1131,株式会社Ryuki Design（LP制作.jp）,https://rdlp.jp,https://rdlp.jp/lp-inquiry/,,,
1132,株式会社ネクストページ,https://nxpg.net,https://nxpg.net/contact/form01.html,,,
1133,"株式会社アイディーエイ 岡山本社 IDA Co., Ltd.",https://www.ida-web.com/okayama,https://www.ida-web.com/form/,,,
1134,株式会社クルネ,https://www.qulne.co.jp,https://www.qulne.co.jp/contact,,,
1135,kirin inc.,https://www.kirin1.com,https://www.kirin1.com/contact.html,,,
1136,株式会社アルファ,https://alpha087.com,https://alpha087.com/#contact,,,
1137,株式会社and.,https://www.and-all.jp,https://www.and-all.jp/contact,,,
1138,株式会社 コンテンツクリエイト博多,https://contentscreate.net,https://contentscreate.net/#contact,,,
