company_name,url,contact_url,message,status,error_reason
合同会社FRONTIER TRADE,https://frontier-trade.jp/,https://frontier-trade.jp/inquiry/,,,
株式会社フリーベック,https://freebeck.jp/,https://freebeck.jp/contact,,,
株式会社コムプランニング,https://www.complanning.co.jp/graphic/web.html#container-778,https://www.complanning.co.jp/contact/,,,
株式会社Particula,https://www.particula.jp/works/,https://www.particula.jp/contact,,,
株式会社エンカラーズ,https://encolors.co.jp/,https://encolors.co.jp/contact/,,,
合同会社LIFIX,https://lifix.company/,https://lifix.company/#!/information,,,
株式会社GO RIDE,https://goriderep.com/ja/works/,https://goriderep.com/pages/platform-migration,,,
株式会社amplit,https://amplit.co.jp/,https://amplit.co.jp/contact,,,
株式会社インターリユース,https://inter-reuse.co.jp/,http://inter-reuse.co.jp/contact/,,,
株式会社かるてぽすと,https://www.kartepost.com/,https://www.kartepost.com/contact,,,
株式会社横浜デザイン,https://yokohama-design.jp/works,https://yokohama-design.jp,,,
株式会社アドヴァンテージ,https://ad-vantage.jp/,https://ad-vantage.jp/service_contact/,,,
株式会社Smiee,https://smiee.jp/,https://t258z.share.hsforms.com/27PLp91dxScu_tmAT0IUoLw,,,
株式会社検索順位の海賊,https://search-engine-pirates.co.jp/category/achievements/,https://search-engine-pirates.co.jp/seo-free-consulting/,,,
株式会社グラフィー,https://xgraphy.jp/,https://xgraphy.jp/contact/,,,
株式会社カラーコーディネーション,https://gas-web.jp/,https://gas-web.jp/contact,,,
株式会社ウィル,https://www.will-hp.com/wpblog/works/,https://www.will-hp.com/contact/,,,
株式会社テクノリサーチ,https://tecnet.jp/,https://tecnet.jp/mailform/index.html,,,
デザインこねこ株式会社,https://designkoneko.com/,https://designkoneko.com/?contact,,,
アウトブレイン株式会社,http://out-brain.jp/?cat=7,https://out-brain.jp/?page_id=1806,,,
株式会社マインドウェア,https://www.mindware.jp/service/web_contents.html,https://www.mindware.jp/contact.html,,,
株式会社エムライン,http://www.idobata.co.jp/promotion/workWeb.html,http://www.idobata.co.jp/promotion/contact.html,,,
株式会社湘南セールスプロモーション,https://www.shonansp.com/portfolio/,https://www.shonansp.com/inquiry,,,
株式会社UMIBE,https://kugenuma-3c-design.jp/#portfolio,https://kugenuma-3c-design.jp/#contact,,,
株式会社M&D医業経営研究所,https://md-management.jp/homepage/,https://md-management.jp/contact/,,,
株式会社grid,https://betterstandard.jp/case,https://betterstandard.jp/contact,,,
株式会社クリックオン,http://www.clickon.co.jp/products.html,https://bridal-shiga.com/,,,
有限会社フューチャーベース,https://futurebase.co.jp/fbhp/index.php/rei,https://futurebase.co.jp/fbhp/index.php/contact,,,
株式会社ベストクルー,http://www.bcrew.co.jp/works/index.html,http://www.bcrew.co.jp/contact/index.html,,,
株式会社ボンド,https://www.bondo.co.jp/works-cat/web/,https://www.bondo.co.jp/contact/,,,
株式会社ファリス,http://chigasaki-partner.com/,http://chigasaki-partner.com/contact/,,,
株式会社ネットプロ,http://www.netpro.co.jp/works/,https://ssl.netpro-server.jp/netpro/www/contact.php,,,
株式会社コクーン,http://jcocoon.jp/works,http://jcocoon.jp/contact,,,
オフィスジータ合同会社,https://office-gita.com/category/works-all,https://office-gita.com/diary/tools/skype_zoom,,,
株式会社からくさ,https://karakusa-inc.jp/web/it/,https://karakusa-inc.jp/contact/,,,
有限会社ボンズシステム,http://www.bonds-system.co.jp/business/web_produce.html,http://www.bonds-system.co.jp/information/index.html,,,
株式会社マイノリティーラボ,http://www.mlsweb.jp/index.php,http://www.mlsweb.jp/contact,,,
株式会社瑞鶴,https://zuikaku.co.jp/,https://zuikaku.co.jp/homepage/contact/,,,
株式会社LIKE A DANDELION,http://www.like-a-dandelion.net/,https://www.like-a-dandelion.net/service/seo/reform/,,,
株式会社BACON,https://crispy-bacon.com/works/,https://crispy-bacon.com/contact/,,,
株式会社ユニバーサルスペース,https://care.kaigor.com/homepage_lp/,https://care.kaigor.com/blog/cat_kaigo_reform/,,,
株式会社ライズワン,https://www.riseone-sys.jp/,https://www.riseone-sys.jp/mitsumori.html,,,
株式会社クロスライン,https://crossline.jp/,https://crossline.jp/contact,,,
株式会社クラスイエ,https://www.stabusi.com/,https://www.stabusi.com/toiawase/,,,
合同会社ホエールデザイン,https://whale-design.com/,https://forms.gle/ezxN9zK8zChiX9Ys6,,,
フュシス合同会社,https://physis-rs.com/,https://physis-rs.com/contact,,,
株式会社チームデルタ,https://team-delta.jp/showcase/results.html,http://reformchiba.com/,,,
株式会社ぎんカフェグループ,https://gincafe.net/,https://gincafe.net/#contact,,,
株式会社 TOMMY VERSE,https://tommy-verse.jp/works/,https://tommy-verse.jp/contact/,,,
クレサス株式会社,https://cresus.co.jp/,https://cresus.co.jp/contact.html,,,
