company_name,url,address,phone,maps_url,service_evidence,pages_checked
● 会社名 ： 株式会社グロッシー （英文社名： glossy Inc.）,http://www.glossy.co.jp,〒080-0011 北海道帯広市西1,,,SNS platform + operation service,http://www.glossy.co.jp/outline/ | http://www.glossy.co.jp/inquiry/ | http://www.glossy.co.jp/service/
ウイングアーク１ｓｔ株式会社,https://www.wingarc.com,〒106-6235 東京都港区六本木三丁目,03-6416-5070,,SNS platform + operation service,https://www.wingarc.com/forum2019/speakers/ | https://www.wingarc.com/forum2019/
サイバートラスト株式会社,https://www.cybertrust.co.jp,〒107-6031 東京都 港区 赤坂 1,,,SNS platform + operation service,https://www.cybertrust.co.jp/partners/ | https://www.cybertrust.co.jp/corporate/ | https://www.cybertrust.co.jp/corporate/boardmember/ | https://www.cybertrust.co.jp/corporate/office.html
リードプラス株式会社,https://www.cloud-contactcenter.jp,〒154-0023 東京都世田谷区若林1,,,SNS platform + operation service,https://www.cloud-contactcenter.jp/author | https://www.cloud-contactcenter.jp/service | https://www.cloud-contactcenter.jp/service/consulting | https://www.cloud-contactcenter.jp/service/maintenance-fixation-service
株式会社 佐藤工務店,https://kk-satokoumuten.jp,〒080-0846 北海道帯広市緑が丘7,0155-34-4646,,SNS platform + operation service,https://kk-satokoumuten.jp/casestudy/public/ | https://www.kk-satokoumuten.jp/company/ | https://www.kk-satokoumuten.jp/aboutme/ | https://www.kk-satokoumuten.jp/access/
株式会社EnjoySystem,https://enjoysystem.co.jp,〒443-0056 愛知県蒲郡市神明町9,0533-95-3917,,SNS platform + operation service,https://enjoysystem.co.jp/profile/ | https://enjoysystem.co.jp/record/ | https://enjoysystem.co.jp/contact/
社名商号 ： ステアリテール株式会社,https://www.shanon.co.jp,〒105-0013 東京都港区浜松町2,03-6743-1565,,SNS platform + operation service,https://www.shanon.co.jp/corporation/news/2026/01/29.html | https://www.shanon.co.jp/about/ | https://www.shanon.co.jp/product/ | https://www.shanon.co.jp/corporation/
キャリアAIプラザ株式会社,https://ai.career-plaza.com,〒862-0911 熊本県熊本市東区健軍3,096-342-8181,,SNS platform + operation service,https://ai.career-plaza.com/privacy-policy/ | https://ai.career-plaza.com/services/ | https://ai.career-plaza.com/service-onsite-ai-training/ | https://ai.career-plaza.com/service-online-ai-training/
appcycle株式会社,https://goldenseed.jp,〒036-8355 青森県弘前市大字上鞘師町1,090-4351-0018,,SNS platform + operation service,https://goldenseed.jp/policies/terms-of-service | https://goldenseed.jp/pages/contact
Aidma Holdings Inc. All Rights Reserved.,https://biz-maps.com,〒036-8144 青森県弘前市大字原ケ平字山中3,,,SNS platform + operation service,https://biz-maps.com/item/3eYPQeQz1E | https://biz-maps.com/contact | https://biz-maps.com/item/bkZR3oQgYB | https://biz-maps.com/s/b-inds/100
有限会社アイビーソリューション,https://iwate.ibsolution.jp,〒989-3201 宮城県仙台市青葉区国見ヶ丘5,,,SNS platform + operation service,https://iwate.ibsolution.jp/company/ | https://iwate.ibsolution.jp/web/ | https://iwate.ibsolution.jp/seo/ | https://iwate.ibsolution.jp/contact/
株式会社オーシャンホールディングス,https://feelingmktg.com,〒102-0074 東京都千代田区九段南1,03-6823-8710,,SNSマーケティング,https://feelingmktg.com/kouenkouwa/ | https://feelingmktg.com/company/ | https://feelingmktg.com/contact_form/
株式会社Mog（輸入総代理店）,https://jangseeder.co.jp,〒955-0033 新潟県三条市西大崎1,0256-39-6117,,SNS platform + operation service,https://jangseeder.co.jp/policies/privacy-policy?srsltid=AfmBOor6zcSJSBSWGKEMFhvAXvMMY3zgrkI63nsrbmcV_wg-wyqP2qCA | https://jangseeder.co.jp/pages/about-jang-seeder | https://jangseeder.co.jp/pages/contact
株式会社サクシード,https://tgnr.jp,〒169-0075 東京都新宿区高田馬場2,,,SNS platform + operation service,https://tgnr.jp/company/e-surf/ | https://tgnr.jp/about-tgnr/ | https://tgnr.jp/contact/ | https://tgnr.jp/company/
株式会社 ナナイロ,https://nanairo-inc.jp,〒980-0014 宮城県仙台市青葉区本町2,022-200-9006,,SNS platform + operation service,https://nanairo-inc.jp/service/ecsitesolution/
Co-graph Inc. All rights reserved.,https://www.co-graph.com,〒141-0001 東京都品川区北品川5,050-3185-3680,,SNS platform + operation service,https://www.co-graph.com/release | https://www.co-graph.com/
"日本工芸株式会社 (JapaneseCrafts Co., Ltd.)",https://b2b.japanesecrafts.co.jp,〒151-0051 東京都渋谷区千駄ヶ谷2,03-5843-0886,,SNS platform + operation service,https://b2b.japanesecrafts.co.jp/profile/ | https://b2b.japanesecrafts.co.jp/about/
Far Yeast Brewing株式会社,https://faryeast.com,〒409-0211 山梨県北都留郡小菅村4,,,SNS platform + operation service,https://faryeast.com/pages/company | https://faryeast.com/collections/%E3%81%8A%E5%A5%BD%E3%81%BF%E3%82%AA%E3%83%BC%E3%83%80%E3%83%BC%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9 | https://faryeast.com/pages/about | https://faryeast.com/pages/contact
株式会社フィット＆リカバリー,https://fit-recovery.co.jp,〒105-0004 東京都港区新橋三丁目,,,SNS platform + operation service,https://fit-recovery.co.jp/about | https://fit-recovery.co.jp/contact
"2018 ishicolo,LLC",https://ishicolo.com,〒017-0053 秋田県大館市板子石境4,0186-59-6777,,SNS platform + operation service,https://ishicolo.com/works/page/2/?et_blog | https://ishicolo.com/about/ | https://ishicolo.com/contact/
株式会社ルシダス,https://www2.lucidas.co.jp,〒078-8382 北海道旭川市西神楽2,,,SNS platform + operation service,https://www2.lucidas.co.jp/success-with-content-marketing-and-ma.html | https://www2.lucidas.co.jp/inquiry.html
株式会社グッドフェローズ,https://goodf.co.jp,〒180-0004 東京都武蔵野市吉祥寺本町1,0422-27-8701,,SNS platform + operation service,https://goodf.co.jp/blog/case-study/301/ | https://goodf.co.jp/business/ | https://goodf.co.jp/business/support/ | https://goodf.co.jp/company/
︎2026 DEFiDE inc. All Rights Reserved.,https://www.defide-ix.com,〒107-0052 東京都港区⾚坂2,03-6551-2921,,SNS platform + operation service,https://www.defide-ix.com/about/ | https://www.defide-ix.com/business/business-process-and-platform/ | https://www.defide-ix.com/service/hr-service | https://www.defide-ix.com/about-us/
株式会社スリーツリークリエイト,https://threetree-c.com,〒963-8044 福島県郡山市備前舘2,024-983-7871,,SNS platform + operation service,https://threetree-c.com/website/ | https://threetree-c.com/
ドットワン合同会社,https://dot1.tv,〒196-0001 東京都昭島市美堀町5,042-519-6960,,SNS platform + operation service,https://dot1.tv/service/telnet/ | https://dot1.tv/service/ | https://dot1.tv/service/itservice-list/ | https://dot1.tv/service/webservice/
inc.,https://green-carbon.co.jp,〒102-0083 東京都千代田区麹町2,080-7307-8597,,SNS platform + operation service,https://green-carbon.co.jp/carbon-credits-journal-forum/ | https://green-carbon.co.jp/corporate/ | https://green-carbon.co.jp/contact/ | https://green-carbon.co.jp/recruit-contact/
株式会社TIGEREYE,https://tigereye.ai,〒104-0053 東京都中央区晴海1,,,SNS platform + operation service,https://tigereye.ai/ | https://tigereye.ai/company/ | https://tigereye.ai/contact/ | https://tigereye.ai/news/pepper_sol_kokuyo/
コクー株式会社,https://cocoo.co.jp,〒101-0051 東京都千代田区神田神保町3,03-3527-1167,,SNS platform + operation service,https://cocoo.co.jp/corporate/profile/ | https://cocoo.co.jp/about/ | https://cocoo.co.jp/service/ | https://cocoo.co.jp/service/ai/
ANA Digital Gate株式会社,https://ana-dg.com,〒104-0061 東京都中央区銀座７,,,SNS platform + operation service,https://ana-dg.com/news/category/news/ | https://ana-dg.com/service/ | https://ana-dg.com/service/mpos/ | https://ana-dg.com/service/mileage-program/
株式会社Officeフロンティア,https://officefrontier.net,〒312-0036 茨城県ひたちなか市津田東３,,,SNSマーケティング / SNS運用,https://officefrontier.net/
株式会社トラストエフォート,https://trusteffort1215.com,〒312-0054 茨城県ひたちなか市はしかべ2,029-352-3511,,SNS platform + operation service,https://trusteffort1215.com/ec/ | https://trusteffort1215.com/company/ | https://trusteffort1215.com/contact/
株式会社オールウェイタッグ,https://aw-tag.com,〒319-1413 茨城県日立市小木津町３,0294-43-0472,,SNS platform + operation service,https://aw-tag.com/company_profile/ | https://aw-tag.com/contact/
日本コカ･コーラ株式会社 ホームページ,https://www.coca-cola.com,〒150-0002 東京都渋谷区渋谷4,03-5466-8000,,SNS platform + operation service,https://www.coca-cola.com/jp/ja/media-center/vending-machine-smartphone | https://www.coca-cola.com/jp/ja/media-center/company-profile | https://www.coca-cola.com/jp/ja/about-us/history | https://www.coca-cola.com/jp/ja/legal/terms-of-service
株式会社IC,https://www.ic-net.co.jp,〒108-6207 東京都港区港南2,03-4335-8188,,SNS platform + operation service,https://www.ic-net.co.jp/media/jirei/a87 | https://www.ic-net.co.jp/inquiry.html | https://www.ic-net.co.jp/business.html | https://www.ic-net.co.jp/business/itservice.html
アイシスデザイン株式会社,http://www.i-systemdesign.com,〒327-0833 栃木県佐野市若宮上町5,0285-33-4383,,SNS platform + operation service,http://www.i-systemdesign.com/service.html | http://www.i-systemdesign.com/company.html
株式会社アド・プロモート,https://ad-promote.co.jp,〒329-0201 栃木県小山市粟宮1,,,SNS platform + operation service,https://ad-promote.co.jp/company/ | https://ad-promote.co.jp/ap-service/ | https://ad-promote.co.jp/contact/
Sony Marketing Inc.,https://www.sony.jp,〒106-0032 東京都港区六本木一丁目,050-3754-9506,,SNS platform + operation service,https://www.sony.jp/professional/casestudy/?srsltid=AfmBOopYDrQUGYHcR7Q-QRu6ctpWeomuPliwIZxKuvpGHB_JGVGCjRu- | https://www.sony.jp/professional/support/ | https://www.sony.jp/CorporateCruise/terms/ | https://www.sony.jp/CorporateCruise/privacy/
合同会社KDS,https://kds-network.com,〒306-0433 茨城県猿島郡境町1,050-8888-4563,,SNS platform + operation service,https://kds-network.com/related-companies/consulting/ | https://kds-network.com/aboutus/ | https://kds-network.com/contact/
株式会社 HUBCOM,https://hubcom.co.jp,〒150-0012 東京都渋谷区広尾5,,,SNSマーケティング,https://hubcom.co.jp/members/ | https://hubcom.co.jp/
株式会社コスモ,https://regional-recruitment.works,〒140-0015 東京都品川区西大井1,03-5726-9078,,SNS platform + operation service,https://regional-recruitment.works/memurocho/planning.html | https://regional-recruitment.works/memurocho/company/ | https://regional-recruitment.works/contact_form/memurocho-entry | https://regional-recruitment.works/contact_form/memurocho-inquiry
株式会社シーラベルコーポレートサイト,https://clabel.co.jp,〒221-0052 神奈川県横浜市神奈川区栄町５,,,SNS platform + operation service,https://clabel.co.jp/article/2925 | https://clabel.co.jp/company | https://clabel.co.jp/services | https://clabel.co.jp/contact
Uhuru 株式会社ウフル,https://uhuru.co.jp,〒959-1289 新潟県燕市東太田9,,,SNS platform + operation service,https://uhuru.co.jp/case/endo/ | https://uhuru.co.jp/contact/ | https://uhuru.co.jp/about/ | https://uhuru.co.jp/about/philosophy/
株式会社IT武装コンサルティング,https://www.itmc.jp,〒870-1214 大分県大分市大字太田3,050-3152-9723,,SNS platform + operation service,https://www.itmc.jp/consul/ma | https://www.itmc.jp/contact | https://www.itmc.jp/profile | https://www.itmc.jp/company/privacy
株式会社ディーアイシー,https://www.d-ic.com,〒373-0026 群馬県太田市東本町2,0276-60-5440,,SNS platform + operation service,https://www.d-ic.com/service/e-commerce | https://www.d-ic.com/company | https://www.d-ic.com/service | https://www.d-ic.com/service/home-page
