company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
Atkid（アットキッド）株式会社,https://atkidinc.com,〒192-0082 東京都八王子市東町1,,,SNS platform + operation service,https://atkidinc.com/company/ | https://atkidinc.com/service/ | https://atkidinc.com/service/ad/ | https://atkidinc.com/service/seo/,A,18,4,0
株式会社cantik,https://cantik.co.jp,〒252-0314 神奈川県相模原市南区南台5,080-7084-3102,,SNS運用 / SNSマーケティング,https://cantik.co.jp/shigyo/ | https://cantik.co.jp/about/ | https://cantik.co.jp/contact/ | https://cantik.co.jp/contact/?service=web,A,18,113,18
株式会社SouHa,https://souha.co.jp,〒106-0032 東京都港区六本木3,,,SNS platform + operation service,https://souha.co.jp/,A,18,48,0
株式会社ビックス,https://bicsgroup.co.jp,〒150-0001 東京都渋谷区神宮前2,,,SNSマーケティング / SNS運用,https://bicsgroup.co.jp/company/index.html | https://bicsgroup.co.jp/aboutus/index.html | https://bicsgroup.co.jp/access/index.html | https://bicsgroup.co.jp/contact/index.html,A,18,7,1
株式会社ANDO Business Partners< (KEN Carrer Consultant 運営会社),https://ken-career-consultant.jp,〒192-0081 東京都八王子市横山町５,042-641-1420,,SNS platform + operation service,https://ken-career-consultant.jp/abp/ | https://ken-career-consultant.jp/abp/contact/ | https://ken-career-consultant.jp/abp/about/ | https://ken-career-consultant.jp/abp/about/,A,18,26,0
2022 TUKIYOMI Inc.,https://tukiyomi-beauty.com,〒150-6018 東京都渋谷区恵比寿4,03-5789-5391,,SNS運用代行 / Instagram運用 / YouTube運用 / TikTok運用,https://tukiyomi-beauty.com/company | https://tukiyomi-beauty.com/service/startup | https://tukiyomi-beauty.com/service/marketing | https://tukiyomi-beauty.com/service/back_office,A,18,111,3
カーサプロジェクト株式会社,https://www.casa-p.com,〒150-0001 東京都渋谷区神宮前5,03-5786-9340,,インスタグラム運用代行 / SNS運用代行,https://www.casa-p.com/casavc/ | https://www.casa-p.com/company/,A,18,72,0
ソラノデザイン合同会社,https://kanazawa-homepage.jp,〒920-0852 石川県金沢市此花町5,050-6883-9715,,SNS platform + operation service,https://kanazawa-homepage.jp/service/ | https://kanazawa-homepage.jp/ | https://kanazawa-homepage.jp/contact/ | https://kanazawa-homepage.jp/service/corporate_site/,A,18,14,1
s © UNIIDEO inc. all rights reserved.,https://uniideo.com,〒153-0042 東京都目黒区青葉台1,03-6712-7958,,Instagram運用,https://uniideo.com/fiveuniideo/ | https://uniideo.com/about/message/ | https://uniideo.com/about/team/ | https://uniideo.com/about/member/,A,18,81,0
"Lancers,Inc.",https://www.lancers.co.jp,〒150-0002 東京都渋谷区渋谷3,,,SNS platform + operation service,https://www.lancers.co.jp/news/seminar/25057/ | https://www.lancers.co.jp/mission/ | https://www.lancers.co.jp/company/ | https://www.lancers.co.jp/company/board/,A,18,26,0
株式会社 ゼンリン東海,https://zenrinweb.com,〒411-0907 静岡県駿東郡清水町伏見6,055-975-6699,,SNS platform + operation service,https://zenrinweb.com/ | https://zenrinweb.com/package/ | https://zenrinweb.com/company/ | https://zenrinweb.com/contact/,A,18,15,0
株式会社シーエムエー,https://www.akindo2000.net,〒430-7715 静岡県浜松市中央区板屋町1,053-459-1510,,SNS platform + operation service,https://www.akindo2000.net/info/18408/ | https://www.akindo2000.net/internetad/partner-support.php | https://www.akindo2000.net/company/ | https://www.akindo2000.net/company/about.php,A,18,9,0
株式会社多治見中日サービスセンター内,https://myttline.jp,〒507-0023 岐阜県多治見市小田町1,0572-25-5000,,SNS platform + operation service,https://myttline.jp/archives/45411 | https://myttline.jp/about | https://myttline.jp/banner-service,A,18,59,0
株式会社ドットコム・マーケティング,https://www.com-m.com,〒950-0916 新潟県新潟市中央区米山4,025-250-7240,,SNS platform + operation service,https://www.com-m.com/about/ | https://www.com-m.com/about/ | https://www.com-m.com/contact/ | https://www.com-m.com/about/history/,A,16,8,0
