company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
株式会社Mico,https://mico-inc.com,〒530-0011 大阪府大阪市北区大深町6,,,LINE公式アカウント運用,https://mico-inc.com/news/8899/ | https://mico-inc.com/company/ | https://mico-inc.com/company/mission/ | https://mico-inc.com/company/profile/,A,18,30,0
株式会社シェアスタック,https://www.surestack.net,〒107-0062 東京都港区南青山2,011-522-9739,,SNS運用代行 / SNS広告運用,https://www.surestack.net/marketing-support | https://www.surestack.net/corporate-branding | https://www.surestack.net/company | https://www.surestack.net/about-us,A,18,11,9
株式会社MIRAIZU【仙台の広告代理店】SEO・ホームページ制作会社,https://www.miraizu-inc.jp,〒060-0004 北海道札幌市中央区北4,050-5897-0413,,SNS platform + operation service,https://www.miraizu-inc.jp/works-area/iwate/ | https://www.miraizu-inc.jp/contact/ | https://www.miraizu-inc.jp/company/ | https://www.miraizu-inc.jp/contact,A,18,58,4
オーパスプラン有限会社,https://opus-plan.net,〒020-8507 岩手県盛岡市清水町１,,,SNS運用代行,https://opus-plan.net/area/iwate/ | https://opus-plan.net/aboutus/ | https://opus-plan.net/services/,A,18,6,7
株式会社パラドックス,https://prdx.co.jp,〒150-6013 東京都渋谷区恵比寿4,03-6450-4753,,SNS platform + operation service,https://prdx.co.jp/tag/%E5%9C%B0%E5%9F%9F%E5%89%B5%E7%94%9F/ | https://prdx.co.jp/business/corporate/ | https://prdx.co.jp/business/customer/ | https://prdx.co.jp/company/,A,18,13,0
株式会社ドリームゲート,https://dreamgate-inc.com,〒990-0831 山形県山形市西田2,023-645-1515,,SNS運用,https://dreamgate-inc.com/news68/ | https://dreamgate-inc.com/business/ | https://dreamgate-inc.com/corporate/ | https://dreamgate-inc.com/contactus/,A,18,18,0
"株式会社ブルーオーキッドコンサルティング Blue Orchid Consulting co.,ltd.",https://www.blueorchid.co.jp,〒630-8253 奈良県奈良市内侍原町6,0742-81-8120,,SNS運用 / SNSマーケティング,https://www.blueorchid.co.jp/company/profile.html | https://www.blueorchid.co.jp/service/ | https://www.blueorchid.co.jp/service/erp.html | https://www.blueorchid.co.jp/service/crm.html,A,18,7,0
株式会社メディアスクエア,https://www.smartcross.jp,〒101-0047 東京都千代田区内神田1,,,SNS platform + operation service,https://www.smartcross.jp/content/results/ | https://www.smartcross.jp/content/service/ | https://www.smartcross.jp/forms/contact/ | https://form.smartcross.jp/,A,18,6,0
株式会社 PR現代,https://pr-g.jp,〒940-2112 新潟県長岡市大島本町3,0258-94-5341,,LINE公式アカウント運用,https://pr-g.jp/jmg/vol38 | https://pr-g.jp/website/line-2 | https://pr-g.jp/company/mission | https://pr-g.jp/company/company,A,18,7,0
株式会社イデア・レコード,https://idearecord.co.jp,〒160-0023 東京都新宿区西新宿7,03-6635-7070,,SNS platform + operation service,https://idearecord.co.jp/record/20191002-2/ | https://idearecord.co.jp/company/ | https://idearecord.co.jp/service/ | https://idearecord.co.jp/recruit_info/about-us/,A,18,41,1
株式会社ディーアイシー,https://www.d-ic.com,〒321-0158 栃木県宇都宮市西川田本町2,0276-60-5440,,SNS platform + operation service,https://www.d-ic.com/news/4780 | https://www.d-ic.com/company | https://www.d-ic.com/service | https://www.d-ic.com/service/home-page,A,18,17,0
"Givery, Inc.",https://deca.marketing,〒150-0036 東京都渋⾕区南平台町1,,,SNS platform + operation service,https://deca.marketing/news/20230724-2/ | https://deca.marketing/about/ | https://deca.marketing/service/ | https://deca.marketing/service/team/,A,18,9,0
Location AI株式会社 （ロケーションエーアイ）,https://location-ai.com,〒150-0022 東京都渋谷区恵比寿南1,03-5734-1666,,SNS platform + operation service,https://location-ai.com/case-study/beisia/ | https://location-ai.com/service/ | https://location-ai.com/service/lap/ | https://location-ai.com/service/jinryu-analytics/,A,18,70,0
Curiver Inc.,https://curiver.com,〒329-1305 栃木県さくら市狭間田1,,,SNS運用 / SNS運用代行,https://curiver.com/media/ | https://curiver.com/service/seo/ | https://curiver.com/service/sns/ | https://curiver.com/service/web-marketing/,A,18,8,0
合同会社NowNever.,https://www.nownever.co.jp,〒371-0021 群馬県前橋市住吉町1,,,SNS platform + operation service,https://www.nownever.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81 | https://www.nownever.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81,A,18,4,0
株式会社アダチファクトリー,https://www.a-dachi.com,〒130-0026 東京都墨田区両国3,03-6808-1345,,SNSマーケティング,https://www.a-dachi.com/14333019990275 | https://www.a-dachi.com/contacts.html | https://www.a-dachi.com/227797146 | https://www.a-dachi.com/16219300342631,A,18,48,0
DUX株式会社,https://ff-group.jp,〒106-0046 東京都港区元麻布3,03-6824-9359,,SNS platform + operation service,https://ff-group.jp/company/ | https://ff-group.jp/ | https://ff-group.jp/company/ | https://ff-group.jp/contact/,A,18,17,0
Aidma Holdings Inc. All Rights Reserved.,https://biz-maps.com,〒106-0032 東京都港区六本木3,,,SNSマーケティング / SNS運用代行,https://biz-maps.com/s/m-inds/277 | https://biz-maps.com/contact,A,18,12,1
株式会社cantik,https://cantik.co.jp,〒252-0314 神奈川県相模原市南区南台5,080-7084-3102,,SNS運用 / SNSマーケティング,https://cantik.co.jp/grant/ | https://cantik.co.jp/about/ | https://cantik.co.jp/contact/,A,18,86,16
株式会社真摯,https://cinci.jp,〒213-0013 神奈川県川崎市高津区末長1,,,SNS platform + operation service,https://cinci.jp/news/20151125 | https://cinci.jp/service | https://cinci.jp/about | https://cinci.jp/contact,A,18,16,0
2026 TIFFIN株式会社,https://www.tiffin.one,〒959-1241 新潟県燕市小高6,070-8445-2324,,SNS platform + operation service,https://www.tiffin.one/contact | https://www.tiffin.one/services | https://www.tiffin.one/services/system-development | https://www.tiffin.one/services/website,A,16,6,0
荒井建設株式会社,https://www.araikensetsu.co.jp,〒070-0054 北海道旭川市4,0166-22-0121,,SNS platform + operation service,https://www.araikensetsu.co.jp/action/culture/ | https://www.araikensetsu.co.jp/about/ | https://www.araikensetsu.co.jp/about/message/ | https://www.araikensetsu.co.jp/about/companyprofile/,A,16,10,0
有限会社イー・オフィス,http://e-office.gr.jp,〒390-0874 長野県松本市大手4,0263-32-2222,,SNS platform + operation service,http://e-office.gr.jp/outline.html,A,16,8,0
株式会社アール・ピー・アイ,https://rpi.co.jp,〒101-0051 東京都千代田区神田神保町2,,,SNS platform + operation service,https://rpi.co.jp/business_performance/?mode=a&year=2019 | https://rpi.co.jp/about/ | https://rpi.co.jp/business/ | https://rpi.co.jp/contact/,A,16,19,0
株式会社アイ・エス・プライム,https://is-prime.co.jp,〒376-0031 群馬県桐生市本町３,0277-46-7608,,SNS platform + operation service,https://is-prime.co.jp/area/gunma/ | https://is-prime.co.jp/service/ | https://is-prime.co.jp/consulting-services/ | https://is-prime.co.jp/products/web-analytics/,A,16,3,0
Ａｃ・Ｃｏｎｎｅｃｔ株式会社,https://www.ac-connect.biz,〒331-0811 埼玉県さいたま市北区吉野町1,0120-016-081,,SNS platform + operation service,https://www.ac-connect.biz/ | https://www.ac-connect.biz/contact,A,16,76,0
