company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
"インダステクノロジーズ株式会社 （英文名 INDUS technologie, Inc.）",https://www.indus-technologies.io,〒150-0031 東京都渋谷区桜丘町1,,,SNS運用,https://www.indus-technologies.io/,A,18,6,0
thinkjam.Inc.,https://thinkjam.co.jp,〒101-0032 東京都千代田区岩本町2,,,SNS platform + operation service,https://thinkjam.co.jp/about/ | https://thinkjam.co.jp/service/ | https://thinkjam.co.jp/service/gathering/ | https://thinkjam.co.jp/service/study/,A,18,11,0
株式会社cantik,https://cantik.co.jp,〒252-0314 神奈川県相模原市南区南台5,080-7084-3102,,SNS運用 / SNSマーケティング,https://cantik.co.jp/seitai/ | https://cantik.co.jp/about/ | https://cantik.co.jp/contact/ | https://cantik.co.jp/contact/?service=web,A,18,88,18
オーパスプラン有限会社,https://opus-plan.net,〒330-8669 埼玉県さいたま市大宮区桜木町１,,,SNS運用代行,https://opus-plan.net/area/saitama/ | https://opus-plan.net/aboutus/ | https://opus-plan.net/services/,A,18,6,7
"2023 by Voleur, Inc.",https://www.voleur.co.jp,〒243-0018 神奈川県厚木市中町2,046-259-8701,,SNS運用,https://www.voleur.co.jp/blog/categories/notice | https://www.voleur.co.jp/solutions | https://www.voleur.co.jp/about-mission | https://www.voleur.co.jp/about-company,A,18,7,0
ソラノデザイン合同会社,https://kanazawa-homepage.jp,〒920-0852 石川県金沢市此花町5,050-6883-9715,,SNS platform + operation service,https://kanazawa-homepage.jp/service/ | https://kanazawa-homepage.jp/ | https://kanazawa-homepage.jp/contact/ | https://kanazawa-homepage.jp/service/corporate_site/,A,18,14,1
2026 YAOYA Inc.,https://yaoya.io,〒550-0014 大阪府大阪市西区北堀江1,06-7713-2060,,SNS platform + operation service,https://yaoya.io/ | https://yaoya.io/service | https://yaoya.io/about | https://yaoya.io/contact,A,18,8,0
株式会社アルラボ,https://r-labs.jp,〒840-0202 佐賀県佐賀市大和町久池井1,,,SNS platform + operation service,https://r-labs.jp/line-mini-app/ | https://r-labs.jp/about/ | https://r-labs.jp/service/ | https://r-labs.jp/contact/,A,18,23,0
ブリューエン株式会社,https://bluhen.org,〒507-0033 岐阜県多治見市本町 6,050-1791-0275,,SNS platform + operation service,https://bluhen.org/tag/%E3%81%88%E3%81%84%E3%81%94%E5%B1%8B%E3%81%95%E3%82%93/ | https://bluhen.org/about/ | https://bluhen.org/work/ | https://bluhen.org/contact/,A,18,8,0
株式会社favy,https://blog.favy.co.jp,〒428-0301 静岡県榛原郡川根本町上長尾4,,,SNS platform + operation service,https://blog.favy.co.jp/15178/ | https://blog.favy.co.jp/18681/,A,18,102,0
