company_name,url,address,phone,maps_url,service_evidence,pages_checked
株式会社テクテクデザイン,https://tektekdesign.jp,〒493-0004 愛知県一宮市木曽川町玉ノ井古井田1,080-3063-2508,,SNS運用,https://tektekdesign.jp/ | https://tektekdesign.jp/about/about.html | https://tektekdesign.jp/service/service.html
株式会社リック,https://www.lic-mydo.com,〒417-0826 静岡県富士市中里2,0120-69-5365,,SNS platform + operation service,https://www.lic-mydo.com/news/detail/117 | https://www.lic-mydo.com/service/ | https://www.lic-mydo.com/service/posting_service/ | https://www.lic-mydo.com/service/posting_service/posting/
株式会社サンロフト,https://www.sunloft.co.jp,〒425-0074 静岡県焼津市柳新屋4,054-626-3366,,SNS platform + operation service,https://www.sunloft.co.jp/newsrelease/pressrelease/20250916/28071/ | https://www.sunloft.co.jp/profile/belief/ | https://www.sunloft.co.jp/profile/belief/ | https://www.sunloft.co.jp/profile/message/
ASUE Inc. All Rights Reserved.,https://recruit-asue.info,〒105-0014 東京都港区芝一丁目,052-212-7917,,SNS運用,https://recruit-asue.info/mid-career/marketing/ | https://recruit-asue.info/company/ | https://recruit-asue.info/about/
株式会社カチカは、,https://saiyo-support.net,〒422-8061 静岡県静岡市駿河区森下町1,,,SNS platform + operation service,https://saiyo-support.net/success/ | https://saiyo-support.net/contact/ | https://saiyo-support.net/company/
株式会社cantik,https://cantik.co.jp,〒252-0314 神奈川県相模原市南区南台5,080-7084-3102,,SNS運用 / SNS運用代行 / SNSマーケティング,https://cantik.co.jp/areas/shizuoka/ | https://cantik.co.jp/about/ | https://cantik.co.jp/contact/ | https://cantik.co.jp/contact/?service=web
boardroom.inc,https://boardroom.co.jp,〒155-0031 東京都世田谷区北沢1,,,SNS platform + operation service,https://boardroom.co.jp/service | https://boardroom.co.jp/company | https://boardroom.co.jp/contact
オイシーズ株式会社,https://oishes.com,〒486-0809 愛知県春日井市町屋町3,,,SNS platform + operation service,https://oishes.com/news/topics/kasugai1001/ | https://oishes.com/corporate/about-oishes/ | https://oishes.com/corporate/ | https://oishes.com/corporate/message/
榊原建設株式会社は尾張地方で100年一般住宅から大型建物建設してきたプロフェッショナル企業です,https://www.sakakibara-cons.co.jp,〒491-0854 愛知県一宮市北園通２,0586-73-6831,,SNS platform + operation service,https://www.sakakibara-cons.co.jp/com/csr | https://www.sakakibara-cons.co.jp/contact/ | https://www.sakakibara-cons.co.jp/service | https://www.sakakibara-cons.co.jp/com
株式会社リマド,https://re-mado.co.jp,〒491-0813 愛知県一宮市千秋町町屋字宮浦6,0586-76-9981,,SNS platform + operation service,https://re-mado.co.jp/recruit/detail-3 | https://re-mado.co.jp/service | https://re-mado.co.jp/company | https://re-mado.co.jp/contact
