company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
株式会社サンロフト,https://www.sunloft.co.jp,〒425-0074 静岡県焼津市柳新屋4,054-626-3366,,SNS platform + operation service,https://www.sunloft.co.jp/newsrelease/pressrelease/20250916/28071/ | https://www.sunloft.co.jp/profile/belief/ | https://www.sunloft.co.jp/profile/belief/ | https://www.sunloft.co.jp/profile/message/,A,18,9,0
株式会社cantik,https://cantik.co.jp,〒252-0314 神奈川県相模原市南区南台5,080-7084-3102,,SNS運用 / SNS運用代行 / SNSマーケティング,https://cantik.co.jp/areas/shizuoka/ | https://cantik.co.jp/about/ | https://cantik.co.jp/contact/ | https://cantik.co.jp/contact/?service=web,A,18,97,17
ひまわりネットワーク株式会社,https://www.himawari.co.jp,〒471-0061 愛知県豊田市若草町3,0565-35-3344,,SNS platform + operation service,https://www.himawari.co.jp/business/service/event/ | https://www.himawari.co.jp/business/service/monitakun/ | https://www.himawari.co.jp/business/service/wi-fi/ | https://www.himawari.co.jp/business/service/office_network/,A,18,83,0
株式会社サイドスペース,https://side-space.com,〒448-0855 愛知県刈谷市大正町3,,,YouTube運用代行 / SNS広告運用,https://side-space.com/company/ | https://side-space.com/service/ | https://side-space.com/contact/,A,18,4,0
株式会社ロジセンス LOGISENSE Inc.,https://logisense.co.jp,〒516-0007 三重県伊勢市小木町1,0596-65-7545,,SNS platform + operation service,https://logisense.co.jp/company/ | https://logisense.co.jp/about/ | https://logisense.co.jp/company/ | https://logisense.co.jp/service/,A,18,6,0
株式会社ファンフェアファンファーレ,https://funfairfanfare.com,〒525-0034 滋賀県草津市草津2,077-566-5353,,SNS platform + operation service,https://funfairfanfare.com/%E3%81%88%E3%81%B5%E3%81%88%E3%82%80%E8%8D%89%E6%B4%A5%E3%83%AD%E3%82%B1%E3%83%83%E3%83%84785-%E3%81%95%E3%82%93%E3%81%B8-%E6%BB%8B%E8%B3%80%E7%9C%8C%E8%8D%89%E6%B4%A5%E5%B8%82/ | https://funfairfanfare.com/pricelist-website/ | https://funfairfanfare.com/pricelist-website/support-research/ | https://funfairfanfare.com/corporate-profile/,A,18,15,0
株式会社 RISE ATHLETE,https://www.rise-athlete.co.jp,〒541-0059 大阪府大阪市中央区博労町1,,,SNS運用 / SNSマーケティング / SNS運用代行,https://www.rise-athlete.co.jp/works/works_178/ | https://www.rise-athlete.co.jp/contact/ | https://www.rise-athlete.co.jp/service/ | https://www.rise-athlete.co.jp/company/,A,18,7,0
株式会社NaraDeWa,https://nara-dewa.com,〒634-0804 奈良県橿原市内膳町5,,,SNS運用,https://nara-dewa.com/about/ | https://nara-dewa.com/service/ | https://nara-dewa.com/company/ | https://nara-dewa.com/contact/,A,18,12,0
Curiver Inc.,https://curiver.com,〒329-1305 栃木県さくら市狭間田1,,,SNS運用 / SNS運用代行,https://curiver.com/recruit/marketer/ | https://curiver.com/service/seo/ | https://curiver.com/service/sns/ | https://curiver.com/service/web-marketing/,A,18,8,0
オーパスプラン有限会社,https://opus-plan.net,〒680-8570 鳥取県鳥取市東町１,,,SNS運用代行,https://opus-plan.net/area/tottori/ | https://opus-plan.net/aboutus/ | https://opus-plan.net/services/,A,18,6,7
（株式会社サンロフト内）,https://www.fujiedamirai.jp,〒426-0067 静岡県 藤枝市 前島1,054-626-3366,,SNS platform + operation service,https://www.fujiedamirai.jp/,A,16,30,0
"iRidge, Inc.",https://iridge.jp,〒106-0041 東京都港区麻布台1,03-6441-2325,,SNS platform + operation service,https://iridge.jp/news/202304/33783/ | https://iridge.jp/service/ | https://iridge.jp/service/reason/ | https://iridge.jp/service/appbox/,A,16,7,0
コクー株式会社,https://cocoo.co.jp,〒530-0017 大阪府大阪市北区角田町8,03-6328-3630,,SNS platform + operation service,https://cocoo.co.jp/tag/%E5%9C%B0%E6%96%B9%E5%89%B5%E7%94%9F/ | https://cocoo.co.jp/about/ | https://cocoo.co.jp/service/ | https://cocoo.co.jp/service/ai/,A,16,3,0
明洋情報システム株式会社,https://maido-navi.com,〒578-0932 大阪府東大阪市玉串町東1,06-6720-7826,,SNS platform + operation service,https://maido-navi.com/page.php?ac=a1613632820 | https://maido-navi.com/search_map.php?map_mode=big_map | https://maido-navi.com/121.php,A,16,16,0
株式会社宝塚デザイン,https://base-takarazuka.com,〒665-0003 兵庫県宝塚市湯本町2,0797-24-9030,,SNS運用 / インスタ運用,https://base-takarazuka.com/ | https://base-takarazuka.com/about/ | https://base-takarazuka.com/access/ | https://base-takarazuka.com/contact/,A,16,44,0
2026 Mother and Children inc. All right reserved.,https://mother-children.jp,〒721-0975 広島県福山市西深津町1,084-944-6222,,SNS運用代行 / SNS運用支援,https://mother-children.jp/tag/ec-consulting | https://mother-children.jp/about | https://mother-children.jp/service/website | https://mother-children.jp/service/ad,A,16,3,0
株式会社マテリアルプラス,https://fukuyamawork.com,〒721-0942 広島県福山市引野町１,084-946-5233,,SNS platform + operation service,https://fukuyamawork.com/50pack/ | https://fukuyamawork.com/company/ | https://fukuyamawork.com/company/ | https://fukuyamawork.com/system-contact/,A,16,5,0
ASUE Inc. All Rights Reserved.,https://recruit-asue.info,〒105-0014 東京都港区芝一丁目,052-212-7917,,SNS運用,https://recruit-asue.info/mid-career/marketing/ | https://recruit-asue.info/company/ | https://recruit-asue.info/about/,A,14,2,0
株式会社アババイ,https://www.ababai.nagoya,〒465-0025 愛知県名古屋市名東区上社4,052-715-6060,,SNSマーケティング / SNS運用代行,https://www.ababai.nagoya/company | https://www.ababai.nagoya/contact | https://www.ababai.nagoya/about | https://www.ababai.nagoya/contact,A,14,16,0
アプライド株式会社（アプライドグループ）,https://recruit.applied-g.jp,〒812-0007 福岡県福岡市博多区東比恵3,092-481-7801,,SNS platform + operation service,https://recruit.applied-g.jp/cd50th/wakatesyain/ | https://recruit.applied-g.jp/cd50th/about_appliedgroup/ | https://recruit.applied-g.jp/cd50th/companyprofile/,A,14,21,0
株式会社レポハピ​,https://www.repohappy.co.jp,〒530-0004 大阪府大阪市北区堂島浜 1,,,SNS platform + operation service,https://www.repohappy.co.jp/value/ | https://www.repohappy.co.jp/profile/ | https://www.repohappy.co.jp/design_subscription/,A,14,2,0
株式会社コネクトビビ,https://connectbibi.com,〒526-0031 滋賀県長浜市八幡東町1,,,SNS運用,https://connectbibi.com/company/ | https://connectbibi.com/service/ | https://connectbibi.com/contact/,A,14,2,0
ペタビット株式会社 Petabit Corporation,https://www.petabit.co.jp,〒102-0071 東京都千代田区富士見2,078-200-2022,,SNS platform + operation service,https://www.petabit.co.jp/access/ | https://www.petabit.co.jp/about/ | https://www.petabit.co.jp/service/ | https://www.petabit.co.jp/contact/,A,14,6,0
株式会社リコネクト,https://www.active-hiroshima.jp,〒730-0811 広島県広島市中区中島町3,082-247-0221,,SNS platform + operation service,https://www.active-hiroshima.jp/activenews/20240903start-production/ | https://www.active-hiroshima.jp/contact/ | https://www.active-hiroshima.jp/about/ | https://www.active-hiroshima.jp/about/?anchor-id=access,A,14,13,0
株式会社カチカは、,https://saiyo-support.net,〒422-8061 静岡県静岡市駿河区森下町1,,,SNS platform + operation service,https://saiyo-support.net/success/ | https://saiyo-support.net/contact/ | https://saiyo-support.net/company/,A,12,9,0
榊原建設株式会社は尾張地方で100年一般住宅から大型建物建設してきたプロフェッショナル企業です,https://www.sakakibara-cons.co.jp,〒491-0854 愛知県一宮市北園通２,0586-73-6831,,SNS platform + operation service,https://www.sakakibara-cons.co.jp/com/csr | https://www.sakakibara-cons.co.jp/contact/ | https://www.sakakibara-cons.co.jp/service | https://www.sakakibara-cons.co.jp/com,A,12,21,0
株式会社コムデザインラボ,https://design-kom.com,〒451-0051 愛知県名古屋市西区則武新町4,052-253-9571,,SNS platform + operation service,https://design-kom.com/design/w120sanken/ | https://design-kom.com/contact.html | https://design-kom.com/soudan.html | https://design-kom.com/about.html,A,12,52,0
株式会社メイヴン,https://mavens.jp,〒513-0809 三重県鈴鹿市西条五丁目,059-383-1560,,SNS platform + operation service,https://mavens.jp/about/business/media.php | https://mavens.jp/about/company.php | https://mavens.jp/about/works/ | https://mavens.jp/about/business/,A,12,9,0
株式会社バリューズフュージョン,https://valuesfusion.jp,〒107-0052 東京都港区赤坂９,050-3137-0728,,SNS platform + operation service,https://valuesfusion.jp/topics/3070/ | https://valuesfusion.jp/company/ | https://valuesfusion.jp/service/ | https://valuesfusion.jp/contact/,A,12,8,0
2026 Starbride Inc All Rights Reserved.,https://www.starbride.jp,〒520-3015 滋賀県栗東市安養寺3,090-3687-4068,,SNS広告運用,https://www.starbride.jp/about/ | https://www.starbride.jp/contact/,A,12,3,0
株式会社AD.EAST（英文商号 AD.EAST INC.）,https://www.adeast.net,〒550-0014 大阪府大阪市西区北堀江2,06-4390-4990,,SNS platform + operation service,https://www.adeast.net/recruit/recruit.html | https://www.adeast.net/company/greeting.html | https://www.adeast.net/contact/contact.html,A,12,36,0
株式会社ブルーストーク,https://bluestork.jp,〒566-0062 大阪府摂津市鳥飼上3,06-6371-1135,,SNS platform + operation service,https://bluestork.jp/web/ | https://bluestork.jp/ | https://bluestork.jp/about/ | https://bluestork.jp/contact/,A,12,27,0
Aidma Holdings Inc. All Rights Reserved.,https://biz-maps.com,〒611-0001 京都府宇治市六地蔵札ノ辻町3,,,SNS platform + operation service,https://biz-maps.com/s/cities/262048?page=3&ph=%242y%2405%24cPCQPFF7Dd14wVZyuDEa8Oka8Xb6LDdEOl6PnEHRohmNNOsKEmv7i | https://biz-maps.com/contact,A,12,32,0
株式会社 米谷,https://www.p-yonetani.com,〒532-0034 大阪府大阪市淀川区野中北2,06-6150-1328,,SNS運用,https://www.p-yonetani.com/web-sns | https://www.p-yonetani.com/business | https://www.p-yonetani.com/company | https://www.p-yonetani.com/company-profile,A,12,7,0
株式会社プリンシプル,https://keel-web.com,〒650-0024 兵庫県神戸市中央区海岸通2,078-381-7035,,SNS platform + operation service,https://keel-web.com/contact/ | https://keel-web.com/about/ | https://keel-web.com/about/core_purpose/ | https://keel-web.com/about/core_value/,A,12,16,0
アールアイコンサルティング株式会社,https://ri-c.co.jp,〒530-0001 大阪府大阪市北区梅田1,06-6131-6462,,SNS platform + operation service,https://ri-c.co.jp/ | https://ri-c.co.jp/overview/ | https://ri-c.co.jp/contact/,A,12,2,0
名：株式会社ミラタス,https://satsueiplus.com,〒550-0004 大阪府大阪市西区靱本町2,06-4400-8324,,SNS platform + operation service,https://satsueiplus.com/faq/ | https://satsueiplus.com/contact/ | https://satsueiplus.com/company/ | https://satsueiplus.com/contact/contact_form/,A,12,6,0
株式会社シティライフNEW,https://citylife-new.com,〒566-0001 大阪府摂津市千里丘1,06-6338-0640,,SNS platform + operation service,https://citylife-new.com/newspost/9316/ | https://citylife-new.com/company/ | https://citylife-new.com/company/about/,A,12,9,0
株式会社サイジング,https://sizing.co.jp,〒651-0094 兵庫県神戸市中央区琴ノ緒町2,078-291-4190,,SNS platform + operation service,https://sizing.co.jp/webdesign/ | https://sizing.co.jp/securityservice/ | https://sizing.co.jp/company/ | https://sizing.co.jp/contact/,A,12,4,0
株式会社Spread,https://spread-recruit.jp,〒530-0027 大阪府大阪市北区堂山町1,06-4400-8718,,SNSマーケティング / SNS運用 / SNS運用支援,https://spread-recruit.jp/recruit/detail/48264/ | https://spread-recruit.jp/gnaviplus/service/ | https://spread-recruit.jp/gnaviplus/company/,A,12,5,2
株式会社 アールエスタイチ,https://www.rs-taichi.co.jp,〒577-0063 大阪府東大阪市川俣1,06-6785-0513,,SNS運用,https://www.rs-taichi.co.jp/recruit/graduates/ | https://www.rs-taichi.co.jp/company/ | https://www.rs-taichi.co.jp/contact/,A,12,18,0
MIRARTHホールディングス株式会社,https://mirarth.co.jp,〒100-0005 東京都千代田区丸の内1,,,SNS platform + operation service,https://mirarth.co.jp/news/20260120151500.html | https://mirarth.co.jp/corporate/mirai-for-earth/ | https://mirarth.co.jp/corporate/ | https://mirarth.co.jp/corporate/topms/,A,12,13,0
