company_name,url,address,phone,maps_url,status
株式会社地域ブランディング研究所,https://chibra.co.jp,〒111-0034 東京都台東区雷門2-20-3 アクアテルースUⅡ 8F,03-5246-4248,,
株式会社グローカル,https://www.glcl.co.jp,〒102-0073 東京都千代田区九段北1丁目4-3 GM九段下8・9階,050-3852-2703,,
デジタルプロモーション株式会社,https://digitalpromotion.co.jp,〒231-0007 神奈川県横浜市中区弁天通6-85 宇徳ビルディング4F,045-670-7640,,
K・Pクリエイションズ株式会社,https://www.koyanagi.co.jp,〒880-0803 宮崎県宮崎市旭1-6-25,0985-24-4155,,
株式会社モノガタリ,https://monogatari-biz.com,〒190-0003 東京都立川市栄町4丁目36-4,,,
sembear合同会社,https://sembear.biz,〒151-0071 東京都渋谷区本町1-20-2 パルムハウス初台801,050-3701-1977,,
株式会社JR東海エージェンシー,https://www.jrta.co.jp,〒108-0075 東京都港区港南2-1-95 JR東海品川ビルB棟7F,,,
株式会社シャイニング沖縄,https://shining-okinawa.jp,〒900-0032 沖縄県那覇市松山1-4-12 高田産業ビル31号,,,
合同会社Marketing Lab,https://www.marketerlab.net,東京都港区北青山1-3-3 三橋ビル3階,,,
株式会社Muku,https://www.mukucompany.com,東京都中央区銀座1-22-11 2階,,,
GlocalGlow株式会社,https://www.glocal-glow.jp,〒997-1321 山形県東田川郡三川町大字押切新田字三本木80番地,050-8894-7128,,
リージョナルリング株式会社,https://www.regionalring.com,東京都渋谷区恵比寿4-8-3 URABANKARA302,,,
Gaku株式会社,https://ga-ku.co.jp,〒530-0016 大阪府大阪市北区中崎3丁目4番地13号,050-5468-6592,,
株式会社イーダブリュエムジャパン,https://ewm.co.jp,〒103-0027 東京都中央区日本橋3-6-2 日本橋フロント1階 ビジネスエアポート,,,手動送信要
株式会社INAZUMA,https://inazuma.tokyo,〒160-0022 東京都新宿区新宿三丁目12番4号 新宿Nタウンプラザ309号,03-4595-0128,,
株式会社SATORU,https://satoru-co.jp,〒969-3301 福島県耶麻郡磐梯町大字磐梯字道割堂260-4,050-1724-3106,,
株式会社プロモ・ラボ,https://www.promolab.jp,〒150-0002 東京都渋谷区渋谷3丁目27番4 ナカヤビル,03-6416-1787,,
株式会社ふるらぶ,https://furu.love,〒105-0014 東京都港区芝2-5-19 ITOビル2階,,,
合同会社GIRO,https://girobranding.jp,〒321-0158 栃木県宇都宮市西川田本町1-12-35,,,
