company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
EC・ヴィレッジ株式会社,http://ec-v.jp,〒980-0811 宮城県仙台市青葉区一番,022-399-8816,,SNS platform + operation service,http://ec-v.jp/ | http://ec-v.jp/service | http://ec-v.jp/company | http://ec-v.jp/contact,A,18,6,0
株式会社アビリブ,https://abilive.co.kr,〒150-0041 東京都渋谷区神南1,03-6712-6018,,SNSマーケティング / SNS運用,https://abilive.co.kr/,A,18,4,0
株式会社mooo-up,https://mooo-up.com,〒130-0013 東京都墨田区錦糸1,,,SNS platform + operation service,https://mooo-up.com/information/%E6%B4%BB%E5%8B%95%E5%A0%B1%E5%91%8A/?srsltid=AfmBOoqwGeJh7youbDXkGdXry-U4y-3J0Cq3HQxajkNL3FievdYKhko7 | https://mooo-up.com/company/ | https://mooo-up.com/contact/ | https://mooo-up.com/,A,18,4,0
オーパスプラン有限会社,https://opus-plan.net,〒020-8507 岩手県盛岡市清水町１,,,SNS運用代行,https://opus-plan.net/area/iwate/ | https://opus-plan.net/aboutus/ | https://opus-plan.net/services/,A,18,6,7
株式会社ウェブライト,https://weblight.jp,〒960-8031 福島県福島市三河南町１,024-572-4404,,SNS platform + operation service,https://weblight.jp/about/ | https://weblight.jp/contact/ | https://weblight.jp/terms-of-service/,A,18,5,0
ソラノデザイン合同会社,https://kanazawa-homepage.jp,〒920-0852 石川県金沢市此花町5,050-6883-9715,,SNSマーケティング,https://kanazawa-homepage.jp/column/ | https://kanazawa-homepage.jp/service/ | https://kanazawa-homepage.jp/contact/ | https://kanazawa-homepage.jp/column/column-1174/,A,18,9,1
主催：Allied Architects 株式会社,https://service.aainc.co.jp,〒150-0001 東京都渋谷区神宮前5,,,SNS広告運用,https://service.aainc.co.jp/seminar/20260612_data-creative-summit | https://service.aainc.co.jp/kaname-ax | https://service.aainc.co.jp/3do1 | https://service.aainc.co.jp/policy/user-data-external-1,A,18,5,0
株式会社アビリブ,https://www.abilive.tw,〒150-0041 東京都渋谷区神南1,03-5990-4855,,SNSマーケティング / SNS運用,https://www.abilive.tw/,A,18,8,0
株式会社ディーアイシー,https://www.d-ic.com,〒373-0026 群馬県太田市東本町2,0276-60-5440,,SNS platform + operation service,https://www.d-ic.com/feature | https://www.d-ic.com/company | https://www.d-ic.com/service | https://www.d-ic.com/service/home-page,A,18,19,0
Curiver Inc.,https://curiver.com,〒329-1305 栃木県さくら市狭間田1,,,SNS運用 / SNS運用代行,https://curiver.com/service/ | https://curiver.com/service/seo/ | https://curiver.com/service/sns/ | https://curiver.com/service/web-marketing/,A,18,10,0
合同会社ウェブタン,https://www.web-tan.jp,〒125-0032 東京都葛飾区水元2,,,SNS platform + operation service,https://www.web-tan.jp/case/rinshow-token.php | https://www.web-tan.jp/service/ | https://www.web-tan.jp/about/ | https://www.web-tan.jp/contact/,A,18,13,7
株式会社コプロシステム,https://www.coprosystem.co.jp,〒141-0022 東京都品川区東五反田1,03-5424-4050,,SNS platform + operation service,https://www.coprosystem.co.jp/ec-box-lp | https://www.coprosystem.co.jp/about | https://www.coprosystem.co.jp/company-info | https://www.coprosystem.co.jp/company-message,A,18,7,0
株式会社リル,https://marketing.lill.co.jp,〒440-0876 愛知県豊橋市西松山町3,,,SNS運用,https://marketing.lill.co.jp/ | https://marketing.lill.co.jp/business/ | https://marketing.lill.co.jp/form/ | https://marketing.lill.co.jp/article102/,A,18,4,0
株式会社アイティベル,https://it-bell.com,〒211-0063 神奈川県川崎市中原区小杉町 3,,,SNS platform + operation service,https://it-bell.com/knowledge_category/marketing/ | https://it-bell.com/services/ | https://it-bell.com/services/contentmarketing-strategy/ | https://it-bell.com/services/nurturing-strategy/,A,18,4,0
株式会社レルモ,https://lermo.co.jp,〒171-0014 東京都豊島区池袋２,03-5962-1500,,SNSマーケティング,https://lermo.co.jp/service/our-solution/ | https://lermo.co.jp/company/ | https://lermo.co.jp/service/ | https://lermo.co.jp/contact/,A,18,21,0
株式会社ガラパゴス,https://airdesign.ai,〒101-0051 東京都千代田区神田神保町2,03-6256-9471,,SNS platform + operation service,https://airdesign.ai/content/lp030/ | https://airdesign.ai/contact/ | https://airdesign.ai/industry/service/ | https://airdesign.ai/company/,A,18,33,0
株式会社cantik,https://cantik.co.jp,〒252-0314 神奈川県相模原市南区南台5,080-7084-3102,,SNS運用 / SNSマーケティング,https://cantik.co.jp/shigyo/ | https://cantik.co.jp/about/ | https://cantik.co.jp/contact/ | https://cantik.co.jp/contact/?service=web,A,18,113,18
株式会社シーエムエー,https://www.akindo2000.net,〒430-7715 静岡県浜松市中央区板屋町1,053-459-1510,,SNS platform + operation service,https://www.akindo2000.net/portfolio/mmdnet/ | https://www.akindo2000.net/internetad/partner-support.php | https://www.akindo2000.net/company/ | https://www.akindo2000.net/company/about.php,A,18,9,0
株式会社Milestone,https://milestone-net.com,〒410-0001 静岡県沼津市足高3,,,SNS運用代行 / SNS運用,https://milestone-net.com/shizuoka-btob-system-development/ | https://milestone-net.com/service/ | https://milestone-net.com/service/ | https://milestone-net.com/service/,A,18,5,0
株式会社Shinker,https://shizuoka-hp.jp,〒420-0031 静岡県静岡市葵区呉服2,,,SNS platform + operation service,https://shizuoka-hp.jp/service/improve/ | https://shizuoka-hp.jp/service/ | https://shizuoka-hp.jp/service/corporate/ | https://shizuoka-hp.jp/service/lp/,A,18,11,0
株式会社4C's AD,https://4cs-ad.co.jp,〒220-0011 神奈川県横浜市西区高島二丁目,,,Meta広告運用,https://4cs-ad.co.jp/service/ | https://4cs-ad.co.jp/about/ | https://4cs-ad.co.jp/service/website/ | https://4cs-ad.co.jp/service/premium-website/,A,18,9,1
株式会社ブレーン,https://www.brain-ad.com,〒410-0001 静岡県沼津市足高2,055-926-8585,,SNSマーケティング / Instagram運用 / TikTok運用 / TikTok運用代行,https://www.brain-ad.com/topics/ | https://www.brain-ad.com/service/ | https://www.brain-ad.com/service/boxs/ | https://www.brain-ad.com/service/bmis/,A,18,4,1
株式会社博士.com,https://www.j-s-p.com,〒180-0002 東京都武蔵野市吉祥寺東町１,0120-965-805,,SNS platform + operation service,https://www.j-s-p.com/seo/ | https://www.j-s-p.com/analysis_tool/ | https://www.j-s-p.com/contact_form/,A,16,431,0
2026 UPDATE inc. All rights reserved.,https://www.update-up.com,〒541-0056 大阪府大阪市中央区久太郎町2,,,SNS運用支援,https://www.update-up.com/news/update_funding2 | https://www.update-up.com/service/sns-recruiting | https://www.update-up.com/service/other-domains-recruiting | https://www.update-up.com/service/nail,A,16,12,0
有限会社イー・オフィス,https://e-office.gr.jp,〒390-0811 長野県松本市中央1,0263-32-2222,,SNS platform + operation service,https://e-office.gr.jp/disclaimer | https://e-office.gr.jp/contact,A,16,11,0
2012–2026 Nexter Inc. All rights reserved.,https://nexter.tokyo,〒169-0072 東京都 新宿区 大久保 3,02-13-2986,,SNSマーケティング,https://nexter.tokyo/%E3%83%9E%E3%83%BC%E3%83%A9%E3%83%BC%E3%82%BF%E3%83%B3%E3%82%92%E5%85%A8%E5%9B%BD%E3%81%AB%EF%BC%81%E3%80%8C-%E3%81%8A%E3%81%86%E3%81%A1%E3%81%A7%E3%83%9E%E3%83%BC%E3%83%A9%E3%83%BC%E3%82%BF%E3%83%B3/ | https://nexter.tokyo/company/ | https://nexter.tokyo/ | https://nexter.tokyo/contact/,A,16,18,4
2024 Adaptique Inc.,https://adaptique.jp,〒362-0034 埼玉県上尾市愛宕３,,,SNS platform + operation service,https://adaptique.jp/news/20251112/ | https://adaptique.jp/service/ | https://adaptique.jp/gtmhack/ | https://adaptique.jp/shortad-boost-lp/,A,16,4,0
株式会社ビーツ,https://www.beeats.co.jp,〒541-0041 大阪府大阪市中央区 北浜2,06-6351-8835,,SNS platform + operation service,https://www.beeats.co.jp/company/ | https://www.beeats.co.jp/service/ | https://www.beeats.co.jp/service/sp_tool/ | https://www.beeats.co.jp/service/promotion/,A,16,39,0
株式会社 ネット・ビー・ウェイブ,https://site-support.jp,〒231-0032 神奈川県横浜市中区不老町1,045-489-6381,,SNS運用 / SNSマーケティング,https://site-support.jp/%E4%B8%AD%E5%B0%8F%E4%BC%81%E6%A5%AD%E5%90%91%E3%81%91%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8%E5%88%B6%E4%BD%9C/ | https://site-support.jp/%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%E3%81%BE%E3%81%A7%E3%81%AE%E6%B5%81%E3%82%8C/ | https://site-support.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/ | https://site-support.jp/%E3%81%8A%E5%95%8F%E5%90%88%E3%81%9B/,A,16,10,2
SAPIONEXT Inc. All Rights Reserved.,https://sapionext.co.jp,〒251-0028 神奈川県藤沢市鵠沼石上1,0466-61-3939,,SNSマーケティング / instagram運用 / SNS運用,https://sapionext.co.jp/about | https://sapionext.co.jp/service | https://sapionext.co.jp/contact | https://sapionext.co.jp/contact,A,16,6,4
Nikkei Inc. All rights reserved.,https://messe.nikkei.co.jp,〒001-0906 北海道 札幌市北区新琴似六条五丁目,,,SNS platform + operation service,https://messe.nikkei.co.jp/exhibitor/info/RT/ja/25023 | https://messe.nikkei.co.jp/inquiry/form/RT/25023 | https://messe.nikkei.co.jp/exhibitor/category/RT/ja/447,A,14,78,1
Aidma Holdings Inc. All Rights Reserved.,https://biz-maps.com,〒552-0016 大阪府大阪市港区三先1,,,SNS運用代行,https://biz-maps.com/item/B2ZBvn7dZV | https://biz-maps.com/contact | https://biz-maps.com/item/B2lv3v5RZV | https://biz-maps.com/s/b-inds/100,A,14,21,0
株式会社 ナナイロ,https://nanairo-inc.jp,〒980-0014 宮城県仙台市青葉区本町2,022-200-9006,,SNS platform + operation service,https://nanairo-inc.jp/service/ecsitesolution/,A,14,6,0
株式会社コネクト,https://www.ni-connect.co.jp,〒024-0081 岩手県北上市有田町9,0197-62-7790,,SNS運用,https://www.ni-connect.co.jp/service/snsweb/ | https://www.ni-connect.co.jp/service/ | https://www.ni-connect.co.jp/service/network/ | https://www.ni-connect.co.jp/service/software/,A,14,2,0
インターノウス株式会社,https://octopass.jp,〒106-0032 東京都港区六本木１,03-6205-7707,,SNS platform + operation service,https://octopass.jp/2969/ | https://octopass.jp/about/ | https://octopass.jp/career-contact/ | https://octopass.jp/5120/,A,14,5,0
株式会社YAMABE,https://www.yamabe-jim.com,〒933-0802 富山県高岡市蓮花寺1,0766-25-1881,,SNS platform + operation service,https://www.yamabe-jim.com/eigyou/ | https://www.yamabe-jim.com/company/ | https://www.yamabe-jim.com/service/ | https://www.yamabe-jim.com/kcontact/,A,14,2,0
シナジーマーケティング株式会社,https://corp.synergy-marketing.co.jp,〒530-0003 大阪府大阪市北区堂島1,06-4797-2300,,SNS platform + operation service,https://corp.synergy-marketing.co.jp/business | https://corp.synergy-marketing.co.jp/aboutus | https://corp.synergy-marketing.co.jp/business | https://corp.synergy-marketing.co.jp/company,A,14,2,0
株式会社TONOSAMA,https://tono-webmarketing.com,〒918-8004 福井県福井市西木田2,,,Instagram広告運用,https://tono-webmarketing.com/instagram/ | https://tono-webmarketing.com/contact/,A,14,2,7
株式会社VELTEXスポーツエンタープライズ,https://veltex.co.jp,〒422-8067 静岡県静岡市駿河区南町1,,,SNSマーケティング / SNS広告運用,https://veltex.co.jp/news/detail/id=47400 | https://veltex.co.jp/team/company/ | https://veltex.co.jp/static_page/aboutvelmeshi_new/ | https://veltex.co.jp/company/,A,14,2,0
株式会社 Apset,https://apset.co.jp,〒241-0014 神奈川県横浜市旭区市沢町 1,,,SNS platform + operation service,https://apset.co.jp/top/service/degital-solutions/ | https://apset.co.jp/top/about/ | https://apset.co.jp/top/service/ | https://apset.co.jp/top/contact/,A,14,5,0
