"company_name","url","address","phone","maps_url","area_hint","query"
"㈱アスタリスク","http://www.ast-risk.net/","旭川市 ８条通８丁目43−５ ８条ビル","0166-24-5155","https://www.google.com/maps/place/%E3%88%B1%E3%82%A2%E3%82%B9%E3%82%BF%E3%83%AA%E3%82%B9%E3%82%AF/data=!4m7!3m6!1s0x5f0ce6730ca9b09f:0xb82ea066f9a6918d!8m2!3d43.7734325!4d142.3637941!16s%2Fg%2F1tdbwk6b!19sChIJn7CpDHPmDF8RjZGm-WagLrg?authuser=0&hl=ja&rclk=1","旭川市","旭川市 SEO対策会社"
"FLOKKA","https://flokka-22.com/","旭川市 台場２条２丁目５ ５番２号","090-7583-4717","https://www.google.com/maps/place/FLOKKA/data=!4m7!3m6!1s0x5f0cef4473b96155:0x4c3c13c5b9469893!8m2!3d43.7681194!4d142.2818807!16s%2Fg%2F11frrg89mj!19sChIJVWG5c0TvDF8Rk5hGucUTPEw?authuser=0&hl=ja&rclk=1","旭川市","旭川市 SEO対策会社"
"岩間創作室","https://iwama-artwork.com/","旭川市 忠和４条４丁目３−３","090-9844-3365","https://www.google.com/maps/place/%E5%B2%A9%E9%96%93%E5%89%B5%E4%BD%9C%E5%AE%A4/data=!4m7!3m6!1s0x83ebcc96a5efc759:0xd1426f29f3efb47c!8m2!3d43.7780831!4d142.3146002!16s%2Fg%2F11lykx_2yz!19sChIJWcfvpZbM64MRfLTv8ylvQtE?authuser=0&hl=ja&rclk=1","旭川市","旭川市 ホームページ集客支援"
"TUKASA企画合同会社","https://tukasa-kikaku.com/","旭川市 神楽岡１４条４丁目３−１０","0166-64-6655","https://www.google.com/maps/place/TUKASA%E4%BC%81%E7%94%BB%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE/data=!4m7!3m6!1s0x5f0ce75b94667a7f:0x5524ab2d40fc707d!8m2!3d43.739587!4d142.3591664!16s%2Fg%2F11pc0s3m1n!19sChIJf3pmlFvnDF8RfXD8QC2rJFU?authuser=0&hl=ja&rclk=1","旭川市","旭川市 ホームページ集客支援"
"マーケティングリサーチ函館","https://mktg-r.com/","函館市 川原町８−１４","090-6693-9726","https://www.google.com/maps/place/%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E3%83%AA%E3%82%B5%E3%83%BC%E3%83%81%E5%87%BD%E9%A4%A8/data=!4m7!3m6!1s0x5f9ef53d7a0049a9:0xc89e21115b992040!8m2!3d41.7937626!4d140.771246!16s%2Fg%2F11jsmpq4j4!19sChIJqUkAej31nl8RQCCZWxEhnsg?authuser=0&hl=ja&rclk=1","函館市","函館市 SEO対策会社"
"㈱スタイルシックス｜STYLE6 Inc.","https://style6.com/","函館市 五稜郭町７−１０","0138-84-6204","https://www.google.com/maps/place/%E3%88%B1%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB%E3%82%B7%E3%83%83%E3%82%AF%E3%82%B9%EF%BD%9CSTYLE6+Inc./data=!4m7!3m6!1s0x5f9ef538bd75c2df:0x735c581ee63e6211!8m2!3d41.7944749!4d140.7495123!16s%2Fg%2F11nfw4dmd4!19sChIJ38J1vTj1nl8REWI-5h5YXHM?authuser=0&hl=ja&rclk=1","函館市","函館市 SEO対策会社"
"有限会社リバーマーケティング","https://www.river-m.com/company/","函館市 日乃出町２２−３８","0138-87-2260","https://www.google.com/maps/place/%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E3%83%AA%E3%83%90%E3%83%BC%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0/data=!4m7!3m6!1s0x5f9ef300603b2823:0x4efc0c91e2876647!8m2!3d41.7742903!4d140.7538586!16s%2Fg%2F11ms3kjc7r!19sChIJIyg7YADznl8RR2aH4pEM_E4?authuser=0&hl=ja&rclk=1","函館市","函館市 SEO対策会社"
"パソコンやウェブ周りの函館オンライン秘書「CRAZY OFFICE」","https://mmk0810.com/secretary/","函館市 海岸町5−３−４０２","090-7512-8731","https://www.google.com/maps/place/%E3%83%91%E3%82%BD%E3%82%B3%E3%83%B3%E3%82%84%E3%82%A6%E3%82%A7%E3%83%96%E5%91%A8%E3%82%8A%E3%81%AE%E5%87%BD%E9%A4%A8%E3%82%AA%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%B3%E7%A7%98%E6%9B%B8%E3%80%8CCRAZY+OFFICE%E3%80%8D/data=!4m7!3m6!1s0x5f9ef5b495f465b3:0x555cdd6e232c1cae!8m2!3d41.7791571!4d140.7310324!16s%2Fg%2F11mwm2tv_c!19sChIJs2X0lbT1nl8RrhwsI27dXFU?authuser=0&hl=ja&rclk=1","函館市","函館市 SEO対策会社"
"SEO TOKYO 青森駅前店","https://seo-tokyo.jp/aomori/","青森市 ￥3,000～4,000","017-763-0131","https://www.google.com/maps/place/SEO+TOKYO+%E9%9D%92%E6%A3%AE%E9%A7%85%E5%89%8D%E5%BA%97/data=!4m7!3m6!1s0x5f9b9fe254805e2f:0xb2fe733aa31d67c6!8m2!3d40.8283086!4d140.7356426!16s%2Fg%2F11x03hq272!19sChIJL16AVOKfm18Rxmcdozpz_rI?authuser=0&hl=ja&rclk=1","青森市","青森市 SEO対策会社"
"株式会社ワンクルー","http://one-clue.com/","仙台市 KTビル 4F, ４丁目-５-５ 榴岡","022-742-2033","https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%AF%E3%83%B3%E3%82%AF%E3%83%AB%E3%83%BC/data=!4m7!3m6!1s0x5f8a2819799c953f:0x3f76e21f328feac4!8m2!3d38.2587611!4d140.8866707!16s%2Fg%2F1ptx6ndbt!19sChIJP5WceRkoil8RxOqPMh_idj8?authuser=0&hl=ja&rclk=1","仙台市","仙台市 SEO対策会社"
