company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
有限会社 岡山商事,https://okayamacorporation.com,〒053-0015 北海道苫小牧市本幸町2,0144-33-6018,,SNS運用代行 / SNS運用,https://okayamacorporation.com/ | https://okayamacorporation.com/service/ | https://okayamacorporation.com/about/ | https://okayamacorporation.com/contact/,A,18,9,0
合同会社ベルキーファ,https://berkiefer.jp,〒153-0063 東京都目黒区目黒2,,,SNS広告運用,https://berkiefer.jp/blog/service/ichinoseki/ | https://berkiefer.jp/service/ | https://berkiefer.jp/profile/ | https://berkiefer.jp/contact/,A,18,21,0
株式会社スタビライザー,https://www.stabilizer.co.jp,〒141-0021 東京都品川区上大崎3,,,SNS platform + operation service,https://www.stabilizer.co.jp/company/about/ | https://www.stabilizer.co.jp/service/ | https://www.stabilizer.co.jp/service/marketing/ | https://www.stabilizer.co.jp/service/website/,A,18,7,0
オーパスプラン有限会社,https://opus-plan.net,〒020-8507 岩手県盛岡市清水町１,,,SNS運用代行,https://opus-plan.net/area/iwate/ | https://opus-plan.net/aboutus/ | https://opus-plan.net/services/,A,18,6,7
株式会社ファーストネットジャパン,https://gelatocms.com,〒541-0058 大阪府大阪市中央区南久宝寺町1,06-6777-3688,,SNS運用代行 / SNS運用,https://gelatocms.com/about/ | https://gelatocms.com/service/ | https://gelatocms.com/service/hpseisaku/ | https://gelatocms.com/service/maintenance/,A,18,54,1
株式会社ディーアイシー,https://www.d-ic.com,〒373-0026 群馬県太田市東本町2,0276-60-5440,,SNS platform + operation service,https://www.d-ic.com/works/6860 | https://www.d-ic.com/company | https://www.d-ic.com/service | https://www.d-ic.com/service/home-page,A,18,20,0
株式会社アレドレ,https://www.aredore.jp,〒373-0818 群馬県小舞木町 1,0276-55-2595,,SNS platform + operation service,https://www.aredore.jp/wp/ | https://www.aredore.jp/wp/category/service/ | https://www.aredore.jp/wp/service_a06/ | https://www.aredore.jp/wp/service_a01/,A,18,4,0
合同会社ConnectDesign,https://connect-design.biz,〒370-0314 群馬県太田市新田市野井町5,050-1808-5617,,SNS運用代行,https://connect-design.biz/news/%E3%81%A9%E3%81%AE%E6%A5%AD%E7%A8%AE%E3%81%A7%E3%82%82%E3%80%81sns%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C%E3%81%AF%E4%BE%9D%E9%A0%BC%E3%81%A7%E3%81%8D%E3%81%BE%E3%81%99%E3%81%8B%EF%BC%9F/ | https://connect-design.biz/service/ | https://connect-design.biz/service/ | https://connect-design.biz/service/,A,18,16,2
株式会社cantik,https://cantik.co.jp,〒252-0314 神奈川県相模原市南区南台5,080-7084-3102,,SNS運用 / SNS運用代行 / SNSマーケティング,https://cantik.co.jp/areas/saitama/ | https://cantik.co.jp/about/ | https://cantik.co.jp/contact/ | https://cantik.co.jp/contact/?service=web,A,18,97,17
株式会社アンフォルム,https://inform-tokyo.co.jp,〒151-0071 東京都渋谷区本町3,03-6300-0515,,SNS運用代行,https://inform-tokyo.co.jp/service/web/ | https://inform-tokyo.co.jp/contact/ | https://inform-tokyo.co.jp/service/ | https://inform-tokyo.co.jp/service/ai/,A,18,18,5
アイビスティ有限会社 ※ibisty（第5316267号）は当社の登録商標です。,https://ibisty.co.jp,〒150-0013 東京都渋谷区恵比寿4,,,SNS platform + operation service,https://ibisty.co.jp/mail-magazine/page/2/ | https://ibisty.co.jp/about/ | https://ibisty.co.jp/contact/ | https://ibisty.co.jp/mail-magazine/026-2/,A,18,13,1
合同会社ジェイライン,https://www.jdoga.net,〒380-0803 長野県長野市三輪2,026-252-5540,,SNS platform + operation service,https://www.jdoga.net/category/past-work/vr/ | https://www.jdoga.net/service/ | https://www.jdoga.net/service/ai-cm/ | https://www.jdoga.net/service/live/,A,18,5,0
とっかいどう株式会社,https://tokkaido.co.jp,〒085-0046 北海道釧路市新橋大通1,0154-64-9160,,SNS広告運用,https://tokkaido.co.jp/service/ | https://tokkaido.co.jp/company/ | https://tokkaido.co.jp/contact/,A,16,5,0
RSM汐留パートナーズ株式会社,https://shiodome.co.jp,〒085-0015 北海道釧路市北大通3,,,SNS運用,https://shiodome.co.jp/kushiro/ | https://shiodome.co.jp/services/tax-accounting/ | https://shiodome.co.jp/services/tax-accounting/accounting/ | https://shiodome.co.jp/services/tax-accounting/tax/,A,16,14,0
株式会社AXER,https://www.axer.co.jp,〒114-0014 東京都北区田端5,,,SNS platform + operation service,https://www.axer.co.jp/ | https://www.axer.co.jp/service/diagnosis.html,A,16,16,0
合同会社ウェール,https://ver-spring.jp,〒150-0002 東京都渋谷区渋谷2,,,SNS運用 / SNS運用代行,https://ver-spring.jp/message/ | https://ver-spring.jp/ | https://ver-spring.jp/contact/,A,16,3,0
Aidma Holdings Inc. All Rights Reserved.,https://biz-maps.com,〒064-0805 北海道札幌市中央区南五条西1,,,SNS広告運用 / SNS運用代行 / SNSマーケティング,https://biz-maps.com/s/prefs/1/m-inds/474 | https://biz-maps.com/contact,A,14,11,0
株式会社イデアエンタープライズ,https://idea-ep.com,〒371-0857 群馬県前橋市高井町1,027-255-1158,,SNS platform + operation service,https://idea-ep.com/hp-creation/works/t%E3%83%BBa%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/ | https://idea-ep.com/hp-creation/,A,14,24,0
ウェルビンマーケティング株式会社,http://wellbin-m.co.jp,〒359-0021 埼玉県所沢市東所沢2,04-2937-6405,,SNS platform + operation service,http://wellbin-m.co.jp/work/marketingconsulting/ | http://wellbin-m.co.jp/company/ | http://wellbin-m.co.jp/contact/,A,14,3,0
株式会社ハートクリエイト,https://www.monokuma.net,〒360-0024 埼玉県熊谷市問屋町2,048-532-5671,,SNS運用,https://www.monokuma.net/company/company-1945/ | https://www.monokuma.net/company/ | https://www.monokuma.net/contact/,A,14,3,0
株式会社タカネザワナイソウ工業,https://www.tnk-inc.com,〒270-0132 千葉県流山市駒木5,047-128-4470,,SNS platform + operation service,https://www.tnk-inc.com/blog/category1/203251 | https://www.tnk-inc.com/contact | https://www.tnk-inc.com/aboutus | https://www.tnk-inc.com/company,A,14,115,0
京成フロンティア企画株式会社,https://www.keisei-fk.jp,〒110-0003 東京都台東区根岸2,03-5808-7520,,LINE公式アカウント運用,https://www.keisei-fk.jp/works/%E9%96%A2%E6%9D%B1%E9%89%84%E9%81%93%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%A7%98%E3%80%80line%E5%85%AC%E5%BC%8F%E3%82%A2%E3%82%AB%E3%82%A6%E3%83%B3%E3%83%88%E9%81%8B%E7%94%A8%E3%81%A8%E3%81%8A/ | https://www.keisei-fk.jp/company/ | https://www.keisei-fk.jp/philosophy/ | https://www.keisei-fk.jp/contact/,A,14,2,0
