company_name,url,address,phone,maps_url,service_evidence,pages_checked
プライバシーポリシー,https://www.lycorp.co.jp/ja/company/privacypolicy/,〒102-8282 東京都千代田区紀尾井町1,,,SNS platform + operation service,https://www.lycorp.co.jp/ja/company/privacypolicy/ | https://www.lycorp.co.jp/ja/company/ | https://www.lycorp.co.jp/en/company/privacypolicy/ | https://www.lycorp.co.jp/ko/company/privacypolicy/
会社 概要,https://www.officeohana-aizu.com/about-4,〒965-0013 福島県会津若松市堤町1,,,Instagram運用代行,https://www.officeohana-aizu.com/about-4 | https://www.officeohana-aizu.com/about-4-1 | https://www.officeohana-aizu.com/about-4-2
ウェブマスター検定 合格者：橋本 富久,https://www.ajsa-seo.org/goukakusha-t-hashimoto/,〒105-0003 東京都港区西新橋1,03-3519-5315,,SNS運用 / SNSマーケティング,https://www.ajsa-seo.org/goukakusha-t-hashimoto/ | https://www.ajsa-seo.org/project_category/members/ | https://www.ajsa-seo.org/about/ | https://www.ajsa-seo.org/about/prof/
湊町フォト&動画コンテスト,https://minato-contest.com/,〒965-0202 福島県会津若松市湊町大字共和西田面5,0242-93-2279,,SNS運用,https://minato-contest.com/ | https://minato-contest.com | https://minato-contest.com/
株式 会社 ディーシーシー(DCC INC.),https://dcc-co.jp/,〒103-0012 東京都中央区日本橋堀留町1,,,SNS platform + operation service,https://dcc-co.jp/ | https://dcc-co.jp/company/ | https://dcc-co.jp/contact/ | https://dcc-co.jp/works/%E4%BC%9A%E6%B4%A5%E3%82%A8%E3%83%AA%E3%82%A2%E3%83%97%E3%83%AD%E3%83%A2%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E6%98%A0%E5%83%8F-%E7%99%BB%E5%A0%B4%E3%80%82%E3%83%BC%E4%BC%9A%E6%B4%A5%E3%83%88%E3%83%A9/
地域 ：福島県 会津若松市 業種 ：Web コンサルティング,https://biz-maps.com/s/cities/072028/m-inds/277,〒965-0006 福島県会津若松市一箕町大字鶴賀字下居合1,,,SNS platform + operation service,https://biz-maps.com/s/cities/072028/m-inds/277 | https://biz-maps.com/contact
販促セミナー「筆ペンで描く！和風のPOP 広告 」（2/24/2010）,http://www.aizu-cci.or.jp/a-cci-inC4/seminar/s2010/s2010-2.htm,〒965-0816 福島県会津若松市南千石町6,0242-27-1212,,SNS platform + operation service,http://www.aizu-cci.or.jp/a-cci-inC4/seminar/s2010/s2010-2.htm | http://www.aizu-cci.or.jp/a-cci-inC4/c4-index.htm | http://www.aizu-cci.or.jp/a-cci-inC4/b_jouhoubin/b_jouhoubin.htm | http://www.aizu-cci.or.jp/a-cci-inC4/other-service/sonota.htm
臼井 翼,https://www.fukushima-message.com/innovator/index.php?innovator_id=128,〒960-8042 福島県福島市荒町4,024-563-6230,,SNS運用,https://www.fukushima-message.com/innovator/index.php?innovator_id=128 | https://www.fukushima-message.com/access.html | https://www.fukushima-message.com/outline.html
民報アド,https://minpoad.jp/,〒960-8068 福島県福島市太田町1,024-531-4310,,SNS platform + operation service,https://minpoad.jp/ | https://minpoad.jp/about.html | https://minpoad.jp/contact.html
ウェブ 広告 マネージャー講座 powered by WACA,https://wad.waca.or.jp/,〒160-0023 東京都新宿区西新宿8,03-6908-6404,,SNS運用,https://wad.waca.or.jp/
