company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
株式会社コネクター・ジャパン,https://cnctor.jp,〒060-0001 北海道札幌市中央区北1,011-261-3311,,SNS運用,https://cnctor.jp/news/2021-07-20-1/ | https://cnctor.jp/service/ | https://cnctor.jp/service/hotel-service-list/ | https://cnctor.jp/service/linesolution-service-list/,A,18,70,1
株式会社フォーキャスト,https://www.f-vision.biz,〒040-0064 北海道函館市大手町1,050-8892-0031,,SNS platform + operation service,https://www.f-vision.biz/archives/222 | https://www.f-vision.biz/service | https://www.f-vision.biz/company | https://www.f-vision.biz/service?consulting,A,18,54,0
株式会社MIRAIZU【仙台の広告代理店】SEO・ホームページ制作会社,https://www.miraizu-inc.jp,〒060-0004 北海道札幌市中央区北4,050-5897-0413,,SNS platform + operation service,https://www.miraizu-inc.jp/news/8341/ | https://www.miraizu-inc.jp/contact/ | https://www.miraizu-inc.jp/company/ | https://www.miraizu-inc.jp/contact,A,18,42,4
株式会社シェアスタック,https://www.surestack.net,〒107-0062 東京都港区南青山2,011-522-9739,,SNS運用代行 / SNS広告運用,https://www.surestack.net/marketing-support | https://www.surestack.net/corporate-branding | https://www.surestack.net/company | https://www.surestack.net/about-us,A,18,11,9
株式会社博士.com,https://www.j-s-p.com,〒180-0002 東京都武蔵野市吉祥寺東町１,0120-965-805,,SNS platform + operation service,https://www.j-s-p.com/ | https://www.j-s-p.com/analysis_tool/ | https://www.j-s-p.com/contact_form/ | https://www.j-s-p.com/function_list/,A,18,469,0
オーパスプラン有限会社,https://opus-plan.net,〒020-8507 岩手県盛岡市清水町１,,,SNS運用代行,https://opus-plan.net/area/iwate/ | https://opus-plan.net/aboutus/ | https://opus-plan.net/services/,A,18,6,7
ぞろ屋合同会社,https://zoroya.co.jp,〒193-0803 東京都八王子市楢原町9,,,SNS運用,https://zoroya.co.jp/marketing-support/ | https://zoroya.co.jp/about/ | https://zoroya.co.jp/service/ | https://zoroya.co.jp/contact/,A,18,10,0
株式会社エスアンドシー,https://ma-center.jp,〒963-8041 福島県郡山市富田町稲川原6,024-983-4141,,SNS platform + operation service,https://ma-center.jp/staff/ | https://ma-center.jp/company/ | https://ma-center.jp/contact/,A,18,18,0
ソラノデザイン合同会社,https://kanazawa-homepage.jp,〒920-0852 石川県金沢市此花町5,050-6883-9715,,SNSマーケティング,https://kanazawa-homepage.jp/column/ | https://kanazawa-homepage.jp/service/ | https://kanazawa-homepage.jp/contact/ | https://kanazawa-homepage.jp/column/column-1174/,A,18,9,1
s © UNIIDEO inc. all rights reserved.,https://uniideo.com,〒153-0042 東京都目黒区青葉台1,03-6712-7958,,Instagram運用 / Youtube運用,https://uniideo.com/service/marketing/ | https://uniideo.com/about/message/ | https://uniideo.com/about/team/ | https://uniideo.com/about/member/,A,18,66,2
ソラノデザイン合同会社,https://kanazawa.ai,〒920-0852 石川県金沢市此花町5,,,SNS広告運用 / SNSマーケティング / SNS運用代行,https://kanazawa.ai/company/ | https://kanazawa.ai/service/ | https://kanazawa.ai/service/google%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C/ | https://kanazawa.ai/service/yahoo%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C/,A,18,10,6
株式会社アビリブ,https://www.abilive.tw,〒150-0041 東京都渋谷区神南1,03-5990-4855,,SNSマーケティング / SNS運用,https://www.abilive.tw/,A,18,8,0
"2026 Quontier, Inc.",https://quontier.com,〒107-0062 東京都港区南青山3,,,SNS platform + operation service,https://quontier.com/strategy_edge/ | https://quontier.com/ | https://quontier.com/aboutus/ | https://quontier.com/contact/,A,18,8,0
