company_name,url,address,phone,maps_url,service_evidence,pages_checked
2026年 「株式会社ndp group」に商号変更,https://www.ndpgroup.co.jp,〒060-0002 北海道札幌市中央区北二条西1,011-596-0509,,SNS platform + operation service,https://www.ndpgroup.co.jp/company/outline | https://www.ndpgroup.co.jp/company/outline.html | https://www.ndpgroup.co.jp/service.html | https://www.ndpgroup.co.jp/contact/input.html
合同会社ライフデザイン,https://lifedesign-marketing.com,〒063-0822 北海道札幌市西区発寒二条３,080-4042-8017,,SNS運用代行 / SNS運用 / Instagram運用代行 / LINE公式アカウント運用,https://lifedesign-marketing.com/ | https://lifedesign-marketing.com/corporate | https://lifedesign-marketing.com/service | https://lifedesign-marketing.com/contact
禅株式会社,https://www.zen-na.com,〒060-0061 北海道札幌市中央区南1,011-590-1802,,SNS platform + operation service,https://www.zen-na.com/ | https://www.zen-na.com/contact.php | https://www.zen-na.com/company.php | https://www.zen-na.com/business.php
LANTERN inc.,https://lantern-inc.jp,〒060-0908 北海道札幌市東区北8,050-8892-6129,,SNS運用,https://lantern-inc.jp/ | https://lantern-inc.jp/company | https://lantern-inc.jp/contact | https://lantern-inc.jp/service
GII holdings株式会社,https://www.giiholdings.com,〒064-0806 北海道札幌市中央区南6,011-206-0910,,SNS広告運用 / SNSマーケティング,https://www.giiholdings.com/service | https://www.giiholdings.com/about | https://www.giiholdings.com/contact
"SATORI株式会社（SATORI,Inc.）",https://www.marketing-unit.jp,〒150-0001 東京都渋谷区神宮前6,,,SNS運用支援 / SNS運用,https://www.marketing-unit.jp/casestudy/3355/ | https://www.marketing-unit.jp/contact/ | https://www.marketing-unit.jp/contact/online/ | https://www.marketing-unit.jp/company/
株式会社WeBridge All Rights Reserved.,https://webridge.co.jp,〒160-0023 東京都新宿区西新宿2,03-6258-0447,,SNS広告運用 / SNS運用 / SNS運用代行,https://webridge.co.jp/company/ | https://webridge.co.jp/about/ | https://webridge.co.jp/service/ | https://webridge.co.jp/company/message/
Rn Inc,https://rncompany.jp,〒980-0014 宮城県仙台市青葉区本町一丁目,011-252-7415,,SNSマーケティング / SNS運用,https://rncompany.jp/sns/ | https://rncompany.jp/ | https://rncompany.jp/company/ | https://rncompany.jp/business/
株式会社hobby,https://hobby.raku2hp.jp,〒070-0039 北海道旭川市9,,,SNS運用,https://hobby.raku2hp.jp/
(c) 2024 UP RISING INC. ALL RIGHTS RESERVED.,https://up-rising.jp,〒062-0055 北海道札幌市豊平区月寒東5,011-302-7758,,SNS運用代行 / sns運用代行,https://up-rising.jp/service/sns/ | https://up-rising.jp/service/ | https://up-rising.jp/service/website/ | https://up-rising.jp/service/wordpress-plugin/
WEBブランド戦略Arts株式会社,https://arts-web.co.jp,〒450-0003 愛知県名古屋市中村区名駅4,052-589-7031,,SNS platform + operation service,https://arts-web.co.jp/service/instagram-sns/ | https://arts-web.co.jp/websenryaku/service/ | https://arts-web.co.jp/info/ | https://arts-web.co.jp/service/
株式会社 REACTOR（リアクター）,https://reactor.jp,〒060-0005 北海道札幌市中央区北5,011-676-7877,,YouTube運用代行 / TikTok運用,https://reactor.jp/reactorsns/price-sns/ | https://reactor.jp/reactorsns/about-sns/ | https://reactor.jp/reactorsns/contact-sns/
Cross Propworks Inc. All Rights Reserved.,https://www.propworks.co.jp,〒163-1424 東京都新宿区西新宿3,,,SNS運用 / SNS運用支援,https://www.propworks.co.jp/service/sns.html | https://www.propworks.co.jp/about/index.html | https://www.propworks.co.jp/form/contact.html
