_row,company_name,url,address,phone,maps_url,contact_url,message,sent_at,status,error_reason,screenshot_path,provider_used,提案区分,,区分
2,株式会社HARAHARA,https://harahara-inc.com/,,,,https://harahara-inc.com/contact,,,,,,,,,web_marketing
3,株式会社ファクタードホールディングス,https://factord.co.jp/,,,,https://factord.co.jp/form/,,,,,,,,,web_marketing
4,株式会社がんばる,https://gan-baru.com/,,,,https://gan-baru.com/#contact,,,,,,,,,業種違い
5,株式会社APEX MARKETING,https://apexmarketing.jp/,,,,https://apexmarketing.jp/contactPHP/contact.php,,,,,,,,,業種違い
6,コムズ株式会社,http://www.comb-s.jp/,,,,http://www.comb-s.jp/contact/,,,,,,,,,web_marketing
7,株式会社エバーグリーンクリエイター,https://evergreen-creator.com/,,,,https://evergreen-creator.com/contact/,,,,,,,,,web_marketing
8,株式会社ROGYX,https://www.rogyx.co.jp/,,,,https://www.rogyx.co.jp/contact,,,,,,,,,web_marketing
9,株式会社ripples,https://ripples-inc.com/,,,,https://ripples-inc.com/contact/,,,,,,,,,web_marketing
10,株式会社OS工芸社,https://www.os-art.com/,,,,https://www.os-art.com/contact/,,,,,,,,,web_production
11,ボールドライト株式会社,https://boldright.co.jp/,,,,https://boldright.co.jp/contact/,,,,,,,,,web_production
12,株式会社ネギア,https://www.negia.co.jp/,,,,https://www.negia.co.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,,,,,,,,,業種違い
13,IINA株式会社,https://ii-na.jp/,,,,https://ii-na.jp/contact.html,,,営業お断り: ご遠慮ください,,,,,,web_marketing
14,オールイン株式会社,https://allhero.co.jp/,,,,https://allhero.co.jp/contact/,,,,,,,,,業種違い
15,株式会社ナインメディア,https://9media.co.jp/,,,,https://9media.co.jp/contact/,,,,,,,,,業種違い
16,株式会社ＳＡＦＥＬＹ,https://corp.safely.co.jp/,,,,https://corp.safely.co.jp/contact/,,,,,,,,,web_marketing
17,ｔａｃｔｏ株式会社,https://tacto-inc.com/,,,,https://tacto-inc.com/contact.html,,,,,,,,,web_production
18,株式会社WEBLA,https://webla.jp/company/,,,,https://webla.jp/contact/,,,,,,,,,業種違い
19,株式会社マジカルポケット,https://mpocket.jp/index.html,,,,https://mpocket.jp/contact/,,,,,,,,,web_production
20,世界へボカン株式会社,https://www.s-bokan.com/,,,,https://www.s-bokan.com/form/inquiry/,,,,,,,,,web_marketing
21,株式会社カドベヤ,https://www.kadobeya.net/,,,,https://www.kadobeya.net/contact/,,,,,,,,,web_production
22,株式会社Dynamo,https://dynamoinc.jp/,,,,https://dynamoinc.jp/contact.php,,,,,,,,,web_marketing
23,株式会社Castee,https://castee.com/company/,,,,https://castee.com/company/,,,,,,,,,業種違い
24,株式会社ナノベーション,https://nanovation-jp.com/,,,,https://nanovation-jp.com/contact/contact_form.php,,,,,,,,,業種違い
25,one move株式会社,https://onemove.co.jp/,,,,https://onemove.co.jp/contact,,,,,,,,,hybrid
26,サイトカイン株式会社,https://www.cytokine.jp/,,,,https://www.cytokine.jp/contact/,,,,,,,,,業種違い
27,HypeApp株式会社,https://hypeapp.jp/,,,,https://hypeapp.jp/contact,,,,,,,,,web_marketing
28,株式会社パーク,https://parkinc.jp/,,,,https://parkinc.jp/contact/,,,,,,,,,業種違い
29,株式会社SUUTA,https://www.suuta.co.jp/,,,,https://www.suuta.co.jp/contact/,,,,,,,,,業種違い
30,株式会社ミライスタート,https://www.miraistart.com/,,,,https://www.miraistart.com/contact,,,,,,,,,web_production
31,株式会社マルク,https://marku.jp/,,,,https://marku.jp/contact/,,,,,,,,,web_marketing
32,株式会社 Aiss Mets,https://aissmets.co.jp/,,,,https://aissmets.co.jp/contact/,,,,,,,,,web_marketing
33,株式会社 EgoDiva,https://www.egodiva.jp/,,,,https://www.egodiva.jp/contact/,,,,,,,,,web_marketing
34,オプティマイズ株式会社,https://www.optimize.co.jp/,,,,https://www.optimize.co.jp/#top_contact,,,,,,,,,業種違い
35,株式会社SIROIRO,https://siroiro.co.jp/,,,,https://siroiro.co.jp/contact,,,,,,,,,業種違い
36,株式会社Smapo,https://www.smapo.co/,,,,https://www.smapo.co/contact,,,,,,,,,業種違い
37,株式会社ライブコマース,https://live-commerce.co.jp/,,,,https://live-commerce.co.jp/contact#contact,,,,,,,,,web_marketing
38,株式会社アートピース,https://artpeace.jp/,,,,https://artpeace.jp/contact/,,,,,,,,,hybrid
39,株式会社cococo,https://www.cococo.onl/,,,,https://www.cococo.onl/#contact,,,,,,,,,web_production
40,株式会社Proximo,https://www.proximo.co.jp/,,,,https://www.proximo.co.jp/contact/,,,,,,,,,web_production
41,ザンシン株式会社,https://zanthing.com/,,,,https://zanthing.com/contact/?t=060bdd437459fe0cdc5eb84504a24b03&k=ddaf429668d7e1b9040affb47423042b69cb170adbb682df39019395b9d050e8&v=9ea59377bc6317a1f9662af9c80f4e89,,,,,,,,,hybrid
42,キオミル株式会社,https://kiomiru.co.jp/,,,,https://kiomiru.co.jp/sales/,,,,,,,,,hybrid
43,株式会社ミライ工事,https://www.miraikoji.com/,,,,https://www.miraikoji.com/contact/,,,,,,,,,業種違い
44,ダータワーズジャパン株式会社,https://datawords.com/ja/,,,,https://datawords.com/ja/#footer_form,,,,,,,,,web_marketing
45,株式会社Capex,https://capex.ai/,,,,https://capex.ai/contact/,,,,,,,,,業種違い
46,株式会社ベリッシマ,https://blissima.jp/,,,,https://blissima.jp/contact/,,,,,,,,,hybrid
47,T.Yライトニング株式会社,https://tyl.co.jp/,,,,https://tyl.co.jp/,,,,,,,,,hybrid
48,株式会社トラックス,https://www.tlucks.co.jp/,,,,https://www.tlucks.co.jp/contact/,,,,,,,,,hybrid
49,つながる科学研究所株式会社,https://tsunaken.co.jp/,,,,https://tsunaken.co.jp/contact/,,,,,,,,,web_marketing
50,株式会社リアライズテクノロジーズ,https://realizetechnologies.co.jp/,,,,https://realizetechnologies.co.jp/inquiry,,,,,,,,,業種違い
51,株式会社dwing,https://d-wing.co.jp/,,,,https://d-wing.co.jp/,,,,,,,,,業種違い
52,株式会社ピース,https://www.4peace.co.jp/,,,,https://www.4peace.co.jp/contact/,,,,,,,,,web_production
53,StockTech株式会社,https://stocktech.co.jp/,,,,https://stocktech.co.jp/contact/,,,,,,,,,web_marketing
54,株式会社JORO,https://www.joro.co.jp/,,,,https://www.joro.co.jp/contact,,,,,,,,,業種違い
55,株式会社Hyrax,https://hyrax.co.jp/,,,,https://hyrax.co.jp/contact,,,,,,,,,web_production
56,株式会社トルク,https://trq.co.jp/,,,,https://trq.co.jp/contact/,,,,,,,,,web_production
57,株式会社マナリンク,https://manalink.co.jp/,,,,https://manalink.co.jp/contact/,,,,,,,,,hybrid
58,株式会社セカンドファクトリー,https://www.2ndfactory.com/,,,,https://forms.office.com/Pages/ResponsePage.aspx?id=41YEK-GX_UCa0OyEIURzW3XadDHu6phOnl-Wz8gSRRxUQ0xVVFRXUVU2VTBVV081M08yTEJMMlhSRi4u,,,,,,,,,web_marketing
59,株式会社リプレイ,https://replay-pr.co.jp/,,,,https://replay-pr.co.jp/contact/,,,,,,,,,web_marketing
60,株式会社タガタメ,https://taga-tame.com/,,,,https://taga-tame.com/contact/,,,,,,,,,hybrid
61,株式会社フォームアンドクラフト,https://formandcraft.jp/,,,,https://formandcraft.jp/contact,,,,,,,,,web_production
62,トリニティ株式会社,https://trinity.jp/,,,,https://trinity.jp/contact/,,,,,,,,,業種違い
63,株式会社Riglef,https://riglef.jp/,,,,https://riglef.jp/contact/,,,,,,,,,web_marketing
64,株式会社シナップ,https://sinap.jp/,,,,https://sinap.jp/recruit/partner/form,,,,,,,,,web_production
65,株式会社ヴァンド,https://vand.co.jp/,,,,https://vand.co.jp/,,,,,,,,,web_production
66,株式会社アイズバレル,https://isbarrel.com/,,,,https://isbarrel.com/contact/,,,,,,,,,web_production
67,株式会社ライフスポーツ,https://lifesports.jp/index.html,,,,https://lifesports.jp/contact.html,,,,,,,,,hybrid
68,株式会社タイムシェア,https://www.timeshare-inc.com/,,,,https://www.timeshare-inc.com/contact/,,,,,,,,,業種違い
69,株式会社アナライズログ,https://analyzelog.jp/,,,,https://analyzelog.jp/contact,,,,,,,,,業種違い
70,株式会社tenkai,https://www.10-kai.jp/,,,,https://www.10-kai.jp/,,,,,,,,,web_marketing
71,株式会社アリウープ,https://www.alleyoop.co.jp/,,,,https://www.alleyoop.co.jp/contact/partner/,,,,,,,,,業種違い
72,株式会社レッカスグルーヴ,https://recus-groove.com/,,,,https://recus-groove.com/contact,,,,,,,,,hybrid
73,株式会社ライデン,https://www.ryden.co.jp/,,,,https://www.ryden.co.jp/contact,,,,,,,,,hybrid
74,株式会社R-TGエージェント,https://rtg-agent.co.jp/,,,,https://rtg-agent.co.jp/contact/,,,,,,,,,業種違い
75,AnotherBall株式会社,https://anotherball.com/,,,,https://anotherball.notion.site/1baaeded16c680458866d243ebf43605,,,,,,,,,web_marketing
76,メディアアクティブ株式会社,https://www.media-active.co.jp/,,,,https://www.media-active.co.jp/contact.html,,,,,,,,,業種違い
77,株式会社アーリーワークス,https://e-arly.works/ja,,,,https://e-arly.works/ja/contact,,,,,,,,,業種違い
