company_name,url,address,phone,maps_url,status
株式会社岩手広告社,https://iwakou.com/,"〒020-0023 岩手県盛岡市内丸2-10 1F",019-623-3777,,
株式会社ファウル,https://www.foul.co.jp/,"〒020-0021 岩手県盛岡市中央通1丁目11-15 マルビルⅡ603",,,
株式会社Swing by Agency,https://www.swing-by-agency.co.jp/,"岩手県盛岡市緑ヶ丘2-13-26",,,
株式会社読売岩手広告社,https://yomiuriiwate-ad.co.jp/,"〒020-0015 岩手県盛岡市本町通2-3-2 読売盛岡ビル3F",019-624-1650,,
有限会社プランニングゆうむ,https://www.yu-mu.co.jp/,"〒997-0819 山形県鶴岡市のぞみ町8-36",0235-25-8905,,
株式会社フジ・クリエイティブセンター,https://www.fuji-cc.co.jp/,"新潟県新潟市中央区上所中3-11-8",025-283-6000,,
株式会社デジプル,https://digiple.co.jp/,"〒950-0994 新潟県新潟市中央区上所1丁目1番24号 Nビル2階",025-250-0753,,
合同会社D・SPOT,https://dspot.jp/,"岩手県盛岡市南大通1-12-24-707",090-4453-1444,,
有限会社ティーズ,https://ad-ts.com/,"〒020-0114 岩手県盛岡市高松2-2-7 2F",019-601-8030,,
株式会社ガムシャラ,https://www.gamu-shara.com/,"〒993-0053 山形県長井市中道二丁目8番7-18号 メゾン・ド・パステル中道C 201",,,
