company_name,url,result
採用に特化したInstagramアカウント運用サポートを募集します ...,https://pro-fukushima.com/project_04/16635/,blocked_domain
,https://www.city.toyama.lg.jp/shisei/koho/1010858/1011348.html,blocked_domain
八戸市LINE公式アカウントが生まれ変わりました！／八戸市,https://www.city.hachinohe.aomori.jp/soshikikarasagasu/johosystemka/kurashi_tetsuzuki/20340.html,blocked_domain
松本市SNS等 配信サービス一覧（SNS）,https://www.city.matsumoto.nagano.jp/site/publicrelations/4116.html,blocked_domain
「仙台市LINE公式アカウント情報配信システム構築・運用業務 ...,https://www.city.sendai.jp/sesakukoho/line/proposal2022.html,blocked_domain
SNS運用代行します 函館の野田さんが事業開始 動画や …,https://digital.hakoshin.jp/business/consumer/143721,blocked_domain
旭川市のソーシャルメディアアカウント一覧,https://www.city.asahikawa.hokkaido.jp/700/723/728/p008244.html,blocked_domain
WEB制作とSNS運用で集客を支援するプロ 森和吉,https://mbp-japan.com/aomori/yoshikazunomori/interview/,blocked_domain
【審査結果公表】福井市公式観光インスタグラムアカウント ...,https://www.city.fukui.lg.jp/sigoto/keiyaku/proposal/p072488.html,blocked_domain
,https://hokkaidotimes.jp/company-interview/1497/,blocked_domain
郡山市産業雇用政策課（雇用・労働分野）LINE公式ア …,https://www.city.koriyama.lg.jp/soshiki/119/53663.html,blocked_domain
【セミナーレポート】株式会社イースト・デイリー、売上 ...,https://sendai.keizai.biz/release/609079/,blocked_domain
株式会社pleasure DXスクール,https://pleasure-dx.com/,kept
SNS運用代行,https://www.torist.co.jp/sns_ope/,kept
金沢市でSEO対策やリスティング広告なら株式会社アルトカラム,https://altocolumn.com/,kept
会社概要,https://www.lien-fukui.com/company/,kept
LINE公式アカウント・運用サポートのご案内,https://www.akidesign.co.jp/line-support/,kept
新潟県LINE公式アカウントをリニューアルしました！,https://www.pref.niigata.lg.jp/sec/kouhou/line.html,blocked_domain
仙台 SNS 運用 代行なら 株式会社 キングプロテアが新登場 ...,https://www.dreamnews.jp/press/0000350850,blocked_domain
富山 市公式観光サイト -TOYAMA CITY,https://www.toyamashi-kankoukyoukai.jp/,blocked_domain
長野 県公式ホームページ Nagano Prefectural Government,https://www.pref.nagano.lg.jp/,blocked_domain
,https://www.nac-mob.jp/,kept
Instagramアカウント運用支援・代行サービス│サムライト ...,https://somewrite.com/business/earned/instagram/,kept
札幌 のWebマーケティング 支援 : 合同 会社 アクセスコード,https://accescode-hp.vercel.app/,blocked_domain
