company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
2023 SURESTACK SUBSIDY. Inc. All Rights Reserved.,https://www.surestack-subsidy.com,〒107-0062 東京都港区南青山2,,,SNS platform + operation service,https://www.surestack-subsidy.com/company | https://www.surestack-subsidy.com/about-us | https://www.surestack-subsidy.com/contact,A,18,6,4
株式会社MIRAIZU,https://www.miraizu-inc.jp,〒060-0004 北海道札幌市中央区北４,050-5897-0413,,SNS platform + operation service,https://www.miraizu-inc.jp/about/ | https://www.miraizu-inc.jp/contact/ | https://www.miraizu-inc.jp/company/ | https://www.miraizu-inc.jp/contact,A,18,45,4
株式会社LifeStyle,https://lstyle-group.com,〒062-0933 北海道札幌市豊平区平岸3,011-598-7354,,SNS運用代行,https://lstyle-group.com/company/ | https://lstyle-group.com/about-us/ | https://lstyle-group.com/service/ | https://lstyle-group.com/service/web/,A,18,4,0
日本ビスカ株式会社,https://www.visca-hp.jp,〒160-0022 東京都新宿区新宿 6,0120-12-7716,,SNS platform + operation service,https://www.visca-hp.jp/homepage-design/original/ | https://www.visca-hp.jp/homepage-design/ | https://www.visca-hp.jp/web-marketing/ | https://www.visca-hp.jp/web-marketing/seo/,A,18,170,4
株式会社シェアスタック,https://www.surestack.net,〒107-0062 東京都港区南青山2,011-522-9739,,SNS運用代行,https://www.surestack.net/introduction-record | https://www.surestack.net/corporate-branding | https://www.surestack.net/company | https://www.surestack.net/about-us,A,18,69,4
Ritz-Computer Inc.,https://ritz-web.net,〒041-0811 北海道函館市富岡町3,0138-83-8222,,Instagram運用代行,https://ritz-web.net/works/ | https://ritz-web.net/about/ | https://ritz-web.net/ | https://ritz-web.net/about/,A,18,10,0
株式会社博士.com,https://www.j-s-p.com,〒180-0002 東京都武蔵野市吉祥寺東町１,0120-965-805,,SNS platform + operation service,https://www.j-s-p.com/ | https://www.j-s-p.com/analysis_tool/ | https://www.j-s-p.com/contact_form/ | https://www.j-s-p.com/function_list/,A,18,469,0
株式会社アルゴ,https://aru-go.com,〒024-0093 岩手県北上市本石町1,,,SNS platform + operation service,https://aru-go.com/service/advertisement_1/ | https://aru-go.com/service/ | https://aru-go.com/service/ | https://aru-go.com/service/,A,18,14,0
有限会社オリエントコーティング,https://www.orientcoating.jp,〒984-0002 宮城県仙台市若林区卸町東2,022-788-2960,,SNS運用支援,https://www.orientcoating.jp/support/ | https://www.orientcoating.jp/company/ | https://www.orientcoating.jp/service/ | https://www.orientcoating.jp/contact/,A,18,20,0
株式会社AI派遣社員,https://ai-haken.jp,〒141-0031 東京都品川区西五反田7,,,SNS platform + operation service,https://ai-haken.jp/area/tohoku/akita.html | https://ai-haken.jp/area/tohoku/daisen.html | https://ai-haken.jp/company.html | https://ai-haken.jp/blog/ai-haken-shain-toha.html,A,18,28,0
株式会社ドリームゲート,https://dreamgate-inc.com,〒990-0831 山形県山形市西田2,023-645-1515,,SNS運用,https://dreamgate-inc.com/corporate/ | https://dreamgate-inc.com/business/ | https://dreamgate-inc.com/corporate/ | https://dreamgate-inc.com/contactus/,A,18,17,0
株式会社オリエンタル・エージェンシー,https://www.39pack.com,〒960-8102 福島県福島市北町3,024-523-3361,,SNS platform + operation service,https://www.39pack.com/works | https://www.39pack.com/contact,A,18,6,0
ロカリオは、ソウルドアウト株式会社のグループ企業です。,https://localio.co.jp,〒112-0004 東京都文京区後楽1,,,SNS platform + operation service,https://localio.co.jp/company/ | https://localio.co.jp/contact/ | https://localio.co.jp/service/listing/,A,18,9,0
オーパスプラン有限会社,https://opus-plan.net,〒020-8507 岩手県盛岡市清水町１,,,SNS運用代行,https://opus-plan.net/area/iwate/ | https://opus-plan.net/aboutus/ | https://opus-plan.net/services/,A,18,6,7
"株式会社ブルーオーキッドコンサルティング Blue Orchid Consulting co.,ltd.",https://www.blueorchid.co.jp,〒630-8253 奈良県奈良市内侍原町6,0742-81-8120,,SNS運用 / SNSマーケティング,https://www.blueorchid.co.jp/company/profile.html | https://www.blueorchid.co.jp/service/ | https://www.blueorchid.co.jp/service/erp.html | https://www.blueorchid.co.jp/service/crm.html,A,18,7,0
株式会社ウェブライト,https://weblight.jp,〒960-8053 福島県福島市三河南町１,024-572-4404,,SNS platform + operation service,https://weblight.jp/homepage/ | https://weblight.jp/about/ | https://weblight.jp/contact/ | https://weblight.jp/terms-of-service/,A,18,12,0
株式会社コウズ,https://parkinc.co.jp,〒939-8064 富山県富山市赤田6,076-492-1602,,SNS運用代行,https://parkinc.co.jp/works/1106/ | https://parkinc.co.jp/about/ | https://parkinc.co.jp/company/ | https://parkinc.co.jp/contact/,A,18,4,0
