company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
K・Pクリエイションズ株式会社,https://mksjapan.net,〒153-0063 東京都目黒区目黒2,03-6303-1103,,SNS platform + operation service,https://mksjapan.net/information/fukushima2/ | https://mksjapan.net/contact/ | https://mksjapan.net/company/ | https://mksjapan.net/company/rinen/,A,18,13,0
Aidma Holdings Inc. All Rights Reserved.,https://kei-do.com,〒141-0021 東京都 品川区上大崎 2,03-6455-7935,,SNS platform + operation service,https://kei-do.com/interview2/02043/ | https://kei-do.com/interview2/company_size/company-size01/ | https://kei-do.com/interview2/company_size/company-size02/ | https://kei-do.com/interview2/sector/sector04/,A,18,64,1
株式会社船井総合研究所 （Funai Consulting Incorporated）,https://www.funaisoken.co.jp,〒104-0028 東京都中央区八重洲2,0120-958-270,,SNS platform + operation service,https://www.funaisoken.co.jp/seminar/122383 | https://www.funaisoken.co.jp/solution/vi-shared_service_704_S074 | https://www.funaisoken.co.jp/solution/vi-newbusiness-subsidy_807_S087 | https://www.funaisoken.co.jp/solution/vi-contactcenter-strategy_802_S105,A,18,217,0
株式会社cantik,https://cantik.co.jp,〒252-0314 神奈川県相模原市南区南台5,080-7084-3102,,SNS運用 / SNSマーケティング,https://cantik.co.jp/meguro-construction/ | https://cantik.co.jp/about/ | https://cantik.co.jp/contact/ | https://cantik.co.jp/contact/?service=web,A,18,89,17
Curiver Inc.,https://curiver.com,〒329-1305 栃木県さくら市狭間田1,,,SNS運用 / SNS運用代行,https://curiver.com/document/ | https://curiver.com/service/seo/ | https://curiver.com/service/sns/ | https://curiver.com/service/web-marketing/,A,18,10,0
株式会社ディーアイシー,https://www.d-ic.com,〒373-0026 群馬県太田市東本町2,0276-60-5440,,SNS platform + operation service,https://www.d-ic.com/works/hashtag/%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E3%83%84%E3%83%BC%E3%83%AB | https://www.d-ic.com/company | https://www.d-ic.com/service | https://www.d-ic.com/service/home-page,A,18,19,0
中小企業Web集客支援株式会社,https://www.web-partner.co.jp,〒150-0021 東京都渋谷区恵比寿西2,,,SNS運用,https://www.web-partner.co.jp/company/ | https://www.web-partner.co.jp/price/ | https://www.web-partner.co.jp/optional-services/ | https://www.web-partner.co.jp/inquiry/,A,18,4,3
合同会社マイミッションコンサルティング,https://mymission.jp,〒920-0921 石川県金沢市材木町1,090-2098-4449,,SNS platform + operation service,https://mymission.jp/company/ | https://mymission.jp/service | https://mymission.jp/company | https://mymission.jp/contact,A,18,56,0
s © UNIIDEO inc. all rights reserved.,https://uniideo.com,〒153-0042 東京都目黒区青葉台1,03-6712-7958,,Instagram運用,https://uniideo.com/fiveuniideo/ | https://uniideo.com/about/message/ | https://uniideo.com/about/team/ | https://uniideo.com/about/member/,A,18,81,0
株式会社キャディッシュ,https://www.489ban.net,〒506-0045 岐阜県高山市赤保木町1,075-604-6440,,SNS platform + operation service,https://www.489ban.net/services/yadoriki/ | https://www.489ban.net/services/ | https://www.489ban.net/services/489ban/ | https://www.489ban.net/services/web/,A,18,346,0
株式会社シーエムエー,https://www.akindo2000.net,〒430-7715 静岡県浜松市中央区板屋町1,053-459-1510,,SNS platform + operation service,https://www.akindo2000.net/portfolio/en-ken/ | https://www.akindo2000.net/internetad/partner-support.php | https://www.akindo2000.net/company/ | https://www.akindo2000.net/company/about.php,A,18,17,0
株式会社エムアンドエムサービス,https://mandm.co.jp,〒621-0251 京都府亀岡市本梅町平松泥ヶ渕1,0771-26-2000,,SNS platform + operation service,https://mandm.co.jp/news/2315 | https://mandm.co.jp/company | https://mandm.co.jp/company/message | https://mandm.co.jp/company/information,A,18,83,0
シナジーマーケティング株式会社,https://corp.synergy-marketing.co.jp,〒530-0003 大阪府大阪市北区堂島1,06-4797-2300,,SNS platform + operation service,https://corp.synergy-marketing.co.jp/story/article/230331_favtown | https://corp.synergy-marketing.co.jp/aboutus | https://corp.synergy-marketing.co.jp/business | https://corp.synergy-marketing.co.jp/company,A,18,4,0
株式会社リアナッツ,https://reanuts.co.jp,〒160-0022 東京都新宿区新宿1,03-5356-7898,,SNS platform + operation service,https://reanuts.co.jp/archives/1519 | https://reanuts.co.jp/company | https://reanuts.co.jp/contact,A,16,10,2
株式会社マックスコム,https://max-com.co.jp,〒151-8583 東京都渋谷区代々木二丁目,03-6870-5800,,SNS platform + operation service,https://max-com.co.jp/cases/ | https://max-com.co.jp/contact | https://max-com.co.jp/service/ | https://max-com.co.jp/category_service/crm/,A,16,36,0
コクー株式会社,https://cocoo.co.jp,〒101-0051 東京都千代田区神田神保町3,03-3527-1167,,SNS platform + operation service,https://cocoo.co.jp/corporate/profile/ | https://cocoo.co.jp/about/ | https://cocoo.co.jp/service/ | https://cocoo.co.jp/service/ai/,A,16,3,0
株式会社グッドラフ,https://www.kobe-np.co.jp,〒651-0087 兵庫県神戸市中央区御幸通2,078-451-5966,,SNS platform + operation service,https://www.kobe-np.co.jp/info/prtimes/202511/c172540_r17.shtml | https://guide.kobe-np.co.jp/list/course/ | https://www.kobe-np.co.jp/corporate/info/inqlist03.shtml | https://www.kobe-np.co.jp/corporate/info/inqlist04.shtml,A,16,23,1
株式会社Adelo,https://sekio-life.com,〒697-0121 島根県浜田市金城町下来原1,090-4659-6563,,SNS運用,https://sekio-life.com/shops/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEadelo/ | https://sekio-life.com/contact/,A,15,17,0
有限会社デンキ・ビート,https://denki-beat.com,〒910-0024 福井県福井市照手4,,,SNS platform + operation service,https://denki-beat.com/service/partner-program/ | https://denki-beat.com/service/ | https://denki-beat.com/service/ | https://denki-beat.com/service/,A,14,18,0
株式会社ドットコム・マーケティング,https://www.com-m.com,〒950-0916 新潟県新潟市中央区米山4,025-250-7240,,SNS platform + operation service,https://www.com-m.com/work/hoshinogumi_recruit/ | https://www.com-m.com/about/ | https://www.com-m.com/contact/ | https://www.com-m.com/about/,A,14,6,0
Tangerine株式会社,https://corporate.tangerine.io,〒150-0043 東京都渋谷区道玄坂一丁目,03-5953-7601,,SNS platform + operation service,https://corporate.tangerine.io/220829 | https://corporate.tangerine.io/company | https://corporate.tangerine.io/contact,A,14,76,0
decorative mode no.3 design products Inc.,https://www.graf-d3.com,〒530-0005 大阪府大阪市北区中之島4,06-6459-2082,,SNS platform + operation service,https://www.graf-d3.com/about/people/ | https://www.graf-d3.com/about/ | https://www.graf-d3.com/contact/ | https://www.graf-d3.com/about/philosophy/,A,14,17,0
株式会社アーリーダイニング,https://earlydining.jp,〒604-8216 京都府京都市中京区西洞院六角下る池須町4,,,SNS運用,https://earlydining.jp/service/ | https://earlydining.jp/about/ | https://earlydining.jp/contact/,A,14,36,0
s (C) 2020 Discover Japan Inc. All Rights Reserved.,https://discoverjapan-web.com,〒150-0042 東京都渋谷区宇田川町1,0172-32-8950,,SNS platform + operation service,https://discoverjapan-web.com/article/26747 | https://discoverjapan-web.com/advertising | https://discoverjapan-web.com/company,A,12,58,0
