company_name,url,address,phone,maps_url,service_evidence,pages_checked
株式会社イオレ,https://shufu.eole.co.jp,〒105-0003 東京都港区西新橋1,050-5799-9401,,SNS platform + operation service,https://shufu.eole.co.jp/case/case070/ | https://shufu.eole.co.jp/inquiry/ | https://shufu.eole.co.jp/menu/ra9/
2025 Ceep LLC.,https://seedbyceep.com,〒970-8026 福島県いわき市平梅香町6,0246-88-8956,,SNS platform + operation service,https://seedbyceep.com/
有限会社 エーアイティ研究所,https://web.ait-labo.com,〒969-1169 福島県本宮市本宮字小原田2,0120-574-323,,SNS platform + operation service,https://web.ait-labo.com/ | https://web.ait-labo.com/services/ | https://web.ait-labo.com/services/web-consulting/ | https://web.ait-labo.com/services/web-design/
株式会社ディーシーシー(DCC INC.),https://dcc-co.jp,〒103-0012 東京都中央区日本橋堀留町1,,,SNS platform + operation service,https://dcc-co.jp/ | https://dcc-co.jp/company/ | https://dcc-co.jp/contact/ | https://dcc-co.jp/works/%E4%BC%9A%E6%B4%A5%E3%82%A8%E3%83%AA%E3%82%A2%E3%83%97%E3%83%AD%E3%83%A2%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E6%98%A0%E5%83%8F-%E7%99%BB%E5%A0%B4%E3%80%82%E3%83%BC%E4%BC%9A%E6%B4%A5%E3%83%88%E3%83%A9/
合同会社オフィスオハナ,https://www.officeohana-aizu.com,〒965-0013 福島県会津若松市堤町1,,,Instagram運用代行,https://www.officeohana-aizu.com/about-4 | https://www.officeohana-aizu.com/about-4-1 | https://www.officeohana-aizu.com/about-4-2
Aidma Holdings Inc. All Rights Reserved.,https://biz-maps.com,〒965-0006 福島県会津若松市一箕町大字鶴賀字下居合1,,,SNS platform + operation service,https://biz-maps.com/s/cities/072028/m-inds/277 | https://biz-maps.com/contact
有限会社オフィス・ポート,https://officeport.net,〒970-8051 福島県いわき市平六町目2,0246-25-2465,,SNS運用代行,https://officeport.net/works/635/ | https://officeport.net/contact/ | https://officeport.net/service/ | https://officeport.net/service-original/
Craftin株式会社,https://www.craftin.biz,〒153-0051 東京都目黒区上目黒1,,,SNS運用,https://www.craftin.biz/ | https://www.craftin.biz/ | https://www.craftin.biz/contact-5
株式会社エーデザイン,https://adesign.jp,〒311-4204 茨城県水戸市田谷町1,029-350-1777,,SNS platform + operation service,https://adesign.jp/company_overview/ | https://adesign.jp/company_overview/index.html | https://adesign.jp/contact/index.html | https://adesign.jp/lp/corporate/
株式会社プラマーケ,https://plumarke.co.jp,〒150-0043 東京都渋谷区道玄坂1,03-6821-8384,,Meta広告運用,https://plumarke.co.jp/service/flow/ | https://plumarke.co.jp/service/ | https://plumarke.co.jp/service/faq/ | https://plumarke.co.jp/company/
