company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
株式会社キャディッシュ,https://www.489ban.net,〒506-0045 岐阜県高山市赤保木町1,0577-36-3604,,SNS platform + operation service,https://www.489ban.net/contact/ | https://www.489ban.net/services/ | https://www.489ban.net/services/489ban/ | https://www.489ban.net/services/web/,A,18,345,0
Aidma Holdings Inc. All Rights Reserved.,https://kei-do.com,〒141-0021 東京都 品川区上大崎 2,03-6455-7935,,SNS運用,https://kei-do.com/interview2/01383/ | https://kei-do.com/interview2/company_size/company-size01/ | https://kei-do.com/interview2/company_size/company-size02/ | https://kei-do.com/interview2/sector/sector04/,A,18,64,0
株式会社MIRAIZU【仙台の広告代理店】SEO・ホームページ制作会社,https://www.miraizu-inc.jp,〒060-0004 北海道札幌市中央区北4,050-5897-0413,,SNS platform + operation service,https://www.miraizu-inc.jp/news/8341/ | https://www.miraizu-inc.jp/contact/ | https://www.miraizu-inc.jp/company/ | https://www.miraizu-inc.jp/contact,A,18,42,4
株式会社a-live design,https://a-live-design.com,〒020-0871 岩手県盛岡市中ノ橋通1,019-638-8680,,SNS platform + operation service,https://a-live-design.com/company/ | https://a-live-design.com/service/ | https://a-live-design.com/contact/ | https://a-live-design.com/service/,A,18,104,0
株式会社FRASCO 広島,https://frasco-co.jp,〒730-0029 広島県広島市中区三川町5,,,SNS広告運用,https://frasco-co.jp/free/portfolio | https://frasco-co.jp/free/about | https://frasco-co.jp/contact,A,18,6,0
株式会社コレリーアンドアトラクト,https://test.collely-at.com,〒107-0062 東京都港区南青山5,03-6427-9513,,SNS platform + operation service,https://test.collely-at.com/about/outline/ | https://test.collely-at.com/service/ | https://test.collely-at.com/about/,A,18,57,1
株式会社ディーアイシー,https://www.d-ic.com,〒321-0158 栃木県宇都宮市西川田本町2,0276-60-5440,,SNS platform + operation service,https://www.d-ic.com/news/4780 | https://www.d-ic.com/company | https://www.d-ic.com/service | https://www.d-ic.com/service/home-page,A,18,17,0
ログライン株式会社 https:,https://lisgram.com,〒104-0061 東京都中央区銀座1,,,SNS platform + operation service,https://lisgram.com/profile/ | https://lisgram.com/service/ | https://lisgram.com/service2/ | https://lisgram.com/company/,A,18,6,0
株式会社 AT-MARK CONSUL.,https://atmarkconsul.com,〒807-0873 福岡県北九州市八幡西区藤原1,093-692-0582,,SNS運用,https://atmarkconsul.com/partners | https://atmarkconsul.com/service | https://atmarkconsul.com/web-marketing | https://atmarkconsul.com/about_ambassador,A,18,56,0
株式会社cantik,https://cantik.co.jp,〒252-0314 神奈川県相模原市南区南台5,080-7084-3102,,SNS運用 / SNSマーケティング,https://cantik.co.jp/salon/ | https://cantik.co.jp/about/ | https://cantik.co.jp/contact/ | https://cantik.co.jp/contact/?service=web,A,18,142,18
Curiver Inc.,https://curiver.com,〒329-1305 栃木県さくら市狭間田1,,,SNS運用 / SNS運用代行,https://curiver.com/recruit/marketer/ | https://curiver.com/service/seo/ | https://curiver.com/service/sns/ | https://curiver.com/service/web-marketing/,A,18,9,0
シナジーマーケティング株式会社,https://corp.synergy-marketing.co.jp,〒530-0003 大阪府大阪市北区堂島1,03-6825-8575,,SNS platform + operation service,https://corp.synergy-marketing.co.jp/press/2018/0628020007_7312.html | https://corp.synergy-marketing.co.jp/aboutus | https://corp.synergy-marketing.co.jp/business | https://corp.synergy-marketing.co.jp/company,A,18,20,0
株式会社 Rise Agency,https://www.riseagency.co.jp,〒108-0073 東京都港区三田3,03-5443-6700,,SNS運用,https://www.riseagency.co.jp/service/fudosan_marketing/ | https://www.riseagency.co.jp/service/ | https://www.riseagency.co.jp/service/area_marketing/ | https://www.riseagency.co.jp/service/juku_marketing/,A,18,133,1
マザーハンズ株式会社,https://m-hands.net,〒730-0051 広島県広島市中区大手町１,050-3708-0206,,SNS広告運用 / Instagram広告運用 / Instagram運用代行 / SNS運用代行,https://m-hands.net/works/4722/ | https://m-hands.net/contact/ | https://m-hands.net/service/ | https://m-hands.net/service/marketing/,A,18,57,6
有限会社イー・オフィス,https://e-office.gr.jp,〒390-0811 長野県松本市中央1,0263-32-2222,,SNS platform + operation service,https://e-office.gr.jp/medical/ | https://e-office.gr.jp/medical/price | https://e-office.gr.jp/medical/company | https://e-office.gr.jp/medical/contact,A,18,39,0
株式会社シーエムエー,https://www.akindo2000.net,〒430-7715 静岡県浜松市中央区板屋町1,053-459-1510,,SNS platform + operation service,https://www.akindo2000.net/portfolio/okadaiin/ | https://www.akindo2000.net/internetad/partner-support.php | https://www.akindo2000.net/company/ | https://www.akindo2000.net/company/about.php,A,18,27,0
2026 株式会社サンプロ All Rights Reserved.,https://recruit.sunpro36.co.jp,〒380-0823 長野県長野市南千歳１,0120-364-655,,SNS platform + operation service,https://recruit.sunpro36.co.jp/jobs/5022/ | https://recruit.sunpro36.co.jp/about/ | https://recruit.sunpro36.co.jp/project/category/service/,A,18,33,0
株式会社ファーストネットジャパン,https://gelatocms.com,〒530-0001 大阪府大阪市北区梅田1,06-6777-3688,,SNS運用代行 / SNS運用,https://gelatocms.com/2024/02/24/osakaadmeetup-02/ | https://gelatocms.com/service/ | https://gelatocms.com/service/hpseisaku/ | https://gelatocms.com/service/maintenance/,A,18,56,1
2026 mix-case inc. all right reserved.,https://mix-case.com,〒531-0071 大阪府大阪市北区中津1,,,SNS platform + operation service,https://mix-case.com/business01/ | https://mix-case.com/about/ | https://mix-case.com/contact/,A,18,5,0
株式会社LUCRIS,https://lucris.jp,〒520-0803 滋賀県大津市竜が丘2,,,SNS運用代行 / SNS運用,https://lucris.jp/sns-lp/ | https://lucris.jp/about-us/ | https://lucris.jp/ | https://lucris.jp/contact/,A,18,13,0
株式会社トモシビ,https://tomo-shibi.co.jp,〒550-0005 大阪府大阪市西区西本町1,06-6136-3119,,SNSマーケティング,https://tomo-shibi.co.jp/service/ad_agency/ | https://tomo-shibi.co.jp/ | https://tomo-shibi.co.jp/service/ | https://tomo-shibi.co.jp/company/,A,18,8,0
株式会社ハマ企画,https://hamakikaku.co.jp,〒220-0011 神奈川県横浜市西区高島2,045-450-3095,,SNS運用代行,https://hamakikaku.co.jp/archives/25080 | https://hamakikaku.co.jp/service | https://hamakikaku.co.jp/company | https://hamakikaku.co.jp/inquiry20230414nosalea,A,18,17,0
株式会社 MONOLITH Japan,https://monolith-j.com,〒163-0918 東京都新宿区西新宿2,03-6279-4761,,SNS運用,https://monolith-j.com/service/education/media/ | https://monolith-j.com/about/ | https://monolith-j.com/service/ | https://monolith-j.com/service/education/,A,16,17,0
株式会社ココマッチー（正式名称 株式会社ココマッチ）,https://www.cocomatch.co.jp,〒150-0031 東京都渋谷区桜丘町2,03-1234-5678,,SNS platform + operation service,https://www.cocomatch.co.jp/sugoi/otherservice/ | https://www.cocomatch.co.jp/contact | https://www.cocomatch.co.jp/sugoi/otherservice | https://www.cocomatch.co.jp/kaisha/,A,16,36,0
ソプラ銀座株式会社.,https://sopraginza.co.jp,〒104-0061 東京都中央区銀座3,03-6228-4901,,SNS platform + operation service,https://sopraginza.co.jp/fcpartner/ | https://sopraginza.co.jp/company/ | https://sopraginza.co.jp/service/ | https://sopraginza.co.jp/contact/,A,16,47,0
Retail Search（リテールサーチ株式会社）,https://retailsearch.co.jp,〒220-0004 神奈川県横浜市西区北幸2,045-534-7235,,SNS platform + operation service,https://retailsearch.co.jp/company_info/ | https://retailsearch.co.jp/service/ | https://retailsearch.co.jp/service_creative/ | https://retailsearch.co.jp/service_promo/,A,16,9,0
株式会社 アド・コミュニケーションズ,https://ad-comi.co.jp,〒541-0059 大阪府大阪市中央区博労町1,06-4708-4927,,SNS運用,https://ad-comi.co.jp/about/ | https://ad-comi.co.jp/service/ | https://ad-comi.co.jp/contact/ | https://ad-comi.co.jp/contact/,A,16,52,0
