company_name,url,address,phone,maps_url,status
株式会社アドバンプレス,https://www.advanpress.co.jp/,〒102-0073 東京都千代田区九段北1-7-3 昭栄ビル2F,03-5211-7080,,
株式会社アネティ,http://www.anety.biz,〒141-0031 東京都品川区西五反田8-1-8 中村屋ビル2F,03-6421-7397,,
株式会社井之上パブリックリレーションズ,https://www.inoue-pr.com/,〒160-0004 東京都新宿区四谷4-28-4 YKBエンサインビル12F,03-5269-2301,,
株式会社インテグレート,http://www.itgr.co.jp,〒151-0051 東京都渋谷区千駄ヶ谷1-20-1,03-5771-5514,,
株式会社ウエ・コーポレーション,https://www.uecorp.co.jp/,〒107-0062 東京都港区南青山1-15-16 山城ビル４F,03-5786-0936,,
AStory(エーストーリー)合同会社,https://www.astorypr.com/,〒107-0061 東京都港区北青山2-12-8 BIZ SMART 青山,019-4804-840,,
株式会社エイレックス,http://www.arex-corp.com,〒107-0052 東京都港区赤坂3-3-3 住友生命赤坂ビル6F,03-3560-1855,,
株式会社Enter!,https://enter1020.com/,〒153-0042 東京都目黒区青葉台1-14-4,,,
カスタムメディア株式会社,https://aim-b2b.com/ja/,〒105-0001 東京都港区虎ノ門5-13-1,,,
キャンドルウィック株式会社,http://www.candlewick.co.jp,〒102-0082 東京都千代田区一番町2 パークサイドハウス7F,03-6261-6050,,
株式会社共同通信PRワイヤー,https://kyodonewsprwire.jp/corp/,〒105-7208 東京都港区東新橋1-7-1 汐留メディアタワー,03-6252-6040,,
共同ピーアール株式会社,http://www.kyodo-pr.co.jp,〒104-0045 東京都中央区築地1-13-1 銀座松竹スクエア10階,03-3571-5171,,
株式会社ココノッツ,http://www.cocoknots.co.jp/,〒102-0093 東京都千代田区平河町1-1-8 麹町市原ビル10F,03-5212-4888,,
株式会社コミュニケーションデザイン,http://www.cd-j.net,〒106-0032 東京都港区六本木3-5-27六本木山田ビル1F,03-5545-1662,,
株式会社サン・クリエイティブ・パブリシティ,http://www.sunpub.co.jp,〒104-0061 東京都中央区銀座7-12-14 大栄会館,03-3545-0511,,
株式会社ジェイアンドティプランニング,http://www.jtplanning.biz/,〒150-0022 東京都渋谷区恵比寿南1-2-9 小林ビル4階,03-5768-7339,,
株式会社ジャパン通信社,http://www.japan-tsushin.co.jp,〒104-0033 東京都中央区新川一丁目3番17号 新川三幸ビル 9F,03-5550-3752,,
株式会社スパイスコミニケーションズ,http://www.spice-japan.com,〒106-0041 東京都港区麻布台2-3-22 一乗寺ビル,03-6230-0517,,
talentbook株式会社,https://talentbook.co.jp,〒150-0002 東京都渋谷区渋谷2丁目6-6 COERU渋谷イースト 3F,,,
テレプランニングインターナショナル株式会社,https://www.tpi-j.co.jp/,〒160-0004 東京都新宿区四谷3-2-1 フロントプレイス四谷5F,03-3261-3000,,
デロイト トーマツ パブリックグッド株式会社,https://www2.deloitte.com/jp/ja/pages/about-deloitte/articles/dtpg/deloitte-tohmatsu-public-good.html,〒100-0005 東京都千代田区丸の内3-3-1 新東京ビル,03-6674-7044,,
株式会社トークス,http://www.pr-tocs.co.jp/,〒102-0074 東京都 千代田区 九段南4-8-8 日本YWCA会館5F,03-3261-7715,,
トータル・コミュニケーションズ株式会社,http://www.pr-tci.jp/,〒104-0045 東京都中央区築地1-13-1 銀座松竹スクエア10F,03-3291-0099,,
株式会社内外切抜通信社,http://www.naigaipc.co.jp,〒169-0072 東京都新宿区大久保3-14-4,03-3208-5134,,
ニホンモニター株式会社,http://www.n-monitor.co.jp,〒105-0013 東京都港区浜松町1-7-3 第一ビル2階,03-3578-6800,,
ビルコム株式会社,http://www.bil.jp/,〒106-0032 東京都港区六本木6-2-31 六本木ヒルズノースタワー11F,03-5413-2411,,
株式会社PR TIMES,http://prtimes.co.jp/,〒107-0052 東京都港区赤坂1-11-44 赤坂インターシティ8F,03-6625-4876,,
フェロールーム株式会社,https://www.fellowroom.co.jp/,〒160-0004 東京都新宿区四谷3丁目12番地 フロンティア四谷4F,03-3355-7110,,
株式会社フルハウス,http://www.fullhouse.jp,〒107-8617 東京都港区北青山1-3-6 SIビル青山5F,03-3405-8641,,
株式会社フロントステージ,http://frontstage-pr.co.jp/,〒107-0062 東京都港区南青山1-15-9 第45興和ビル8F,,,
プランニング・ボート株式会社,http://www.planning-boat.com,〒550-0015 大阪市西区南堀江2丁目13-30 サンイーストビル7F,06-4391-7156,,
マカイラ株式会社,http://makairaworld.com/,〒102-0083 東京都千代田区麹町2-5-1 半蔵門PREX South 8F,03-6272-5023,,
株式会社ユース・プラニング センター,https://www.ypcpr.com,〒150-8551 東京都渋谷区桜丘町9-8,03-6821-8699,,
株式会社ワールドワイドピーアール,http://wwpr.co.jp,〒150-0036 東京都渋谷区南平台町16-28 グラスシティ渋谷,03-4360-5055,,
