company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
Aidma Holdings Inc. All Rights Reserved.,https://biz-maps.com,〒062-0053 北海道札幌市豊平区月寒東三条1,,,SNS広告運用,https://biz-maps.com/s/prefs/1/b-inds/55 | https://biz-maps.com/contact,A,18,15,0
株式会社シェアスタック,https://www.surestack.net,〒107-0062 東京都港区南青山2,011-522-9739,,SNS運用代行,https://www.surestack.net/web/renewal | https://www.surestack.net/corporate-branding | https://www.surestack.net/company | https://www.surestack.net/about-us,A,18,9,6
オーパスプラン有限会社,https://opus-plan.net,〒020-8507 岩手県盛岡市清水町１,,,SNS運用代行,https://opus-plan.net/area/iwate/ | https://opus-plan.net/aboutus/ | https://opus-plan.net/services/,A,18,6,7
ソラノデザイン合同会社,https://kanazawa-homepage.jp,〒920-0852 石川県金沢市此花町5,050-6883-9715,,SNSマーケティング,https://kanazawa-homepage.jp/column/column-1079/ | https://kanazawa-homepage.jp/service/ | https://kanazawa-homepage.jp/contact/ | https://kanazawa-homepage.jp/web%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/,A,18,8,1
合同会社ジェイライン,https://www.jdoga.net,〒380-0803 長野県長野市三輪2,026-252-5540,,SNS platform + operation service,https://www.jdoga.net/company/outline/ | https://www.jdoga.net/service/ | https://www.jdoga.net/service/ai-cm/ | https://www.jdoga.net/service/live/,A,18,4,0
株式会社ディーアイシー,https://www.d-ic.com,〒321-0158 栃木県宇都宮市西川田本町2,0276-60-5440,,SNS platform + operation service,https://www.d-ic.com/news/4780 | https://www.d-ic.com/company | https://www.d-ic.com/service | https://www.d-ic.com/service/home-page,A,18,17,0
株式会社ナカハラ,https://kknakahara.co.jp,〒370-0018 群馬県高崎市新保町2,027-362-3857,,SNS platform + operation service,https://kknakahara.co.jp/business/ | https://kknakahara.co.jp/corporate/ | https://kknakahara.co.jp/contact/,A,18,5,0
Curiver Inc.,https://curiver.com,〒329-1305 栃木県さくら市狭間田1,,,SNS運用 / SNS運用代行,https://curiver.com/recruit/creator/ | https://curiver.com/service/seo/ | https://curiver.com/service/sns/ | https://curiver.com/service/web-marketing/,A,18,10,0
合同会社ConnectDesign,https://connect-design.biz,〒370-0314 群馬県太田市新田市野井町5,050-1808-5617,,SNS運用代行,https://connect-design.biz/news/sns%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C%E3%81%AF%E3%80%81%E6%92%AE%E5%BD%B1%E3%82%84%E3%83%90%E3%83%8A%E3%83%BC%E5%88%B6%E4%BD%9C%E3%81%A0%E3%81%91%E4%BE%9D%E9%A0%BC%E3%81%99%E3%82%8B%E3%81%93/ | https://connect-design.biz/service/ | https://connect-design.biz/service/ | https://connect-design.biz/service/,A,18,16,2
株式会社cantik,https://cantik.co.jp,〒252-0314 神奈川県相模原市南区南台5,080-7084-3102,,SNS運用 / SNS運用代行 / SNSマーケティング,https://cantik.co.jp/areas/saitama/ | https://cantik.co.jp/about/ | https://cantik.co.jp/contact/ | https://cantik.co.jp/contact/?service=web,A,18,97,17
