company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
法人：スライムワークデザイン株式会社,https://slime-work.com,〒064-0805 北海道札幌市中央区南5,050-5574-2060,,SNS運用代行,https://slime-work.com/aboutus/ | https://slime-work.com/service/ | https://slime-work.com/contact/,A,18,35,0
株式会社クリエイティブネットドア,https://www.cn-door.com,〒060-0042 北海道札幌市中央区大通西5,011-280-2371,,SNS platform + operation service,https://www.cn-door.com/service/production/ | https://www.cn-door.com/service/ | https://www.cn-door.com/service/production/brand-site/ | https://www.cn-door.com/service/production/corporate-site/,A,18,25,0
株式会社さとゆめ,https://satoyume.com,〒102-0074 東京都千代田区九段南3,,,SNS platform + operation service,https://satoyume.com/project/?cat=consulting-business-07 | https://satoyume.com/about/ | https://satoyume.com/services/ | https://satoyume.com/company/,A,18,17,0
株式会社船井総合研究所 （Funai Consulting Incorporated）,https://www.funaisoken.co.jp,〒104-0028 東京都中央区八重洲2,0120-958-270,,SNS platform + operation service,https://www.funaisoken.co.jp/seminar/123665 | https://www.funaisoken.co.jp/solution/vi-shared_service_704_S074 | https://www.funaisoken.co.jp/solution/vi-newbusiness-subsidy_807_S087 | https://www.funaisoken.co.jp/solution/vi-contactcenter-strategy_802_S105,A,18,236,0
株式会社シェアスタック,https://www.surestack.net,〒107-0062 東京都港区南青山2,011-522-9739,,SNS運用代行,https://www.surestack.net/web/create-new | https://www.surestack.net/corporate-branding | https://www.surestack.net/company | https://www.surestack.net/about-us,A,18,9,4
株式会社アビリブ,https://abilive.co.kr,〒150-0041 東京都渋谷区神南1,03-6712-6018,,SNSマーケティング / SNS運用,https://abilive.co.kr/,A,18,4,0
株式会社MIRAIZU【仙台の広告代理店】SEO・ホームページ制作会社,https://www.miraizu-inc.jp,〒060-0004 北海道札幌市中央区北4,050-5897-0413,,SNS platform + operation service,https://www.miraizu-inc.jp/business/ | https://www.miraizu-inc.jp/contact/ | https://www.miraizu-inc.jp/company/ | https://www.miraizu-inc.jp/contact,A,18,42,4
オーパスプラン有限会社,https://opus-plan.net,〒020-8507 岩手県盛岡市清水町１,,,SNS運用代行,https://opus-plan.net/area/iwate/ | https://opus-plan.net/aboutus/ | https://opus-plan.net/services/,A,18,6,7
福島カラー印刷株式会社,https://f-color.co.jp,〒960-2101 福島県福島市さくら3,024-594-2188,,SNS運用代行 / SNSマーケティング / SNS運用,https://f-color.co.jp/column/%E5%BD%93%E7%A4%BE%E3%81%8Csns%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C%E3%81%A7%E3%80%81%E3%81%8A%E5%BA%97%E3%82%92%E7%9B%9B%E3%82%8A%E4%B8%8A%E3%81%92%E3%81%BE%E3%81%99%EF%BC%81%E3%80%90%E5%A4%A7/ | https://f-color.co.jp/company/ | https://f-color.co.jp/service/ | https://f-color.co.jp/contact/,A,18,11,0
ソラノデザイン合同会社,https://kanazawa.ai,〒920-0852 石川県金沢市此花町5,,,SNS広告運用 / SNSマーケティング / SNS運用代行,https://kanazawa.ai/company/ | https://kanazawa.ai/service/ | https://kanazawa.ai/service/google%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C/ | https://kanazawa.ai/service/yahoo%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C/,A,18,10,6
