company_name,url,address,phone,maps_url,contact_url,message,sent_at,status,error_reason,screenshot_path,provider_used,提案区分,,区分,検出ワード
ZOOST株式会社,https://zoost.co.jp,大阪市 南本町１丁目８−１４ JRE堺筋本町ビル 9階,050-3135-3589,https://www.google.com/maps/place/ZOOST%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE/data=!4m7!3m6!1s0x6000e6e2c51a7207:0x879b0b1805ba9bd2!8m2!3d34.6829494!4d135.5069413!16s%2Fg%2F1tdb8qp6!19sChIJB3IaxeLmAGAR0pu6BRgLm4c?authuser=0&hl=ja&rclk=1,https://zoost.co.jp/contact/,,,,,,,,,Web広告・デジタル集客,Webマーケティング / Web広告 / リスティング広告
株式会社愛京広告,https://aikyo-ad.com,〒059-1365 北海道苫小牧市字植苗1,0120-37-0098,https://www.google.com/maps/place/%E3%88%B1%E6%84%9B%E4%BA%AC%E5%BA%83%E5%91%8A/data=!4m7!3m6!1s0x5f751efec2f7989b:0xe5c726add9482103!8m2!3d42.7336478!4d141.7189699!16s%2Fg%2F11gh2wh9_j!19sChIJm5j3wv4edV8RAyFI2a0mx-U?authuser=0&hl=ja&rclk=1,https://aikyo-ad.com/contact/,,,,,,,,,Web広告・デジタル集客,Web広告 / インターネット広告 / Google広告
株式会社人材屋,http://jinzai-ya.co.jp,〒802-0006 福岡県北九州市小倉北区魚町1,093-513-2380,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E4%BA%BA%E6%9D%90%E5%B1%8B/data=!4m7!3m6!1s0x3543bf4da68ccda3:0xf67e19318953feaf!8m2!3d33.884439!4d130.880624!16s%2Fg%2F11c3n1q337!19sChIJo82Mpk2_QzURr_5TiTEZfvY?authuser=0&hl=ja&rclk=1,https://jinzai-ya.co.jp/inquiry/,,,,,,,,,SNS運用・SNS広告,SNS運用
有限会社ウェブプロモート,https://www.webpromote.jp,〒047-0028 北海道小樽市相生町8,0134-32-4234,https://www.google.com/maps/place/%E3%82%A6%E3%82%A7%E3%83%96%E3%83%97%E3%83%AD%E3%83%A2%E3%83%BC%E3%83%88/data=!4m7!3m6!1s0x5f0ae05a22a17e0d:0x8b824acf987aef1b!8m2!3d43.189952!4d141.004803!16s%2Fg%2F1tl1n76q!19sChIJDX6hIlrgCl8RG-96mM9Kgos?authuser=0&hl=ja&rclk=1,https://www.webpromote.jp/inquiry/,,,,,,,,,Web制作・クリエイティブ,ホームページ制作 / Webサイト制作
株式会社メディアインパクト,https://www.mediaimpact.co.jp,京都市 甲斐守町９７ 2F,075-406-1349,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%A1%E3%83%87%E3%82%A3%E3%82%A2%E3%82%A4%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88/data=!4m7!3m6!1s0x60010876358172a5:0xdf92be212ccb0b20!8m2!3d35.0248989!4d135.7533519!16s%2Fg%2F1hc3vfmkq!19sChIJpXKBNXYIAWARIAvLLCG-kt8?authuser=0&hl=ja&rclk=1,https://www.mediaimpact.co.jp/contact/,,,,,,,,,Web制作・クリエイティブ,ホームページ制作 / Webサイト制作 / Web制作
テコハブ株式会社,https://teco-hub.com,熊本市 迎町１丁目４−１４ 石橋ビル 202,096-240-3217,https://www.google.com/maps/place/%E3%83%86%E3%82%B3%E3%83%8F%E3%83%96%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE/data=!4m7!3m6!1s0x3540f391f05d9909:0x7f1e13b0ca741e43!8m2!3d32.7915759!4d130.7020472!16s%2Fg%2F11gy68bjph!19sChIJCZld8JHzQDURQx50yrATHn8?authuser=0&hl=ja&rclk=1,https://teco-hub.com/contact/,,,,,,,,,Web広告・デジタル集客,Webマーケティング / デジタルマーケティング / Web広告
株式会社EAVEL,https://eavel.co.jp,〒703-8261 岡山県岡山市中区海吉1,086-238-2962,https://www.google.com/maps/place/%28%E6%A0%AA%29EAVEL/data=!4m7!3m6!1s0x35540924c3cbbd3b:0x1da5e726a5e68416!8m2!3d34.6622541!4d133.9874534!16s%2Fg%2F11vr6p3_xy!19sChIJO73LwyQJVDURFoTmpSbnpR0?authuser=0&hl=ja&rclk=1,https://eavel.co.jp/contact/,,,,,,,,,Web広告・デジタル集客,Webマーケティング / 広告運用 / SEO対策
株式会社火燵,https://kotatsu.info,〒112-0004 東京都文京区後楽2,03-6822-5629,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E7%81%AB%E7%87%B5%EF%BC%88%E3%81%93%E3%81%9F%E3%81%A4%EF%BC%89/data=!4m7!3m6!1s0x3553df2edcde018b:0x23b2f422502e40b!8m2!3d34.2981109!4d133.8349974!16s%2Fg%2F11_rqby07!19sChIJiwHe3C7fUzURC-QCJUIvOwI?authuser=0&hl=ja&rclk=1,https://kotatsu.info/contact/form/,,,,,,,,,Web広告・デジタル集客,Webマーケティング / 広告運用
株式会社ソフィットウェブコンサルティング,https://sophit.biz,横浜市 不老町１丁目２−１,050-7108-5882,https://www.google.com/maps/place/%EF%BC%88%E6%A0%AA%EF%BC%89%E3%82%BD%E3%83%95%E3%82%A3%E3%83%83%E3%83%88%E3%82%A6%E3%82%A7%E3%83%96%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0/data=!4m7!3m6!1s0x60185cf1b668dfe3:0x4af5a9d40c319611!8m2!3d35.4425327!4d139.6371745!16s%2Fg%2F11fm3ptdwn!19sChIJ499otvFcGGAREZYxDNSp9Uo?authuser=0&hl=ja&rclk=1,https://sophit.biz/yokohamajyoseikigyou/,,,,,,,,,Web広告・デジタル集客,SEO対策
株式会社モノクロマーケティング,https://monochro-marketing.co.jp,横浜市 金港町5−１４ クアドリフォリオ 8階,050-1807-1567,https://www.google.com/maps/place/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%A2%E3%83%8E%E3%82%AF%E3%83%AD%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0/data=!4m7!3m6!1s0x60185de03f299fed:0x13b4c8bcb902eaaa!8m2!3d35.4681882!4d139.625026!16s%2Fg%2F11x2xfgdjy!19sChIJ7Z8pP-BdGGARquoCubzItBM?authuser=0&hl=ja&rclk=1,https://monochro-marketing.co.jp/contact/,,,,,,,,,Web制作・クリエイティブ,LP制作 / 映像制作 / クリエイティブ制作
