company_name,url,address,phone,maps_url,service_evidence,pages_checked,affinity_grade,affinity_score,local_hits,competitor_hits
キャリアAIプラザ株式会社,https://ai.career-plaza.com,〒862-0911 熊本県熊本市東区健軍3,096-342-8181,,SNS platform + operation service,https://ai.career-plaza.com/privacy-policy/ | https://ai.career-plaza.com/services/ | https://ai.career-plaza.com/service-onsite-ai-training/ | https://ai.career-plaza.com/service-online-ai-training/,A,18,8,0
︎2026 DEFiDE inc. All Rights Reserved.,https://www.defide-ix.com,〒107-0052 東京都港区⾚坂2,03-6551-2921,,SNS platform + operation service,https://www.defide-ix.com/about/ | https://www.defide-ix.com/business/business-process-and-platform/ | https://www.defide-ix.com/service/hr-service | https://www.defide-ix.com/about-us/,A,18,4,0
株式会社IT武装コンサルティング,https://www.itmc.jp,〒870-1214 大分県大分市大字太田3,050-3152-9723,,SNS platform + operation service,https://www.itmc.jp/consul/ma | https://www.itmc.jp/contact | https://www.itmc.jp/profile | https://www.itmc.jp/company/privacy,A,18,8,0
株式会社ディーアイシー,https://www.d-ic.com,〒373-0026 群馬県太田市東本町2,0276-60-5440,,SNS platform + operation service,https://www.d-ic.com/service/e-commerce | https://www.d-ic.com/company | https://www.d-ic.com/service | https://www.d-ic.com/service/home-page,A,18,17,0
株式会社エムアイエフ,https://www.elevendesign.online,〒260-0021 千葉県千葉市中央区新宿2,,,SNS運用,https://www.elevendesign.online/archives/11014 | https://www.elevendesign.online/company | https://www.elevendesign.online/profile | https://www.elevendesign.online/contact,A,18,16,3
アイヴィクス株式会社,https://ivix-design.co.jp,〒491-0072 愛知県一宮市中島通1,052-990-3467,,SNS platform + operation service,https://ivix-design.co.jp/voice/kagurakyo/ | https://ivix-design.co.jp/service/ | https://ivix-design.co.jp/profile/ | https://ivix-design.co.jp/contactus/,A,18,5,0
株式会社キャディッシュ,https://www.489ban.net,〒506-0045 岐阜県高山市赤保木町1,0577-36-3604,,SNS platform + operation service,https://www.489ban.net/services/ | https://www.489ban.net/services/489ban/ | https://www.489ban.net/services/web/ | https://www.489ban.net/services/everyplus1/,A,18,342,0
コクー株式会社,https://cocoo.co.jp,〒101-0051 東京都千代田区神田神保町3,03-3527-1167,,SNS platform + operation service,https://cocoo.co.jp/corporate/profile/ | https://cocoo.co.jp/about/ | https://cocoo.co.jp/service/ | https://cocoo.co.jp/service/ai/,A,16,3,0
inc.,https://green-carbon.co.jp,〒102-0083 東京都千代田区麹町2,080-7307-8597,,SNS platform + operation service,https://green-carbon.co.jp/carbon-credits-journal-forum/ | https://green-carbon.co.jp/corporate/ | https://green-carbon.co.jp/contact/ | https://green-carbon.co.jp/recruit-contact/,A,16,3,0
株式会社グリームオーブ,https://www.gleamorb.co.jp,〒141-0031 東京都品川区西五反田2,,,SNS platform + operation service,https://www.gleamorb.co.jp/services/mobile | https://www.gleamorb.co.jp/services | https://www.gleamorb.co.jp/form/contact | https://www.gleamorb.co.jp/services/web,A,16,3,0
戦略的Webシステム MIWACS株式会社,https://miwacs.net,〒252-0001 神奈川県座間市相模が丘1,,,SNS platform + operation service,https://miwacs.net/company/ | https://miwacs.net/corporate/ | https://miwacs.net/contactus/ | https://miwacs.net/company/?p=7,A,16,4,0
株式会社ツクリエ,https://tcic.metro.tokyo.lg.jp,〒164-0012 東京都中野区本町2,03-3383-4616,,SNS platform + operation service,https://tcic.metro.tokyo.lg.jp/supportteam/ | https://tcic.metro.tokyo.lg.jp/contact/ | https://tcic.metro.tokyo.lg.jp/about/ | https://tcic.metro.tokyo.lg.jp/access/,A,16,17,0
株式会社ヴィクトリー,https://victory-co.com,〒192-0371 東京都八王子市南陽台3,042-682-4921,,SNS platform + operation service,https://victory-co.com/contact | https://victory-co.com/company | https://victory-co.com/company/greeting | https://victory-co.com/company/philosophy,A,16,69,0
