company_name,url,address,phone,maps_url,service_evidence,pages_checked
合同会社ライフデザイン,https://lifedesign-marketing.com,〒063-0822 北海道札幌市西区発寒二条３,080-4042-8017,,SNS運用代行 / SNS運用 / Instagram運用代行 / LINE公式アカウント運用,https://lifedesign-marketing.com/ | https://lifedesign-marketing.com/corporate | https://lifedesign-marketing.com/service | https://lifedesign-marketing.com/contact
禅株式会社,https://www.zen-na.com,〒060-0061 北海道札幌市中央区南1,011-590-1802,,SNS platform + operation service,https://www.zen-na.com/ | https://www.zen-na.com/contact.php | https://www.zen-na.com/company.php | https://www.zen-na.com/business.php
株式会社ndp group,https://www.ndpgroup.co.jp,〒060-0002 北海道札幌市中央区北二条西1,011-596-0509,,SNS platform + operation service,https://www.ndpgroup.co.jp/company/outline | https://www.ndpgroup.co.jp/company/outline.html | https://www.ndpgroup.co.jp/service.html | https://www.ndpgroup.co.jp/contact/input.html
LANTERN inc.,https://lantern-inc.jp,〒060-0908 北海道札幌市東区北8,050-8892-6129,,SNS運用,https://lantern-inc.jp/ | https://lantern-inc.jp/company | https://lantern-inc.jp/contact | https://lantern-inc.jp/service
GII Holdings株式会社,https://www.giiholdings.com,〒064-0806 北海道札幌市中央区南6,011-206-0910,,SNS広告運用 / SNSマーケティング,https://www.giiholdings.com/service | https://www.giiholdings.com/about | https://www.giiholdings.com/contact
株式会社ふるいち,https://www.marketing-unit.jp,〒150-0001 東京都渋谷区神宮前6,,,SNS運用支援 / SNS運用,https://www.marketing-unit.jp/casestudy/3355/ | https://www.marketing-unit.jp/contact/ | https://www.marketing-unit.jp/contact/online/ | https://www.marketing-unit.jp/company/
株式会社WeBridge,https://webridge.co.jp,〒160-0023 東京都新宿区西新宿2,03-6258-0447,,SNS広告運用 / SNS運用 / SNS運用代行,https://webridge.co.jp/company/ | https://webridge.co.jp/about/ | https://webridge.co.jp/service/ | https://webridge.co.jp/company/message/
株式会社Rn,https://rncompany.jp,〒980-0014 宮城県仙台市青葉区本町一丁目,011-252-7415,,SNSマーケティング / SNS運用,https://rncompany.jp/sns/ | https://rncompany.jp/ | https://rncompany.jp/company/ | https://rncompany.jp/business/
株式会社hobby,https://hobby.raku2hp.jp,〒070-0039 北海道旭川市9,,,SNS運用,https://hobby.raku2hp.jp/
合同会社橘（TACHIBANA LLC）,https://tachibana5.webnode.jp,〒062-0034 北海道札幌市豊平区西岡四条8,080-1972-5486,,SNS運用代行,https://tachibana5.webnode.jp/%E7%A7%81%E3%81%9F%E3%81%A1%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6/ | https://tachibana5.webnode.jp/%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/ | https://tachibana5.webnode.jp/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/
