company_name,url,address,phone,maps_url,service_evidence,pages_checked
株式会社アドバコムと環境教育の社会実装に向けた連携に関する協定書を締結,https://www.jeas.or.jp,〒101-0032 東京都千代田区岩本町1,03-5829-6359,,SNS platform + operation service,https://www.jeas.or.jp/news/000210.html | https://www.jeas.or.jp/about/ | https://www.jeas.or.jp/about/index.html | https://www.jeas.or.jp/about/access.html
「HOME4U」および「ホームフォーユー」は株式会社NTTデータ・ウィズの登録商標です,https://www.home4u.jp,〒135-0061 東京都江東区豊洲二丁目,03-1234-5678,,SNS platform + operation service,https://www.home4u.jp/info/contact/ | https://www.home4u.jp/info/contact_us.html
株式会社土屋ホーム,https://review.tanabeconsulting.co.jp,〒100-0005 東京都千代田区丸の内1,03-6758-0073,,SNS platform + operation service,https://review.tanabeconsulting.co.jp/consultantcase/27907/ | https://review.tanabeconsulting.co.jp/keyword/apparel-lifestyle/ | https://review.tanabeconsulting.co.jp/keyword/finance/improvingcorporatevalue/ | https://review.tanabeconsulting.co.jp/about/
株式会社コネクター・ジャパン,https://cnctor.jp,〒105-0004 東京都港区新橋5,,,SNS運用,https://cnctor.jp/service/hotel-service-list/ | https://cnctor.jp/service/ | https://cnctor.jp/service/linesolution-service-list/ | https://cnctor.jp/service/development-list/
株式会社 デンタル・マーケティング,http://www.den-web.jp,〒111-0052 東京都台東区柳橋1,03-5825-9410,,SNS platform + operation service,http://www.den-web.jp/inquiry/ | http://www.den-web.jp/profile/ | http://www.den-web.jp/inquiry/ | http://www.den-web.jp/service/
株式会社MIRAIZU【仙台の広告代理店】SEO・ホームページ制作会社,https://www.miraizu-inc.jp,〒060-0004 北海道札幌市中央区北4,050-5897-0413,,SNS platform + operation service,https://www.miraizu-inc.jp/news/8341/ | https://www.miraizu-inc.jp/contact/ | https://www.miraizu-inc.jp/company/ | https://www.miraizu-inc.jp/contact
株式会社 MONOLITH Japan,https://monolith-j.com,〒163-0918 東京都新宿区西新宿2,03-6279-4761,,SNS運用,https://monolith-j.com/service/education/media/ | https://monolith-j.com/about/ | https://monolith-j.com/service/ | https://monolith-j.com/service/education/
Aidma Holdings Inc. All Rights Reserved.,https://kei-do.com,〒141-0021 東京都 品川区上大崎 2,03-6455-7935,,SNS運用,https://kei-do.com/interview2/01383/ | https://kei-do.com/interview2/company_size/company-size01/ | https://kei-do.com/interview2/company_size/company-size02/ | https://kei-do.com/interview2/sector/sector04/
リノベーション株式会社,https://renovation-r.co.jp,〒０６０-０９０８ 北海道札幌市東区北８,0120-47-1177,,SNS platform + operation service,https://renovation-r.co.jp/company/ | https://renovation-r.co.jp/contact/?type=inq | https://renovation-r.co.jp/about/
​株式会社シェアスタック,https://www.yellow-stars-girls.com,〒107-0062 東京都港区南青山2,011-522-9739,,SNS platform + operation service,https://www.yellow-stars-girls.com/company | https://www.yellow-stars-girls.com/contact
株式会社クオリタス・ホスピタリティー・アドバイザーズ,http://www.qha.co.jp,〒101-0047 東京都千代田区内神田1,03-5777-0111,,SNS platform + operation service,http://www.qha.co.jp/experiences/ | http://www.qha.co.jp/service/ | http://www.qha.co.jp/corporate/
