company_name,url,address,phone,contact_url,区分,検出ワード,source_url,profile_url,company_confirmed,fetch
アップルハウジング株式会社,https://www.apple-housing.co.jp/,,,https://www.apple-housing.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,https://www.jpm.jp/branch/all.php?cid=2,https://www.apple-housing.co.jp/about/,yes,ok
アンドクラフト株式会社,https://and-craft.co.jp/,,,https://and-craft.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,https://www.jpm.jp/branch/all.php?cid=17,https://and-craft.co.jp/about/,yes,ok
アンユイット株式会社,https://unhuit.co.jp/,,,https://unhuit.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,https://www.jpm.jp/branch/all.php?cid=22,https://unhuit.co.jp/about/,yes,ok
アーク株式会社,https://ark-net.co.jp/,,,https://ark-net.co.jp/information/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,https://www.jpm.jp/branch/all.php?cid=3,https://ark-net.co.jp/,yes,ok
ウォーク株式会社,https://www.e-oheya.co.jp/,,,https://www.e-oheya.co.jp/contents/category/information,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,https://www.jpm.jp/branch/all.php?cid=12,https://www.e-oheya.co.jp/contents/category/company/,yes,ok
エステート住宅産業株式会社,https://www.estate21.co.jp/,,,https://www.estate21.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,https://www.jpm.jp/branch/all.php?cid=10,https://www.estate21.co.jp/company/,yes,ok
クロタキ不動産株式会社,https://www.kurotaki.co.jp/,,,https://www.kurotaki.co.jp/contact.html,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,https://www.jpm.jp/branch/all.php?cid=2,https://www.kurotaki.co.jp/company.html,yes,ok
コーワ商事株式会社,https://www.koshukensetsu.co.jp/,,,https://www.koshukensetsu.co.jp/toiawase/index.html,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,https://www.jpm.jp/branch/all.php?cid=23,https://www.koshukensetsu.co.jp/co_navi/DUm20160719140718-14.html,yes,ok
サンヨーリアルティ株式会社,https://www.sanyorealty.co.jp/,,,https://www.sanyorealty.co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,https://www.jpm.jp/branch/all.php?cid=12,https://www.sanyorealty.co.jp/company/,yes,ok
サークル不動産株式会社,https://circle-f.co.jp/,,,https://circle-f.co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,https://www.jpm.jp/branch/all.php?cid=10,https://circle-f.co.jp/information,yes,ok
